Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID
GSBRNA2T00054903001,CDY33599,A0A078E3R5
GSBRNA2T00054890001,CDY33594,A0A078H7Z2
GSBRNA2T00054881001,CDY33587,A0A078H7Z9
GSBRNA2T00054857001,CDY33566,A0A078H6T5
GSBRNA2T00054879001,CDY33585,A0A078H4T2
GSBRNA2T00054875001,CDY33582,A0A078H7Z5
GSBRNA2T00054889001,CDY33593,A0A078H9U3
GSBRNA2T00054849001,CDY33560,A0A078H4Q9
GSBRNA2T00054872001,CDY33579,A0A078H7X1
GSBRNA2T00054893001,CDY33596,A0A078H6W2
GSBRNA2T00054868001,CDY33576,A0A078H6U5
GSBRNA2T00054886001,CDY33591,A0A078H6V9
GSBRNA2T00058284001,CDY35318,A0A078HEU3
GSBRNA2T00058328001,CDY35353,A0A078HEX4
GSBRNA2T00058314001,CDY35342,A0A078HC29
GSBRNA2T00058345001,CDY35369,A0A078HD50
GSBRNA2T00058287001,CDY35320,A0A078HA29
GSBRNA2T00058339001,CDY35364,A0A078HD43
GSBRNA2T00058351001,CDY35374,A0A078HD57
GSBRNA2T00058290001,CDY35323,A0A078HEU8
GSBRNA2T00058326001,CDY35351,A0A078HC62
GSBRNA2T00058342001,CDY35366,A0A078HC79
GSBRNA2T00058315001,CDY35343,A0A078HEW7
GSBRNA2T00058321001,CDY35349,A0A078HD23
GSBRNA2T00058341001,CDY35365,A0A078HA77
GSBRNA2T00058319001,CDY35347,A0A078HC31
GSBRNA2T00058285001,CDY35319,A0A078HCY9
GSBRNA2T00058289001,CDY35322,A0A078HC16
GSBRNA2T00058283001,CDY35317,A0A078HC11
GSBRNA2T00058325001,CDY35350,A0A078HA59
GSBRNA2T00058344001,CDY35368,A0A078HEZ1
GSBRNA2T00058336001,CDY35361,A0A078HC73
GSBRNA2T00058304001,CDY35334,A0A078HD05
GSBRNA2T00058333001,CDY35358,A0A078HEX9
GSBRNA2T00058317001,CDY35345,A0A078HA54
GSBRNA2T00058297001,CDY35328,A0A078HEV5
GSBRNA2T00058327001,CDY35352,A0A078HC34
GSBRNA2T00058350001,CDY35373,A0A078HEZ7
GSBRNA2T00058318001,CDY35346,A0A078HC54
GSBRNA2T00058303001,CDY35333,A0A078HEW1
GSBRNA2T00058309001,CDY35339,A0A078HD10
GSBRNA2T00058306001,CDY35336,A0A078HC46
GSBRNA2T00058331001,CDY35356,A0A078HC68
GSBRNA2T00058281001,CDY35315,A0A078HA25
GSBRNA2T00058320001,CDY35348,A0A078HEW9
GSBRNA2T00058349001,CDY35372,A0A078HC51
GSBRNA2T00058329001,CDY35354,A0A078HD30
GSBRNA2T00058338001,CDY35363,A0A078HEY5
GSBRNA2T00058294001,CDY35325,A0A078HA33
GSBRNA2T00058292001,CDY35324,A0A078HCZ4
GSBRNA2T00058278001,CDY35312,A0A078HC08
GSBRNA2T00058316001,CDY35344,A0A078HD17
GSBRNA2T00058280001,CDY35314,A0A078HCY2
GSBRNA2T00058282001,CDY35316,A0A078HC26
GSBRNA2T00058299001,CDY35330,A0A078HA39
GSBRNA2T00058288001,CDY35321,A0A078HC32
GSBRNA2T00058276001,CDY35310,A0A078HA23
GSBRNA2T00058308001,CDY35338,Q4PNY6
GSBRNA2T00058308001,CDY35338,A0A078HEW4
GSBRNA2T00058275001,CDY35309,A0A078HCX3
GSBRNA2T00058307001,CDY35337,A0A078HC25
GSBRNA2T00058301001,CDY35331,A0A078HC40
GSBRNA2T00058310001,CDY35340,A0A078HA48
GSBRNA2T00058337001,CDY35362,A0A078HC43
GSBRNA2T00058305001,CDY35335,A0A078HA43
GSBRNA2T00058277001,CDY35311,A0A078HC17
GSBRNA2T00058330001,CDY35355,A0A078HA65
GSBRNA2T00058348001,CDY35371,A0A078HC85
GSBRNA2T00058347001,CDY35370,A0A078HA85
GSBRNA2T00058334001,CDY35359,A0A078HD38
GSBRNA2T00058332001,CDY35357,A0A078HC38
GSBRNA2T00058312001,CDY35341,A0A078HC49
GSBRNA2T00058343001,CDY35367,A0A078HC47
GSBRNA2T00058279001,CDY35313,A0A078HEU0
GSBRNA2T00058295001,CDY35326,A0A078HC36
GSBRNA2T00058335001,CDY35360,A0A078CPH6
GSBRNA2T00058298001,CDY35329,A0A078HCZ9
GSBRNA2T00058296001,CDY35327,A0A078HC19
GSBRNA2T00058302001,CDY35332,A0A078HC22
GSBRNA2T00093594001,CDY49696,A0A078II98
GSBRNA2T00093597001,CDY49699,A0A078IJV6
GSBRNA2T00093598001,CDY49700,A0A078IFL2
GSBRNA2T00093589001,CDY49692,A0A078IIC5
GSBRNA2T00093590001,CDY49693,A0A078IKU2
GSBRNA2T00093581001,CDY49688,A0A078IKT9
GSBRNA2T00093577001,CDY49686,A0A078II85
GSBRNA2T00093591001,CDY49694,A0A078IJV2
GSBRNA2T00093596001,CDY49698,A0A078IKU5
GSBRNA2T00093599001,CDY49701,A0A078IIA2
GSBRNA2T00093578001,CDY49687,A0A078IIB9
GSBRNA2T00093584001,CDY49689,A0A078IJU9
GSBRNA2T00093587001,CDY49691,A0A078II91
GSBRNA2T00093592001,CDY49695,A0A078IFK7
GSBRNA2T00093600001,CDY49702,A0A078IID6
GSBRNA2T00093585001,CDY49690,A0A078IFK1
GSBRNA2T00093595001,CDY49697,A0A078IID1
GSBRNA2T00065681001,CDY38306,A0A078HKW3
GSBRNA2T00065710001,CDY38320,A0A078HIL7
GSBRNA2T00065724001,CDY38326,A0A078HKY0
GSBRNA2T00065700001,CDY38316,A0A078HKX1
GSBRNA2T00065680001,CDY38305,A0A078HIJ9
GSBRNA2T00065711001,CDY38321,A0A078HKX5
GSBRNA2T00065690001,CDY38313,A0A078HNB3
GSBRNA2T00065713001,CDY38323,A0A078HNC2
GSBRNA2T00065677001,CDY38302,A0A078HKA1
GSBRNA2T00065704001,CDY38319,A0A078HLT4
GSBRNA2T00065682001,CDY38307,A0A078HKA7
GSBRNA2T00065678001,CDY38303,A0A078HNA2
GSBRNA2T00065685001,CDY38309,A0A078HLS2
GSBRNA2T00065712001,CDY38322,A0A078HKC2
GSBRNA2T00065688001,CDY38311,A0A078HKW7
GSBRNA2T00065689001,CDY38312,A0A078HKB2
GSBRNA2T00065687001,CDY38310,A0A078HIK4
GSBRNA2T00065703001,CDY38318,A0A078HNB7
GSBRNA2T00065698001,CDY38315,A0A078HIL1
GSBRNA2T00065701001,CDY38317,A0A078HKB7
GSBRNA2T00065684001,CDY38308,A0A078HNA6
GSBRNA2T00065714001,CDY38324,V9LY88
GSBRNA2T00065714001,CDY38324,A0A078HLT9
GSBRNA2T00065718001,CDY38325,A0A078HIM1
GSBRNA2T00065696001,CDY38314,A0A078HLS9
GSBRNA2T00065679001,CDY38304,A0A078HLR7
GSBRNA2T00060502001,CDY67245,A0A078JLF0
GSBRNA2T00056816001,CDY66900,A0A078JKD5
GSBRNA2T00056815001,CDY66899,A0A078JJJ7
GSBRNA2T00065302001,CDY67666,A0A078GPF7
GSBRNA2T00086363001,CDY46896,A0A078IAK9
GSBRNA2T00086351001,CDY46886,A0A078IAJ6
GSBRNA2T00086357001,CDY46891,A0A078IAK2
GSBRNA2T00086344001,CDY46882,A0A078I9Q8
GSBRNA2T00086371001,CDY46903,A0A078I9S6
GSBRNA2T00086358001,CDY46892,A0A078I9S0
GSBRNA2T00086360001,CDY46894,A0A078IC10
GSBRNA2T00086367001,CDY46900,A0A078I7K1
GSBRNA2T00086352001,CDY46887,A0A078I9R6
GSBRNA2T00086354001,CDY46889,A0A078IC05
GSBRNA2T00086345001,CDY46883,A0A078ICB1
GSBRNA2T00086366001,CDY46899,A0A078IC15
GSBRNA2T00086343001,CDY46881,B5KRH1
GSBRNA2T00086343001,CDY46881,A0A078IAJ0
GSBRNA2T00086353001,CDY46888,A0A078ICB5
GSBRNA2T00086370001,CDY46902,A0A078I9S6
GSBRNA2T00086342001,CDY46880,A0A078I7H7
GSBRNA2T00086365001,CDY46898,A0A078ICC1
GSBRNA2T00086350001,CDY46885,A0A078I7I2
GSBRNA2T00086346001,CDY46884,A0A078IBZ9
GSBRNA2T00086359001,CDY46893,A0A078ICB9
GSBRNA2T00086355001,CDY46890,A0A078I7J0
GSBRNA2T00086364001,CDY46897,A0A078I9S3
GSBRNA2T00086372001,CDY46904,A0A078IC21
GSBRNA2T00086362001,CDY46895,A0A078I7J6
GSBRNA2T00086368001,CDY46901,A0A078IAL5
GSBRNA2T00074847001,CDY68513,A0A078JLX2
GSBRNA2T00135242001,CDX81544,A0A078CXQ2
GSBRNA2T00135255001,CDX81553,
GSBRNA2T00135245001,CDX81546,A0A078G7S8
GSBRNA2T00135264001,CDX81557,
GSBRNA2T00135093001,CDX81479,
GSBRNA2T00135162001,CDX81518,A0A0F6T8S0
GSBRNA2T00135190001,CDX81526,
GSBRNA2T00135241001,CDX81543,A0A078G7S8
GSBRNA2T00135291001,CDX81570,
GSBRNA2T00135139001,CDX81504,
GSBRNA2T00135300001,CDX81577,
GSBRNA2T00135213001,CDX81532,
GSBRNA2T00135126001,CDX81501,D1L8U2
GSBRNA2T00135317001,CDX81589,
GSBRNA2T00135127001,CDX81502,
GSBRNA2T00135104001,CDX81489,
GSBRNA2T00135216001,CDX81534,
GSBRNA2T00135220001,CDX81535,
GSBRNA2T00135247001,CDX81548,
GSBRNA2T00135095001,CDX81481,
GSBRNA2T00135121001,CDX81499,
GSBRNA2T00135253001,CDX81551,
GSBRNA2T00135308001,CDX81584,
GSBRNA2T00135195001,CDX81529,
GSBRNA2T00135157001,CDX81515,
GSBRNA2T00135292001,CDX81571,A0A078I4N2
GSBRNA2T00135203001,CDX81531,
GSBRNA2T00135222001,CDX81537,
GSBRNA2T00135341001,CDX81606,
GSBRNA2T00135189001,CDX81525,
GSBRNA2T00135109001,CDX81492,
GSBRNA2T00135154001,CDX81513,
GSBRNA2T00135103001,CDX81488,
GSBRNA2T00135087001,CDX81475,
GSBRNA2T00135097001,CDX81483,
GSBRNA2T00135279001,CDX81564,A0A078D032
GSBRNA2T00135339001,CDX81604,
GSBRNA2T00135091001,CDX81478,
GSBRNA2T00135280001,CDX81565,
GSBRNA2T00135337001,CDX81602,
GSBRNA2T00135168001,CDX81520,
GSBRNA2T00135166001,CDX81519,
GSBRNA2T00135124001,CDX81500,
GSBRNA2T00135276001,CDX81562,
GSBRNA2T00135119001,CDX81498,
GSBRNA2T00135287001,CDX81567,
GSBRNA2T00135113001,CDX81496,
GSBRNA2T00135084001,CDX81474,
GSBRNA2T00135338001,CDX81603,
GSBRNA2T00135098001,CDX81484,
GSBRNA2T00135304001,CDX81581,
GSBRNA2T00135224001,CDX81539,
GSBRNA2T00135223001,CDX81538,
GSBRNA2T00135323001,CDX81593,
GSBRNA2T00135188001,CDX81524,
GSBRNA2T00135306001,CDX81582,
GSBRNA2T00135321001,CDX81592,
GSBRNA2T00135081001,CDX81472,
GSBRNA2T00135200001,CDX81530,
GSBRNA2T00135237001,CDX81540,
GSBRNA2T00135128001,CDX81503,
GSBRNA2T00135221001,CDX81536,
GSBRNA2T00135328001,CDX81597,
GSBRNA2T00135148001,CDX81509,
GSBRNA2T00135169001,CDX81521,
GSBRNA2T00135336001,CDX81601,
GSBRNA2T00135267001,CDX81558,
GSBRNA2T00135311001,CDX81586,
GSBRNA2T00135307001,CDX81583,
GSBRNA2T00135295001,CDX81574,
GSBRNA2T00135325001,CDX81595,
GSBRNA2T00135088001,CDX81476,
GSBRNA2T00135143001,CDX81505,
GSBRNA2T00135320001,CDX81591,
GSBRNA2T00135286001,CDX81566,
GSBRNA2T00135261001,CDX81555,
GSBRNA2T00135327001,CDX81596,
GSBRNA2T00135260001,CDX81554,
GSBRNA2T00135094001,CDX81480,
GSBRNA2T00135298001,CDX81576,
GSBRNA2T00135289001,CDX81568,
GSBRNA2T00135296001,CDX81575,
GSBRNA2T00135110001,CDX81493,
GSBRNA2T00135251001,CDX81550,
GSBRNA2T00135342001,CDX81607,
GSBRNA2T00135078001,CDX81470,
GSBRNA2T00135303001,CDX81580,
GSBRNA2T00135275001,CDX81561,
GSBRNA2T00135309001,CDX81585,
GSBRNA2T00135101001,CDX81486,
GSBRNA2T00135331001,CDX81599,
GSBRNA2T00135345001,CDX81608,
GSBRNA2T00135250001,CDX81549,
GSBRNA2T00135340001,CDX81605,
GSBRNA2T00135262001,CDX81556,
GSBRNA2T00135244001,CDX81545,
GSBRNA2T00135174001,CDX81523,
GSBRNA2T00135312001,CDX81587,
GSBRNA2T00135278001,CDX81563,
GSBRNA2T00135161001,CDX81517,
GSBRNA2T00135192001,CDX81528,
GSBRNA2T00135290001,CDX81569,
GSBRNA2T00135111001,CDX81494,
GSBRNA2T00135102001,CDX81487,
GSBRNA2T00135106001,CDX81491,
GSBRNA2T00135158001,CDX81516,
GSBRNA2T00135152001,CDX81511,
GSBRNA2T00135215001,CDX81533,
GSBRNA2T00135238001,CDX81541,
GSBRNA2T00135334001,CDX81600,
GSBRNA2T00135155001,CDX81514,
GSBRNA2T00135096001,CDX81482,
GSBRNA2T00135293001,CDX81572,
GSBRNA2T00135105001,CDX81490,
GSBRNA2T00135170001,CDX81522,
GSBRNA2T00135316001,CDX81588,
GSBRNA2T00135324001,CDX81594,
GSBRNA2T00135149001,CDX81510,
GSBRNA2T00135270001,CDX81559,
GSBRNA2T00135318001,CDX81590,
GSBRNA2T00135100001,CDX81485,
GSBRNA2T00135153001,CDX81512,
GSBRNA2T00135329001,CDX81598,
GSBRNA2T00135115001,CDX81497,
GSBRNA2T00135191001,CDX81527,
GSBRNA2T00135080001,CDX81471,
GSBRNA2T00135144001,CDX81506,
GSBRNA2T00135146001,CDX81508,
GSBRNA2T00135254001,CDX81552,
GSBRNA2T00135294001,CDX81573,
GSBRNA2T00135112001,CDX81495,
GSBRNA2T00135239001,CDX81542,
GSBRNA2T00135302001,CDX81579,
GSBRNA2T00135089001,CDX81477,
GSBRNA2T00135082001,CDX81473,
GSBRNA2T00135145001,CDX81507,
GSBRNA2T00135272001,CDX81560,
GSBRNA2T00135301001,CDX81578,
GSBRNA2T00135246001,CDX81547,A0A078CXQ2
GSBRNA2T00045744001,CDY65399,A0A078JFC7
GSBRNA2T00045741001,CDY65397,A0A078JJ75
GSBRNA2T00045745001,CDY65400,A0A078JG04
GSBRNA2T00045742001,CDY65398,A0A078JCP5
GSBRNA2T00081242001,CDY45013,A0A078I7C2
GSBRNA2T00091891001,CDY48850,A0A078ID69
GSBRNA2T00091881001,CDY48841,A0A078IFP4
GSBRNA2T00091889001,CDY48848,A0A078IIA7
GSBRNA2T00091886001,CDY48845,A0A078ID65
GSBRNA2T00091882001,CDY48842,A0A078IFR1
GSBRNA2T00091887001,CDY48846,A0A078IFP9
GSBRNA2T00091879001,CDY48840,A0A078ID61
GSBRNA2T00091884001,CDY48843,A0A078IIA1
GSBRNA2T00091893001,CDY48852,A0A078IFS0
GSBRNA2T00091892001,CDY48851,A0A078IFQ5
GSBRNA2T00091885001,CDY48844,A0A078IHF5
GSBRNA2T00091890001,CDY48849,A0A078IHH2
GSBRNA2T00091888001,CDY48847,A0A078IFR7
GSBRNA2T00089247001,CDY69619,A0A078JS03
GSBRNA2T00062762001,CDY67341,A0A078JNQ3
GSBRNA2T00048131001,CDY65736,A0A078JIY2
GSBRNA2T00048133001,CDY65737,A0A078JK69
GSBRNA2T00097119001,CDY50595,A0A078IHX6
GSBRNA2T00097128001,CDY50604,A0A078IMI9
GSBRNA2T00097126001,CDY50602,A0A078IL21
GSBRNA2T00097127001,CDY50603,A0A078INH3
GSBRNA2T00097122001,CDY50598,A0A078INH0
GSBRNA2T00097130001,CDY50605,A0A078IHY4
GSBRNA2T00097125001,CDY50601,A0A078IKS6
GSBRNA2T00097110001,CDY50588,A0A078ING6
GSBRNA2T00097113001,CDY50591,A0A078IKR9
GSBRNA2T00097114001,CDY50592,A0A078IL12
GSBRNA2T00097117001,CDY50594,A0A078IMI3
GSBRNA2T00097121001,CDY50597,A0A078IL17
GSBRNA2T00097111001,CDY50589,A0A078IMI0
GSBRNA2T00097115001,CDY50593,A0A078ING7
GSBRNA2T00097112001,CDY50590,A0A078IHX2
GSBRNA2T00097124001,CDY50600,A0A078IHY1
GSBRNA2T00097120001,CDY50596,A0A078IKS2
GSBRNA2T00097123001,CDY50599,A0A078IMI6
GSBRNA2T00055506001,CDY66653,A0A078JGB3
GSBRNA2T00006881001,CDY70701,A0A078JYS4
GSBRNA2T00077129001,CDY68735,A0A078JQL8
GSBRNA2T00019667001,CDY71721,A0A078K1U4
GSBRNA2T00014227001,CDY71351,A0A078K0P0
GSBRNA2T00091531001,CDY48666,A0A078IF81
GSBRNA2T00091528001,CDY48663,A0A078IHR6
GSBRNA2T00091539001,CDY48670,A0A078ICQ1
GSBRNA2T00091524001,CDY48659,A0A078IGY3
GSBRNA2T00091540001,CDY48671,A0A078IF85
GSBRNA2T00091532001,CDY48667,A0A078IF83
GSBRNA2T00091511001,CDY48650,A0A078ICN4
GSBRNA2T00091518001,CDY48655,A0A078ICN8
GSBRNA2T00091519001,CDY48656,A0A078IF76
GSBRNA2T00091526001,CDY48661,A0A078IF78
GSBRNA2T00091514001,CDY48653,A0A078IHR0
GSBRNA2T00091520001,CDY48657,A0A078IF73
GSBRNA2T00091530001,CDY48665,A0A078ICP7
GSBRNA2T00091527001,CDY48662,A0A078IF77
GSBRNA2T00091525001,CDY48660,A0A078ICP2
GSBRNA2T00091512001,CDY48651,A0A078IF72
GSBRNA2T00091517001,CDY48654,A0A078IGX5
GSBRNA2T00091521001,CDY48658,A0A078IHR2
GSBRNA2T00091536001,CDY48669,A0A078IGZ5
GSBRNA2T00091529001,CDY48664,A0A078IGY9
GSBRNA2T00091535001,CDY48668,A0A078DAZ5
GSBRNA2T00091513001,CDY48652,A0A078IF71
GSBRNA2T00012144001,CDY71224,A0A078JWW2
GSBRNA2T00011186001,CDY71099,A0A078JWF5
GSBRNA2T00025747001,CDY59232,A0A078J7N7
GSBRNA2T00025748001,CDY59233,A0A078J187
GSBRNA2T00025746001,CDY59231,A0A078J799
GSBRNA2T00025745001,CDY59229,A0A078J4Z0
GSBRNA2T00082030001,CDY69022,A0A078JU51
GSBRNA2T00036022001,CDY62166,A0A078J6Q4
GSBRNA2T00036019001,CDY62163,A0A078JA92
GSBRNA2T00036021001,CDY62165,A0A078JCY6
GSBRNA2T00036020001,CDY62164,A0A078JCB9
GSBRNA2T00096801001,CDY70151,A0A078JXB3
GSBRNA2T00067680001,CDY67923,A0A078JK83
GSBRNA2T00067678001,CDY67921,A0A078JQH4
GSBRNA2T00067679001,CDY67922,A0A078JR89
GSBRNA2T00019602001,CDY56452,A0A078J2P6
GSBRNA2T00019607001,CDY56456,A0A078J0I7
GSBRNA2T00019598001,CDY56447,A0A0U1XMJ9
GSBRNA2T00019598001,CDY56447,A0A078IX70
GSBRNA2T00019608001,CDY56458,A0A078J2L7
GSBRNA2T00019600001,CDY56450,A0A078J0I4
GSBRNA2T00019603001,CDY56454,A0A078IX74
GSBRNA2T00019599001,CDY56449,A0A078J0A7
GSBRNA2T00019601001,CDY56451,A0A078J2L2
GSBRNA2T00019612001,CDY56463,A0A078J0J1
GSBRNA2T00019609001,CDY56459,A0A078J2Q0
GSBRNA2T00019611001,CDY56462,A0A078J0B6
GSBRNA2T00019605001,CDY56455,A0A078J0B1
GSBRNA2T00019610001,CDY56460,A0A078IX79
GSBRNA2T00037273001,CDY27336,A0A078GPU1
GSBRNA2T00037316001,CDY27374,A0A078GQ95
GSBRNA2T00037303001,CDY27363,A0A078GRW4
GSBRNA2T00037277001,CDY27340,A0A078GL68
GSBRNA2T00037285001,CDY27348,A0A078GRU7
GSBRNA2T00037353001,CDY27402,A0A078GQC6
GSBRNA2T00037272001,CDY27335,A0A078GL63
GSBRNA2T00037265001,CDY27328,A0A078GRS9
GSBRNA2T00037292001,CDY27355,A0A078GL87
GSBRNA2T00037271001,CDY27334,A0A078GQ49
GSBRNA2T00037283001,CDY27346,B1PRK1
GSBRNA2T00037283001,CDY27346,A0A078HJQ7
GSBRNA2T00037283001,CDY27346,S5Q913
GSBRNA2T00037358001,CDY27404,A0A078GQC2
GSBRNA2T00037264001,CDY27327,A0A078GQ46
GSBRNA2T00037333001,CDY27386,A0A078GPZ4
GSBRNA2T00037332001,CDY27385,A0A078GLB2
GSBRNA2T00037329001,CDY27383,A0A078GRZ1
GSBRNA2T00037262001,CDY27326,A0A078GPS7
GSBRNA2T00037324001,CDY27378,A0A078GRY3
GSBRNA2T00037338001,CDY27389,A0A078GQA8
GSBRNA2T00037313001,CDY27372,A0A078GQ92
GSBRNA2T00037268001,CDY27331,Q9ZTG3
GSBRNA2T00037268001,CDY27331,A0A078GPT4
GSBRNA2T00037341001,CDY27392,A0A078GQB6
GSBRNA2T00037278001,CDY27341,A0A078GPU7
GSBRNA2T00037287001,CDY27350,A0A078GL81
GSBRNA2T00037246001,CDY27310,A0A078GL41
GSBRNA2T00037245001,CDY27309,A0A078GQ25
GSBRNA2T00037343001,CDY27394,A0A078GQB2
GSBRNA2T00037337001,CDY27388,A0A078GRZ7
GSBRNA2T00037328001,CDY27382,A0A078GQA3
GSBRNA2T00037289001,CDY27352,A0A078GQ70
GSBRNA2T00037351001,CDY27401,A0A078GQ12
GSBRNA2T00037288001,CDY27351,A0A078GPW0
GSBRNA2T00037348001,CDY27398,A0A078GS08
GSBRNA2T00037330001,CDY27384,A0A078GQA4
GSBRNA2T00037258001,CDY27322,A0A078GQ41
GSBRNA2T00037302001,CDY27362,A0A078GQ80
GSBRNA2T00037275001,CDY27338,A0A078GRT8
GSBRNA2T00037280001,CDY27343,A0A078GQM2
GSBRNA2T00037318001,CDY27376,Q94L03
GSBRNA2T00037318001,CDY27376,Q94L02
GSBRNA2T00037318001,CDY27376,A0A078GPY5
GSBRNA2T00037322001,CDY27377,A0A078GQ97
GSBRNA2T00037270001,CDY27333,A0A078GRT3
GSBRNA2T00037359001,CDY27405,A0A078GLD1
GSBRNA2T00037311001,CDY27370,A0A078GL99
GSBRNA2T00037294001,CDY27357,A0A078GQ75
GSBRNA2T00037281001,CDY27344,A0A078GSA1
GSBRNA2T00037344001,CDY27395,A0A078GLC2
GSBRNA2T00037282001,CDY27345,A0A078GL76
GSBRNA2T00037342001,CDY27393,A0A078GS03
GSBRNA2T00037326001,CDY27380,A0A078GLA8
GSBRNA2T00037305001,CDY27365,A0A078GL95
GSBRNA2T00037266001,CDY27329,A0A078GQ45
GSBRNA2T00037243001,CDY27308,A0A078GRP2
GSBRNA2T00037250001,CDY27314,A0A078GQ29
GSBRNA2T00037267001,CDY27330,A0A078GL60
GSBRNA2T00037274001,CDY27337,A0A078GQ57
GSBRNA2T00037295001,CDY27358,A0A078GRV8
GSBRNA2T00037312001,CDY27371,A0A078GPY0
GSBRNA2T00037269001,CDY27332,A0A078GQ52
GSBRNA2T00037257001,CDY27321,A0A078GPS2
GSBRNA2T00037301001,CDY27361,A0A078GPX0
GSBRNA2T00037310001,CDY27369,A0A078GQ90
GSBRNA2T00037304001,CDY27364,A0A078GQ82
GSBRNA2T00037349001,CDY27399,A0A078GQB7
GSBRNA2T00037297001,CDY27360,A0A078GL91
GSBRNA2T00037256001,CDY27320,A0A078GL49
GSBRNA2T00037255001,CDY27319,A0A078GQ34
GSBRNA2T00037279001,CDY27342,A0A078GQ61
GSBRNA2T00037345001,CDY27396,A0A078GQ07
GSBRNA2T00037260001,CDY27324,A0A078GQ39
GSBRNA2T00037276001,CDY27339,A0A078GQ54
GSBRNA2T00037347001,CDY27397,A0A078GQC1
GSBRNA2T00037284001,CDY27347,A0A078GQ67
GSBRNA2T00037306001,CDY27366,A0A078GPX4
GSBRNA2T00037247001,CDY27311,A0A078GPR0
GSBRNA2T00037254001,CDY27318,A0A078GRR9
GSBRNA2T00037307001,CDY27367,A0A078GQ86
GSBRNA2T00037251001,CDY27315,A0A078GL45
GSBRNA2T00037356001,CDY27403,A0A078GS14
GSBRNA2T00037314001,CDY27373,A0A078GRX6
GSBRNA2T00037325001,CDY27379,A0A078GQA0
GSBRNA2T00037317001,CDY27375,A0A078GLA4
GSBRNA2T00037339001,CDY27390,A0A078GLB7
GSBRNA2T00037249001,CDY27313,A0A078GRP8
GSBRNA2T00037291001,CDY27354,A0A078GQ72
GSBRNA2T00037253001,CDY27317,A0A078GQ35
GSBRNA2T00037293001,CDY27356,A0A078GPW5
GSBRNA2T00037335001,CDY27387,A0A078GQA9
GSBRNA2T00037309001,CDY27368,A0A078GRX0
GSBRNA2T00037248001,CDY27312,A0A078GQ30
GSBRNA2T00037286001,CDY27349,A0A078GQ66
GSBRNA2T00037290001,CDY27353,A0A078GRV1
GSBRNA2T00037340001,CDY27391,A0A078GQ00
GSBRNA2T00037252001,CDY27316,A0A078GPR7
GSBRNA2T00037296001,CDY27359,A0A078GQ79
GSBRNA2T00037360001,CDY27406,A0A078GQ20
GSBRNA2T00037350001,CDY27400,A0A078GLC6
GSBRNA2T00037327001,CDY27381,A0A078GPY9
GSBRNA2T00037261001,CDY27325,A0A078GL55
GSBRNA2T00037259001,CDY27323,A0A078GRS5
GSBRNA2T00003902001,CDY70495,A0A078JVL9
GSBRNA2T00039265001,CDY63404,A0A078J8S9
GSBRNA2T00039271001,CDY63408,A0A078JE66
GSBRNA2T00039270001,CDY63407,A0A078JBZ4
GSBRNA2T00039267001,CDY63405,A0A078JBE9
GSBRNA2T00104030001,CDX97056,
GSBRNA2T00104115001,CDX97128,
GSBRNA2T00103934001,CDX96986,
GSBRNA2T00103977001,CDX97019,
GSBRNA2T00103991001,CDX97029,
GSBRNA2T00103958001,CDX97005,
GSBRNA2T00103956001,CDX97004,
GSBRNA2T00104014001,CDX97046,
GSBRNA2T00104148001,CDX97157,
GSBRNA2T00104041001,CDX97065,
GSBRNA2T00104078001,CDX97096,
GSBRNA2T00104178001,CDX97182,
GSBRNA2T00104135001,CDX97146,I7C3X8
GSBRNA2T00104135001,CDX97146,I7D123
GSBRNA2T00104051001,CDX97075,
GSBRNA2T00104159001,CDX97165,
GSBRNA2T00104084001,CDX97102,
GSBRNA2T00104083001,CDX97101,
GSBRNA2T00104112001,CDX97125,
GSBRNA2T00104151001,CDX97160,
GSBRNA2T00103964001,CDX97007,
GSBRNA2T00104015001,CDX97047,
GSBRNA2T00104085001,CDX97103,
GSBRNA2T00104149001,CDX97158,I7D128
GSBRNA2T00104194001,CDX97196,
GSBRNA2T00104176001,CDX97180,
GSBRNA2T00104103001,CDX97118,
GSBRNA2T00104191001,CDX97194,
GSBRNA2T00104035001,CDX97060,
GSBRNA2T00103975001,CDX97017,
GSBRNA2T00103967001,CDX97010,
GSBRNA2T00104181001,CDX97185,
GSBRNA2T00104193001,CDX97195,
GSBRNA2T00104205001,CDX97206,W6D6R0
GSBRNA2T00103938001,CDX96989,
GSBRNA2T00103995001,CDX97031,
GSBRNA2T00104229001,CDX97226,
GSBRNA2T00104045001,CDX97069,
GSBRNA2T00104111001,CDX97124,
GSBRNA2T00104185001,CDX97188,
GSBRNA2T00104218001,CDX97217,
GSBRNA2T00104190001,CDX97193,
GSBRNA2T00104230001,CDX97227,
GSBRNA2T00104224001,CDX97222,
GSBRNA2T00104000001,CDX97035,A0A0S1LII0
GSBRNA2T00104213001,CDX97213,
GSBRNA2T00104235001,CDX97232,
GSBRNA2T00104233001,CDX97230,
GSBRNA2T00103931001,CDX96983,
GSBRNA2T00103983001,CDX97024,
GSBRNA2T00103965001,CDX97008,
GSBRNA2T00104150001,CDX97159,
GSBRNA2T00104089001,CDX97107,
GSBRNA2T00104082001,CDX97100,
GSBRNA2T00104034001,CDX97059,
GSBRNA2T00104025001,CDX97053,
GSBRNA2T00103932001,CDX96984,
GSBRNA2T00104137001,CDX97148,
