Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
DRR151588,2019-05-13 17:44:23,2019-06-14 11:22:28,8442686,1063778436,0,126,502,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/151/DRR151588.sralite.1,DRX142282,SR_6_Estradiol_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005058,PRJDB7370,3,542826,DRS094956,SAMD00137337,simple,3218,Physcomitrium patens,SAMD00137337,,,,,,,no,,,,,NIBB,DRA007365,,public,14774DF9CD1D5A51F19A2FDB64958026,D221935F6CB92F30D83D7F859F83455E
DRR151589,2019-05-13 17:44:23,2019-06-14 11:25:18,12237947,1541981322,0,126,725,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/151/DRR151589.sralite.1,DRX142283,SR_7_Estradiol_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005058,PRJDB7370,3,542826,DRS094957,SAMD00137338,simple,3218,Physcomitrium patens,SAMD00137338,,,,,,,no,,,,,NIBB,DRA007365,,public,9BF71B6A591A70810DCEDFE05A5961DE,544222CB3345C9653413B5F112C28983
DRR151590,2019-05-13 17:44:23,2019-06-14 11:25:08,11446877,1442306502,0,126,677,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/151/DRR151590.sralite.1,DRX142284,SR_12_Estradiol_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005058,PRJDB7370,3,542826,DRS094958,SAMD00137339,simple,3218,Physcomitrium patens,SAMD00137339,,,,,,,no,,,,,NIBB,DRA007365,,public,8A184B367BE466236B84037F5865C210,519CD9079033E274B3CAFA1CC89107E9
DRR186544,2020-01-25 17:35:29,2020-01-25 17:29:34,7559296,498913536,0,66,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186544.sralite.1,DRX177016,Mock_0h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120818,SAMD00180219,simple,3218,Physcomitrium patens,SAMD00180219,,,,,,,no,,,,,NIBB,DRA008745,,public,7BAB74C962D7CE2769FE642614E5DB21,B538E7ADD5F3E342A7BBDB24CECE565B
DRR186545,2020-01-25 17:35:29,2020-01-25 17:28:30,12812931,845653446,0,66,324,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186545.sralite.1,DRX177017,Mock_0h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120819,SAMD00180220,simple,3218,Physcomitrium patens,SAMD00180220,,,,,,,no,,,,,NIBB,DRA008745,,public,FE3057F3C3B3808A812C2431EC84AAE4,1F6C9EF3842C7B4145AFAE0ADD8ADF1E
DRR186546,2020-01-25 17:35:29,2020-01-25 17:29:18,9921949,654848634,0,66,258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186546.sralite.1,DRX177018,Mock_0h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120820,SAMD00180221,simple,3218,Physcomitrium patens,SAMD00180221,,,,,,,no,,,,,NIBB,DRA008745,,public,F3C812F0E8BAE2B3873F0A4BD3F08D01,53F598765CEB6AEB111C184EE5F3B957
DRR186547,2020-01-25 17:35:29,2020-01-25 17:29:42,13548576,894206016,0,66,343,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186547.sralite.1,DRX177019,Mock_6h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120821,SAMD00180222,simple,3218,Physcomitrium patens,SAMD00180222,,,,,,,no,,,,,NIBB,DRA008745,,public,856857288AA981270A0046F208069A31,91E605B584D2367F5D2D1C917804D86E
DRR186548,2020-01-25 17:35:29,2020-01-25 17:29:45,11249373,742458618,0,66,289,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186548.sralite.1,DRX177020,Mock_6h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120822,SAMD00180223,simple,3218,Physcomitrium patens,SAMD00180223,,,,,,,no,,,,,NIBB,DRA008745,,public,0B6C22DFE1B12375654314EF6A140D4A,6F7CE548D3C527EC52E47EB48161DEC1
DRR186549,2020-01-25 17:35:29,2020-01-25 17:29:45,10873956,717681096,0,66,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186549.sralite.1,DRX177021,Mock_6h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120823,SAMD00180224,simple,3218,Physcomitrium patens,SAMD00180224,,,,,,,no,,,,,NIBB,DRA008745,,public,8BABF884B95BB8E79CB4B5759C300A25,A3A074261AC61F84DE4893D61585C562
DRR186550,2020-01-25 17:35:29,2020-01-25 17:28:58,11727387,774007542,0,66,299,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186550.sralite.1,DRX177022,Mock_12h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120824,SAMD00180225,simple,3218,Physcomitrium patens,SAMD00180225,,,,,,,no,,,,,NIBB,DRA008745,,public,70AC89D960BC2E495C7AA3E43DAC47C0,3E8DD2F9F3CA56612490DA2461BA07A7
DRR186551,2020-01-25 17:35:29,2020-01-25 17:30:00,11601092,765672072,0,66,301,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186551.sralite.1,DRX177023,Mock_12h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120825,SAMD00180226,simple,3218,Physcomitrium patens,SAMD00180226,,,,,,,no,,,,,NIBB,DRA008745,,public,306B547CB5786022270C9E698BE9FE98,9396CADB5A8D1C20555FDC7D7668C38A
DRR186552,2020-01-25 17:35:29,2020-01-25 17:29:18,12178634,803789844,0,66,316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186552.sralite.1,DRX177024,Mock_12h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120826,SAMD00180227,simple,3218,Physcomitrium patens,SAMD00180227,,,,,,,no,,,,,NIBB,DRA008745,,public,85F284C309D7767616F7C252E6D371E6,D3880BBA0B9EC2EFFE408445BC8F9633
DRR186553,2020-01-25 17:35:29,2020-01-25 17:28:30,12234108,807451128,0,66,314,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186553.sralite.1,DRX177025,Mock_54h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120827,SAMD00180228,simple,3218,Physcomitrium patens,SAMD00180228,,,,,,,no,,,,,NIBB,DRA008745,,public,558987D261D3C1554CD2F6F3CC8D7869,E88EC7A137366AE0D3AE1EA3B7F57D5D
DRR186554,2020-01-25 17:35:29,2020-01-25 17:30:02,16305900,1076189400,0,66,418,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186554.sralite.1,DRX177026,Mock_54h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120828,SAMD00180229,simple,3218,Physcomitrium patens,SAMD00180229,,,,,,,no,,,,,NIBB,DRA008745,,public,CB46A31B737BDEBAFEC71DD226336500,74A34E68038A4382B3D925EBC9A52587
DRR186555,2020-01-25 17:35:29,2020-01-25 17:28:09,13137538,867077508,0,66,342,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186555.sralite.1,DRX177027,Mock_54h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120829,SAMD00180230,simple,3218,Physcomitrium patens,SAMD00180230,,,,,,,no,,,,,NIBB,DRA008745,,public,615C90F221E3322F6B1BA0E282E29275,C8BBA2D59121D336C93C5217182CC376
DRR186556,2020-01-25 17:35:29,2020-01-25 17:28:47,8621089,568991874,0,66,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186556.sralite.1,DRX177028,Zeo_1h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120830,SAMD00180231,simple,3218,Physcomitrium patens,SAMD00180231,,,,,,,no,,,,,NIBB,DRA008745,,public,A5C9C2CA621E64C5FA51C5CA90CF5BAD,D88F4779BBF96B690E347677B6E5F9DA
DRR186557,2020-01-25 17:35:29,2020-01-25 17:28:47,10670086,704225676,0,66,272,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186557.sralite.1,DRX177029,Zeo_1h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120831,SAMD00180232,simple,3218,Physcomitrium patens,SAMD00180232,,,,,,,no,,,,,NIBB,DRA008745,,public,7FC43B1E97D66F9186C3D212B452ED38,D39D85770FBA90B719976B4A480615CD
DRR186558,2020-01-25 17:35:29,2020-01-25 17:28:45,11978646,790590636,0,66,309,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186558.sralite.1,DRX177030,Zeo_1h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120832,SAMD00180233,simple,3218,Physcomitrium patens,SAMD00180233,,,,,,,no,,,,,NIBB,DRA008745,,public,923C2355C50A27E4BF4F9CA4DAF54C47,55080AE9CAFAD3A9B972F9CBD27D39C8
DRR186559,2020-01-25 17:35:29,2020-01-25 17:29:21,9306536,614231376,0,66,238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186559.sralite.1,DRX177031,Zeo_3h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120833,SAMD00180234,simple,3218,Physcomitrium patens,SAMD00180234,,,,,,,no,,,,,NIBB,DRA008745,,public,4505B45BA7D70A629A4162AD5EF9FE8A,F25B4C41C32948E41CD82231CCC3E371
DRR186560,2020-01-25 17:35:29,2020-01-25 17:30:01,11586620,764716920,0,66,294,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186560.sralite.1,DRX177032,Zeo_3h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120834,SAMD00180235,simple,3218,Physcomitrium patens,SAMD00180235,,,,,,,no,,,,,NIBB,DRA008745,,public,660DAD4BB97B2866D46B7EF6BE15B7DC,4F1FE612E911B647BC1D0C375528AE00
DRR186561,2020-01-25 17:35:29,2020-01-25 17:29:03,11569594,763593204,0,66,299,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186561.sralite.1,DRX177033,Zeo_3h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120835,SAMD00180236,simple,3218,Physcomitrium patens,SAMD00180236,,,,,,,no,,,,,NIBB,DRA008745,,public,4431E0F3C39A47A5FF07F1F3C8EC8079,7DB6927268C8C244FAF61305E890CB41
DRR186562,2020-01-25 17:35:29,2020-01-25 17:29:39,7740157,510850362,0,66,198,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186562.sralite.1,DRX177034,Zeo_6h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120836,SAMD00180237,simple,3218,Physcomitrium patens,SAMD00180237,,,,,,,no,,,,,NIBB,DRA008745,,public,F4A52252BB91DB68297CECE01D4ACD72,E7C78985F5B9607AD710B4FBF0698137
DRR186563,2020-01-25 17:35:29,2020-01-25 17:29:05,12457933,822223578,0,66,323,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186563.sralite.1,DRX177035,Zeo_6h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120837,SAMD00180238,simple,3218,Physcomitrium patens,SAMD00180238,,,,,,,no,,,,,NIBB,DRA008745,,public,3B49A3C376F5CFFDA2E6A3FFA15DB5A0,F1BE7F420BD99527DE91798695288738
DRR186564,2020-01-25 17:35:29,2020-01-25 17:29:58,9135542,602945772,0,66,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186564.sralite.1,DRX177036,Zeo_6h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120838,SAMD00180239,simple,3218,Physcomitrium patens,SAMD00180239,,,,,,,no,,,,,NIBB,DRA008745,,public,F346A2AD52F56BAC811A347650C198F8,9FDF2F6886A1EE68C81AA7B97E3EA754
DRR186565,2020-01-25 17:35:29,2020-01-25 17:29:03,12718482,839419812,0,66,323,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186565.sralite.1,DRX177037,Zeo_9h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120839,SAMD00180240,simple,3218,Physcomitrium patens,SAMD00180240,,,,,,,no,,,,,NIBB,DRA008745,,public,87E0D43B6E88F1B1C7FF7106ED209377,8EEE1595891E1DEB4BBDAF06A7F16850
DRR186566,2020-01-25 17:35:29,2020-01-25 17:28:44,12502531,825167046,0,66,321,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186566.sralite.1,DRX177038,Zeo_9h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120840,SAMD00180241,simple,3218,Physcomitrium patens,SAMD00180241,,,,,,,no,,,,,NIBB,DRA008745,,public,B9FC58FD020E4C62052024F6364B3179,428B9700A3EFF2B33DF3E709D973AAF9
DRR186567,2020-01-25 17:35:29,2020-01-25 17:29:22,12167269,803039754,0,66,312,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186567.sralite.1,DRX177039,Zeo_9h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120841,SAMD00180242,simple,3218,Physcomitrium patens,SAMD00180242,,,,,,,no,,,,,NIBB,DRA008745,,public,C2FFED7C4A980CDB6B246A4D852E30A8,5C59A195190A83BBBFBF4C21BA9B1E32
DRR186568,2020-01-25 17:35:29,2020-01-25 17:29:36,9626387,635341542,0,66,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186568.sralite.1,DRX177040,Zeo_12h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120842,SAMD00180243,simple,3218,Physcomitrium patens,SAMD00180243,,,,,,,no,,,,,NIBB,DRA008745,,public,76FD45D45C39BB76FA59E439297FD6F9,7F80FDDC56F3649F8FC4D15AB107497E
DRR186569,2020-01-25 17:35:29,2020-01-25 17:29:42,13688877,903465882,0,66,347,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186569.sralite.1,DRX177041,Zeo_12h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120843,SAMD00180244,simple,3218,Physcomitrium patens,SAMD00180244,,,,,,,no,,,,,NIBB,DRA008745,,public,42820DD7E3D1BA91578B8F592E9B1259,F08D862D56AE781C7820BB7AEED5B92E
DRR186570,2020-01-25 17:35:29,2020-01-25 17:29:16,9920971,654784086,0,66,254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186570.sralite.1,DRX177042,Zeo_12h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120844,SAMD00180245,simple,3218,Physcomitrium patens,SAMD00180245,,,,,,,no,,,,,NIBB,DRA008745,,public,105CEC1553A354DEF453113D150DC92E,D87333574D488408593C5DCC35615471
DRR186571,2020-01-25 17:35:29,2020-01-25 17:27:47,12303091,812004006,0,66,313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186571.sralite.1,DRX177043,Zeo_18h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120845,SAMD00180246,simple,3218,Physcomitrium patens,SAMD00180246,,,,,,,no,,,,,NIBB,DRA008745,,public,C83B45476F9CD78F240AC0221E7EA9A1,6559A36E96B829CE26C4AF61872E2C46
DRR186572,2020-01-25 17:35:29,2020-01-25 17:29:43,11782764,777662424,0,66,306,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186572.sralite.1,DRX177044,Zeo_18h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120846,SAMD00180247,simple,3218,Physcomitrium patens,SAMD00180247,,,,,,,no,,,,,NIBB,DRA008745,,public,B202F113404A5B28315DD15FB1224388,93E510C85E552CB5CCC39E9E1DA64C7F
DRR186573,2020-01-25 17:35:29,2020-01-25 17:29:52,11060083,729965478,0,66,285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186573.sralite.1,DRX177045,Zeo_18h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120847,SAMD00180248,simple,3218,Physcomitrium patens,SAMD00180248,,,,,,,no,,,,,NIBB,DRA008745,,public,3F5E6B487FC6B3A27F152A7437F54593,812DCBA9982509916BABF2B8D0816550
DRR186574,2020-01-25 17:35:29,2020-01-25 17:29:33,10462763,690542358,0,66,266,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186574.sralite.1,DRX177046,Zeo_30h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120848,SAMD00180249,simple,3218,Physcomitrium patens,SAMD00180249,,,,,,,no,,,,,NIBB,DRA008745,,public,EBDA620F4A7A4F20BA0E68B9BE6B4928,0D874D176340E5D21A9544044B90C18D
DRR186575,2020-01-25 17:35:29,2020-01-25 17:29:21,10623436,701146776,0,66,274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/186/DRR186575.sralite.1,DRX177047,Zeo_30h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120849,SAMD00180250,simple,3218,Physcomitrium patens,SAMD00180250,,,,,,,no,,,,,NIBB,DRA008745,,public,37B92CA53A5048314C776A1BCC5026E8,7693D629F59B4C8BF8B4B866DAFE8804
DRR186576,2020-01-25 17:35:29,2020-01-25 17:29:42,9794880,646462080,0,66,251,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186576.sralite.1,DRX177048,Zeo_30h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120850,SAMD00180251,simple,3218,Physcomitrium patens,SAMD00180251,,,,,,,no,,,,,NIBB,DRA008745,,public,5F36649830A23697A1E5BAB393A7D481,FF432CA331D3D2435BAE3A7503B04B45
DRR186577,2020-01-25 17:35:29,2020-01-25 17:30:00,8738177,576719682,0,66,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186577.sralite.1,DRX177049,Zeo_54h_1st_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120851,SAMD00180252,simple,3218,Physcomitrium patens,SAMD00180252,,,,,,,no,,,,,NIBB,DRA008745,,public,E89A81CBCEC4020B64867EE628D02C79,A4A4783FA4A61197A01DE6C5101841A7
DRR186578,2020-01-25 17:35:29,2020-01-25 17:30:04,11792066,778276356,0,66,303,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186578.sralite.1,DRX177050,Zeo_54h_2nd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120852,SAMD00180253,simple,3218,Physcomitrium patens,SAMD00180253,,,,,,,no,,,,,NIBB,DRA008745,,public,689FB80BA8DB1F38C697AA161130FFFC,8B3C8A2488829812F3DC89C46496DC14
DRR186579,2020-01-25 17:35:29,2020-01-25 17:28:43,10006759,660446094,0,66,258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/DRR000/186/DRR186579.sralite.1,DRX177051,Zeo_54h_3rd_lib,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP005771,PRJDB8603,1,603219,DRS120853,SAMD00180254,simple,3218,Physcomitrium patens,SAMD00180254,,,,,,,no,,,,,NIBB,DRA008745,,public,78813AEB58CCDED1E0F9CE8C77BA64CD,B01D0BF83E4399DDD664FFC2ABD55371
DRR237244,2020-07-07 14:37:31,2020-07-07 16:11:58,49251445,14873936390,49251445,302,5439,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/237/DRR237244/DRR237244.lite.1,DRX227428,Physcomitrella patens gko148,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,HiSeq X Ten,DRP006264,PRJDB10184,,644540,DRS144619,SAMD00235548,simple,3218,Physcomitrium patens,SAMD00235548,,,,,,,no,,,,,TOYOHASHI_TECH,DRA010479,,public,68FD8D663CAE13147E1E1A8989C590B2,1BAD886ED43EC8D251C854C2644651F3
DRR237246,2020-07-07 14:37:31,2020-07-07 15:58:05,28865637,8717422374,28865637,302,3124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/237/DRR237246/DRR237246.lite.1,DRX227430,Physcomitrella patens tko50,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,HiSeq X Ten,DRP006264,PRJDB10184,,644540,DRS144619,SAMD00235548,simple,3218,Physcomitrium patens,SAMD00235548,,,,,,,no,,,,,TOYOHASHI_TECH,DRA010479,,public,E8EB7871102EFF7654FF82F8BCB05BEE,10EA6C569B2D2EB88903BFC347E38BF7
DRR237245,2020-07-07 14:37:31,2020-07-07 15:54:04,36210876,10935684552,36210876,302,3892,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/237/DRR237245/DRR237245.lite.1,DRX227429,Physcomitrella patens tko19,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,HiSeq X Ten,DRP006264,PRJDB10184,,644540,DRS144619,SAMD00235548,simple,3218,Physcomitrium patens,SAMD00235548,,,,,,,no,,,,,TOYOHASHI_TECH,DRA010479,,public,62811F3496BA07FF1F9E6E67A7C7F9C1,10A7EE9B233C808394CEA2E7E4E435F5
