arabidopsis,tomato,Group Number
AT1G72220,Solyc04g014220.1,OG0000809
AT1G72220,Solyc01g105610.1,OG0000809
AT1G72220,Solyc11g010330.3,OG0000809
AT4G05130,Solyc02g014430.3,OG0001012
AT1G61630,Solyc02g014430.3,OG0001012
AT4G05140,Solyc02g014430.3,OG0001012
AT4G05120,Solyc02g014430.3,OG0001012
AT4G05110,Solyc02g014430.3,OG0001012
AT5G25590,Solyc08g068100.3,OG0012306
AT4G17920,Solyc08g005110.1,OG0002295
AT4G17920,Solyc08g076800.4,OG0002295
AT5G46650,Solyc08g005110.1,OG0002295
AT5G46650,Solyc08g076800.4,OG0002295
AT3G19210,Solyc04g056410.3,OG0012000
AT5G44030,Solyc09g072820.4,OG0013688
AT3G54060,Solyc10g086750.1,OG0003656
AT2G37960,Solyc10g086750.1,OG0003656
AT1G12360,Solyc08g079520.3,OG0004461
AT4G12120,Solyc08g079520.3,OG0004461
AT3G07100,Solyc02g082220.3,OG0011296
AT2G32520,Solyc05g043430.4,OG0007240
ATCG00140,Solyc09g059660.1,OG0006377
AT4G20130,Solyc02g081920.3,OG0008341
AT1G30380,Solyc08g006930.3,OG0009899
AT5G05220,Solyc03g095700.1,OG0013415
AT3G18165,Solyc03g119010.3,OG0011910
AT5G13710,Solyc01g087560.3,OG0012487
AT2G20616,Solyc07g054390.1,OG0003559
AT2G20815,Solyc07g054390.1,OG0003559
AT1G72790,Solyc03g121890.1,OG0010499
AT2G18390,Solyc07g014650.3,OG0006823
AT5G52470,Solyc03g025270.3,OG0005706
AT5G52490,Solyc03g025270.3,OG0005706
AT5G25320,Solyc06g011520.4,OG0012572
AT2G29670,Solyc06g076850.3,OG0003790
AT1G07280,Solyc06g076850.3,OG0003790
AT3G18080,Solyc03g119080.4,OG0002904
AT3G18080,Solyc12g040640.2,OG0002904
AT3G18070,Solyc03g119080.4,OG0002904
AT3G18070,Solyc12g040640.2,OG0002904
AT3G07420,Solyc09g057950.3,OG0011345
AT2G42005,Solyc02g082510.1,OG0000926
AT2G42005,Solyc02g038811.1,OG0000926
AT2G42005,Solyc02g082520.3,OG0000926
AT2G42005,Solyc03g032090.1,OG0000926
AT4G38250,Solyc02g082510.1,OG0000926
AT4G38250,Solyc02g038811.1,OG0000926
AT4G38250,Solyc02g082520.3,OG0000926
AT4G38250,Solyc03g032090.1,OG0000926
AT3G45190,Solyc06g075160.3,OG0002889
AT3G45190,Solyc06g011665.1,OG0002889
AT3G45190,Solyc11g069490.3,OG0002889
AT3G61080,Solyc01g091780.4,OG0011139
AT5G19470,Solyc07g009170.4,OG0006021
AT5G19460,Solyc07g009170.4,OG0006021
AT5G64860,Solyc04g053120.3,OG0013446
AT1G26640,Solyc04g005520.3,OG0009645
AT5G43290,Solyc09g010960.3,OG0013381
AT3G06730,Solyc01g096480.2,OG0010794
AT1G04280,Solyc06g053810.3,OG0009065
AT1G67570,Solyc04g045310.4,OG0010000
AT3G17310,Solyc05g053260.3,OG0011215
AT2G35120,Solyc02g068740.3,OG0007213
AT1G08570,Solyc12g019740.2,OG0010368
AT5G04740,Solyc11g006970.2,OG0012286
AT3G54230,Solyc08g077310.3,OG0011058
AT4G37800,Solyc02g091920.3,OG0008690
AT3G51950,Solyc01g065983.1,OG0001699
AT3G51950,Solyc05g050460.1,OG0001699
AT3G51950,Solyc01g088100.4,OG0001699
AT3G63450,Solyc01g065983.1,OG0001699
AT3G63450,Solyc05g050460.1,OG0001699
AT3G63450,Solyc01g088100.4,OG0001699
AT1G09340,Solyc06g073260.3,OG0009846
AT1G23600,Solyc01g008010.3,OG0000179
AT1G23670,Solyc01g008010.3,OG0000179
AT1G23570,Solyc01g008010.3,OG0000179
AT1G70480,Solyc01g008010.3,OG0000179
AT1G23690,Solyc01g008010.3,OG0000179
AT1G23645,Solyc01g008010.3,OG0000179
AT1G23560,Solyc01g008010.3,OG0000179
AT1G23660,Solyc01g008010.3,OG0000179
AT1G23520,Solyc01g008010.3,OG0000179
AT1G23580,Solyc01g008010.3,OG0000179
AT1G23510,Solyc01g008010.3,OG0000179
AT1G23680,Solyc01g008010.3,OG0000179
AT2G27670,Solyc01g008010.3,OG0000179
AT1G23590,Solyc01g008010.3,OG0000179
AT1G23610,Solyc01g008010.3,OG0000179
AT1G23640,Solyc01g008010.3,OG0000179
AT1G76710,Solyc07g008500.2,OG0000828
AT1G76710,Solyc04g024600.1,OG0000828
AT1G76710,Solyc07g008580.3,OG0000828
AT1G76710,Solyc07g008460.3,OG0000828
AT1G76710,Solyc07g017920.1,OG0000828
AT1G76710,Solyc09g059997.1,OG0000828
AT5G63380,Solyc03g111170.3,OG0013580
AT3G49870,Solyc02g064640.4,OG0011772
AT3G56400,Solyc09g015770.3,OG0001906
AT3G56400,Solyc03g095770.3,OG0001906
AT2G40750,Solyc09g015770.3,OG0001906
AT2G40750,Solyc03g095770.3,OG0001906
AT3G48040,Solyc03g114070.3,OG0011895
AT1G52520,Solyc06g065940.4,OG0002774
AT1G52520,Solyc06g068200.1,OG0002774
AT1G52520,Solyc03g117520.3,OG0002774
AT5G41010,Solyc10g007650.3,OG0012573
AT3G21215,Solyc03g123840.4,OG0011825
AT1G15460,Solyc06g067900.3,OG0002624
AT1G15460,Solyc03g120020.4,OG0002624
AT1G74810,Solyc06g067900.3,OG0002624
AT1G74810,Solyc03g120020.4,OG0002624
AT5G60960,Solyc03g114920.1,OG0012272
AT1G65410,Solyc04g056650.4,OG0009542
AT5G25620,Solyc08g068160.2,OG0013472
AT4G28070,Solyc07g006160.3,OG0008363
AT4G18400,Solyc08g022120.3,OG0008512
AT3G03070,Solyc03g097010.3,OG0011896
AT2G03620,Solyc05g012220.3,OG0006547
AT4G09520,Solyc06g005370.3,OG0004212
AT3G30841,Solyc06g005370.3,OG0004212
AT3G52740,Solyc09g009420.1,OG0005303
AT3G44450,Solyc09g009420.1,OG0005303
AT5G53440,Solyc08g082410.4,OG0012558
AT1G51360,Solyc07g041490.3,OG0003436
AT2G31670,Solyc07g041490.3,OG0003436
AT1G73680,Solyc03g119060.3,OG0009648
AT5G60520,Solyc11g069280.2,OG0005754
AT5G60530,Solyc11g069280.2,OG0005754
AT3G20680,Solyc12g005240.1,OG0011758
AT5G13010,Solyc10g076910.2,OG0012987
AT5G18820,Solyc02g068730.3,OG0013240
AT4G33870,Solyc03g120800.4,OG0007774
AT1G53600,Solyc12g011400.3,OG0010131
AT3G19630,Solyc01g107040.3,OG0011116
AT4G01580,Solyc05g017730.1,OG0000079
AT4G01580,Solyc02g021250.1,OG0000079
AT4G01580,Solyc10g049815.1,OG0000079
AT4G01580,Solyc00g011660.1,OG0000079
AT4G01580,Solyc10g049810.1,OG0000079
AT4G01580,Solyc02g081780.3,OG0000079
AT4G01580,Solyc00g500219.1,OG0000079
AT4G01580,Solyc11g045450.3,OG0000079
AT4G01580,Solyc02g065320.2,OG0000079
AT4G01580,Solyc00g500092.1,OG0000079
AT4G01580,Solyc03g036477.2,OG0000079
AT4G01580,Solyc02g065340.3,OG0000079
AT4G01580,Solyc02g005330.1,OG0000079
AT4G01580,Solyc01g015210.1,OG0000079
AT4G01580,Solyc02g065350.3,OG0000079
AT4G01580,Solyc03g042500.1,OG0000079
AT4G01580,Solyc03g043580.3,OG0000079
AT4G01580,Solyc00g500220.1,OG0000079
AT4G01580,Solyc05g017740.1,OG0000079
AT4G01580,Solyc00g500097.1,OG0000079
AT4G01580,Solyc00g500093.1,OG0000079
AT4G01580,Solyc01g034190.1,OG0000079
AT4G01580,Solyc08g029090.4,OG0000079
AT4G01580,Solyc00g500222.1,OG0000079
AT4G01580,Solyc01g150129.1,OG0000079
AT4G01580,Solyc01g013995.2,OG0000079
AT4G01580,Solyc04g015500.3,OG0000079
AT4G01580,Solyc00g500221.1,OG0000079
AT1G49475,Solyc05g017730.1,OG0000079
AT1G49475,Solyc02g021250.1,OG0000079
AT1G49475,Solyc10g049815.1,OG0000079
AT1G49475,Solyc00g011660.1,OG0000079
AT1G49475,Solyc10g049810.1,OG0000079
AT1G49475,Solyc02g081780.3,OG0000079
AT1G49475,Solyc00g500219.1,OG0000079
AT1G49475,Solyc11g045450.3,OG0000079
AT1G49475,Solyc02g065320.2,OG0000079
AT1G49475,Solyc00g500092.1,OG0000079
AT1G49475,Solyc03g036477.2,OG0000079
AT1G49475,Solyc02g065340.3,OG0000079
AT1G49475,Solyc02g005330.1,OG0000079
AT1G49475,Solyc01g015210.1,OG0000079
AT1G49475,Solyc02g065350.3,OG0000079
AT1G49475,Solyc03g042500.1,OG0000079
AT1G49475,Solyc03g043580.3,OG0000079
AT1G49475,Solyc00g500220.1,OG0000079
AT1G49475,Solyc05g017740.1,OG0000079
AT1G49475,Solyc00g500097.1,OG0000079
AT1G49475,Solyc00g500093.1,OG0000079
AT1G49475,Solyc01g034190.1,OG0000079
AT1G49475,Solyc08g029090.4,OG0000079
AT1G49475,Solyc00g500222.1,OG0000079
AT1G49475,Solyc01g150129.1,OG0000079
AT1G49475,Solyc01g013995.2,OG0000079
AT1G49475,Solyc04g015500.3,OG0000079
AT1G49475,Solyc00g500221.1,OG0000079
AT3G18960,Solyc05g017730.1,OG0000079
AT3G18960,Solyc02g021250.1,OG0000079
AT3G18960,Solyc10g049815.1,OG0000079
AT3G18960,Solyc00g011660.1,OG0000079
AT3G18960,Solyc10g049810.1,OG0000079
AT3G18960,Solyc02g081780.3,OG0000079
AT3G18960,Solyc00g500219.1,OG0000079
AT3G18960,Solyc11g045450.3,OG0000079
AT3G18960,Solyc02g065320.2,OG0000079
AT3G18960,Solyc00g500092.1,OG0000079
AT3G18960,Solyc03g036477.2,OG0000079
AT3G18960,Solyc02g065340.3,OG0000079
AT3G18960,Solyc02g005330.1,OG0000079
AT3G18960,Solyc01g015210.1,OG0000079
AT3G18960,Solyc02g065350.3,OG0000079
AT3G18960,Solyc03g042500.1,OG0000079
AT3G18960,Solyc03g043580.3,OG0000079
AT3G18960,Solyc00g500220.1,OG0000079
AT3G18960,Solyc05g017740.1,OG0000079
AT3G18960,Solyc00g500097.1,OG0000079
AT3G18960,Solyc00g500093.1,OG0000079
AT3G18960,Solyc01g034190.1,OG0000079
AT3G18960,Solyc08g029090.4,OG0000079
AT3G18960,Solyc00g500222.1,OG0000079
AT3G18960,Solyc01g150129.1,OG0000079
AT3G18960,Solyc01g013995.2,OG0000079
AT3G18960,Solyc04g015500.3,OG0000079
AT3G18960,Solyc00g500221.1,OG0000079
AT5G04330,Solyc02g084570.4,OG0004339
AT4G36220,Solyc02g084570.4,OG0004339
AT4G21300,Solyc02g069500.1,OG0004108
AT4G21300,Solyc12g099850.1,OG0004108
AT4G39070,Solyc01g110180.4,OG0007800
AT3G03900,Solyc10g080680.3,OG0011929
ATCG00500,Solyc02g032810.1,OG0000679
ATCG00500,Solyc04g039830.3,OG0000679
ATCG00500,Solyc00g020020.2,OG0000679
ATCG00500,Solyc00g500065.1,OG0000679
ATCG00500,Solyc01g017200.2,OG0000679
ATCG00500,Solyc09g091410.2,OG0000679
AT1G49015,Solyc01g088370.3,OG0002713
AT5G27640,Solyc01g088370.3,OG0002713
AT5G25780,Solyc01g088370.3,OG0002713
AT2G38470,Solyc09g014990.4,OG0001326
AT2G38470,Solyc10g019160.2,OG0001326
AT2G38470,Solyc04g056365.1,OG0001326
AT2G38470,Solyc06g066370.4,OG0001326
AT3G22400,Solyc09g075870.2,OG0005351
AT3G22400,Solyc09g075860.3,OG0005351
AT4G33355,Solyc10g039197.2,OG0001421
AT4G33355,Solyc02g087910.3,OG0001421
AT4G33355,Solyc01g090360.3,OG0001421
AT4G33355,Solyc01g090350.3,OG0001421
AT4G39870,Solyc04g055180.3,OG0008562
AT5G45700,Solyc02g071930.2,OG0013711
AT4G24265,Solyc01g103070.2,OG0008495
AT2G30110,Solyc06g007320.3,OG0003905
AT5G06460,Solyc06g007320.3,OG0003905
AT4G04810,Solyc01g080410.3,OG0004372
AT4G04830,Solyc01g080410.3,OG0004372
AT2G44420,Solyc01g073930.3,OG0007548
AT1G52510,Solyc06g068220.3,OG0009212
AT5G52580,Solyc12g009610.2,OG0005767
AT5G52580,Solyc07g008000.4,OG0005767
AT5G08415,Solyc12g099700.3,OG0013518
AT5G64350,Solyc01g105710.3,OG0012961
AT4G38500,Solyc01g111770.2,OG0007694
AT2G25800,Solyc12g039040.1,OG0002210
AT2G25800,Solyc08g066600.4,OG0002210
AT2G25800,Solyc05g041240.1,OG0002210
AT5G46090,Solyc10g008970.1,OG0002402
AT5G46090,Solyc02g077640.1,OG0002402
AT4G18425,Solyc10g008970.1,OG0002402
AT4G18425,Solyc02g077640.1,OG0002402
AT1G60790,Solyc05g005100.4,OG0008908
AT2G28340,Solyc06g075140.3,OG0001364
AT2G28340,Solyc11g069510.3,OG0001364
AT1G08010,Solyc06g075140.3,OG0001364
AT1G08010,Solyc11g069510.3,OG0001364
AT1G08000,Solyc06g075140.3,OG0001364
AT1G08000,Solyc11g069510.3,OG0001364
AT1G65840,Solyc02g081390.3,OG0005087
AT1G65840,Solyc03g031880.3,OG0005087
AT3G02220,Solyc02g089100.3,OG0011461
AT2G25910,Solyc08g065880.3,OG0006681
AT5G12100,Solyc12g099840.1,OG0013401
AT2G47010,Solyc03g006010.3,OG0002132
AT2G47010,Solyc02g072050.2,OG0002132
AT2G47010,Solyc02g072040.3,OG0002132
AT5G03320,Solyc09g008010.3,OG0005195
AT3G09830,Solyc09g008010.3,OG0005195
AT1G52080,Solyc03g121140.4,OG0004552
AT1G52080,Solyc06g062400.2,OG0004552
AT2G47810,Solyc09g074760.1,OG0006449
AT5G59300,Solyc04g011430.3,OG0013464
AT4G04370,Solyc02g080950.3,OG0007677
AT1G75010,Solyc01g007880.4,OG0009977
AT3G47860,Solyc12g005180.2,OG0011784
AT2G48130,Solyc09g065420.3,OG0000709
AT2G48130,Solyc09g065430.4,OG0000709
AT3G22570,Solyc09g065420.3,OG0000709
AT3G22570,Solyc09g065430.4,OG0000709
AT3G22580,Solyc09g065420.3,OG0000709
AT3G22580,Solyc09g065430.4,OG0000709
AT4G14815,Solyc09g065420.3,OG0000709
AT4G14815,Solyc09g065430.4,OG0000709
AT3G22600,Solyc09g065420.3,OG0000709
AT3G22600,Solyc09g065430.4,OG0000709
AT4G01690,Solyc01g079090.4,OG0007838
AT3G16230,Solyc02g088200.4,OG0002839
AT3G16230,Solyc03g120480.3,OG0002839
AT3G16220,Solyc02g088200.4,OG0002839
AT3G16220,Solyc03g120480.3,OG0002839
AT2G02220,Solyc01g008140.4,OG0006637
AT3G47830,Solyc03g113880.4,OG0011524
AT5G02830,Solyc09g007200.4,OG0012213
AT5G40440,Solyc03g019850.3,OG0013571
AT1G66260,Solyc04g014460.4,OG0002732
AT1G66260,Solyc11g011130.3,OG0002732
AT5G37720,Solyc04g014460.4,OG0002732
AT5G37720,Solyc11g011130.3,OG0002732
AT3G16760,Solyc01g066050.3,OG0011860
AT5G15250,Solyc02g081550.3,OG0012505
AT3G12160,Solyc03g064020.3,OG0011844
AT3G22104,Solyc02g021210.1,OG0005580
AT3G22104,Solyc07g052970.3,OG0005580
AT2G15780,Solyc01g108350.4,OG0001382
AT2G15780,Solyc01g108360.4,OG0001382
AT2G15780,Solyc10g050690.2,OG0001382
AT2G15780,Solyc10g050730.2,OG0001382
AT1G74310,Solyc03g115230.3,OG0002510
AT1G74310,Solyc06g082560.3,OG0002510
AT4G14675,Solyc03g115230.3,OG0002510
AT4G14675,Solyc06g082560.3,OG0002510
AT5G42655,Solyc04g008080.1,OG0013309
AT2G39720,Solyc06g005650.2,OG0003478
AT2G39720,Solyc04g011610.3,OG0003478
AT1G63380,Solyc10g006860.4,OG0000317
AT1G63380,Solyc12g045030.2,OG0000317
AT1G63380,Solyc12g100220.2,OG0000317
AT1G63380,Solyc12g044940.2,OG0000317
AT1G63380,Solyc12g036510.1,OG0000317
AT1G63380,Solyc12g100280.3,OG0000317
AT3G55310,Solyc10g006860.4,OG0000317
AT3G55310,Solyc12g045030.2,OG0000317
AT3G55310,Solyc12g100220.2,OG0000317
AT3G55310,Solyc12g044940.2,OG0000317
AT3G55310,Solyc12g036510.1,OG0000317
AT3G55310,Solyc12g100280.3,OG0000317
AT1G62610,Solyc10g006860.4,OG0000317
AT1G62610,Solyc12g045030.2,OG0000317
AT1G62610,Solyc12g100220.2,OG0000317
AT1G62610,Solyc12g044940.2,OG0000317
AT1G62610,Solyc12g036510.1,OG0000317
AT1G62610,Solyc12g100280.3,OG0000317
AT3G55290,Solyc10g006860.4,OG0000317
AT3G55290,Solyc12g045030.2,OG0000317
AT3G55290,Solyc12g100220.2,OG0000317
AT3G55290,Solyc12g044940.2,OG0000317
AT3G55290,Solyc12g036510.1,OG0000317
AT3G55290,Solyc12g100280.3,OG0000317
AT3G46170,Solyc10g006860.4,OG0000317
AT3G46170,Solyc12g045030.2,OG0000317
AT3G46170,Solyc12g100220.2,OG0000317
AT3G46170,Solyc12g044940.2,OG0000317
AT3G46170,Solyc12g036510.1,OG0000317
AT3G46170,Solyc12g100280.3,OG0000317
AT2G17845,Solyc10g006860.4,OG0000317
AT2G17845,Solyc12g045030.2,OG0000317
AT2G17845,Solyc12g100220.2,OG0000317
AT2G17845,Solyc12g044940.2,OG0000317
AT2G17845,Solyc12g036510.1,OG0000317
AT2G17845,Solyc12g100280.3,OG0000317
AT4G17300,Solyc03g019940.4,OG0007847
AT1G67730,Solyc02g093640.3,OG0008972
AT3G22960,Solyc09g082970.3,OG0010885
AT4G26540,Solyc07g065860.3,OG0004450
AT5G56040,Solyc07g065860.3,OG0004450
AT4G33510,Solyc01g105420.4,OG0004049
AT4G33510,Solyc01g105380.1,OG0004049
AT5G44020,Solyc09g090600.3,OG0004999
AT1G04040,Solyc09g090600.3,OG0004999
AT5G63890,Solyc02g071890.3,OG0012418
AT5G67350,Solyc03g150114.1,OG0006107
AT5G67350,Solyc02g092720.1,OG0006107
AT4G00335,Solyc01g094840.3,OG0008019
AT2G35110,Solyc02g068720.3,OG0006877
AT1G77210,Solyc12g008320.2,OG0008891
AT3G55160,Solyc03g062650.3,OG0011073
AT5G04240,Solyc04g028580.3,OG0013522
AT5G01720,Solyc10g076290.2,OG0012519
AT1G43620,Solyc04g071540.4,OG0010428
AT4G12320,Solyc08g083410.1,OG0000260
AT4G12320,Solyc08g079310.4,OG0000260
AT4G12320,Solyc08g079280.3,OG0000260
AT4G12320,Solyc08g083510.3,OG0000260
AT4G12320,Solyc08g079315.1,OG0000260
AT4G12320,Solyc08g079350.3,OG0000260
AT4G12320,Solyc08g079330.2,OG0000260
AT4G12320,Solyc08g079370.2,OG0000260
AT4G12320,Solyc08g079300.3,OG0000260
AT4G12320,Solyc08g083500.2,OG0000260
AT4G12320,Solyc08g083520.2,OG0000260
AT4G12310,Solyc08g083410.1,OG0000260
AT4G12310,Solyc08g079310.4,OG0000260
AT4G12310,Solyc08g079280.3,OG0000260
AT4G12310,Solyc08g083510.3,OG0000260
AT4G12310,Solyc08g079315.1,OG0000260
AT4G12310,Solyc08g079350.3,OG0000260
AT4G12310,Solyc08g079330.2,OG0000260
AT4G12310,Solyc08g079370.2,OG0000260
AT4G12310,Solyc08g079300.3,OG0000260
AT4G12310,Solyc08g083500.2,OG0000260
AT4G12310,Solyc08g083520.2,OG0000260
AT4G12300,Solyc08g083410.1,OG0000260
AT4G12300,Solyc08g079310.4,OG0000260
AT4G12300,Solyc08g079280.3,OG0000260
AT4G12300,Solyc08g083510.3,OG0000260
AT4G12300,Solyc08g079315.1,OG0000260
AT4G12300,Solyc08g079350.3,OG0000260
AT4G12300,Solyc08g079330.2,OG0000260
AT4G12300,Solyc08g079370.2,OG0000260
AT4G12300,Solyc08g079300.3,OG0000260
AT4G12300,Solyc08g083500.2,OG0000260
AT4G12300,Solyc08g083520.2,OG0000260
AT4G33080,Solyc08g062670.3,OG0007888
AT1G08980,Solyc10g086170.1,OG0010358
AT1G27960,Solyc01g028860.3,OG0000617
AT1G27960,Solyc05g032850.3,OG0000617
AT5G61020,Solyc01g028860.3,OG0000617
AT5G61020,Solyc05g032850.3,OG0000617
AT3G13460,Solyc01g028860.3,OG0000617
AT3G13460,Solyc05g032850.3,OG0000617
AT1G55500,Solyc01g028860.3,OG0000617
AT1G55500,Solyc05g032850.3,OG0000617
AT3G03950,Solyc01g028860.3,OG0000617
AT3G03950,Solyc05g032850.3,OG0000617
AT3G13060,Solyc01g028860.3,OG0000617
AT3G13060,Solyc05g032850.3,OG0000617
AT1G79510,Solyc05g050110.3,OG0001301
AT1G79510,Solyc01g095270.3,OG0001301
AT2G46220,Solyc05g050110.3,OG0001301
AT2G46220,Solyc01g095270.3,OG0001301
AT1G16320,Solyc05g050110.3,OG0001301
AT1G16320,Solyc01g095270.3,OG0001301
AT2G34460,Solyc02g070770.3,OG0002087
AT2G34460,Solyc02g070760.4,OG0002087
AT2G34460,Solyc02g070705.1,OG0002087
AT3G10230,Solyc10g079480.1,OG0005523
AT3G10230,Solyc04g040190.1,OG0005523
AT5G64240,Solyc01g105310.3,OG0005726
AT5G64240,Solyc01g105300.4,OG0005726
AT3G15090,Solyc12g014050.2,OG0010640
AT1G13540,Solyc05g010460.4,OG0000442
AT1G13490,Solyc05g010460.4,OG0000442
AT1G13480,Solyc05g010460.4,OG0000442
AT1G13520,Solyc05g010460.4,OG0000442
AT1G13470,Solyc05g010460.4,OG0000442
AT1G13550,Solyc05g010460.4,OG0000442
AT1G13530,Solyc05g010460.4,OG0000442
AT1G13510,Solyc05g010460.4,OG0000442
AT1G13500,Solyc05g010460.4,OG0000442
AT1G47490,Solyc04g079310.4,OG0004637
AT1G47500,Solyc04g079310.4,OG0004637
AT2G25625,Solyc08g067630.3,OG0006953
AT3G53530,Solyc10g085910.2,OG0003317
AT2G37390,Solyc10g085910.2,OG0003317
AT5G25570,Solyc08g067980.3,OG0012736
AT5G19010,Solyc01g080240.4,OG0012803
AT5G04620,Solyc06g034150.4,OG0013200
AT3G17430,Solyc02g088900.3,OG0005166
AT1G48230,Solyc02g088900.3,OG0005166
AT2G41000,Solyc10g081220.3,OG0007545
AT1G77090,Solyc04g064670.3,OG0009798
AT3G55450,Solyc04g011520.3,OG0003506
AT2G39660,Solyc04g011520.3,OG0003506
AT1G79450,Solyc05g054800.3,OG0001522
AT3G12740,Solyc05g054800.3,OG0001522
AT1G54320,Solyc05g054800.3,OG0001522
AT1G16360,Solyc05g054800.3,OG0001522
AT4G10955,Solyc08g082450.3,OG0003580
AT2G05260,Solyc08g082450.3,OG0003580
AT1G20220,Solyc04g081880.4,OG0002698
AT1G20220,Solyc04g071690.4,OG0002698
AT1G76010,Solyc04g081880.4,OG0002698
AT1G76010,Solyc04g071690.4,OG0002698
AT3G20490,Solyc07g064570.3,OG0011049
AT2G45670,Solyc01g091950.4,OG0007303
AT3G02430,Solyc01g103580.3,OG0004109
AT4G24310,Solyc01g103580.3,OG0004109
AT3G14180,Solyc03g122030.1,OG0011821
AT3G20000,Solyc06g007710.4,OG0005229
AT3G20000,Solyc06g082793.1,OG0005229
AT2G01930,Solyc04g008380.4,OG0003908
AT1G14685,Solyc04g008380.4,OG0003908
AT5G56960,Solyc12g008930.3,OG0006061
AT5G56960,Solyc07g039570.3,OG0006061
AT1G63170,Solyc05g051040.4,OG0001434
AT1G63170,Solyc01g091600.4,OG0001434
AT4G11680,Solyc05g051040.4,OG0001434
AT4G11680,Solyc01g091600.4,OG0001434
AT1G12760,Solyc05g051040.4,OG0001434
AT1G12760,Solyc01g091600.4,OG0001434
AT2G26970,Solyc09g018760.2,OG0003735
AT2G26970,Solyc06g082810.3,OG0003735
AT2G02410,Solyc10g044840.2,OG0007105
AT1G77680,Solyc11g013030.2,OG0009625
AT3G19895,Solyc04g009340.3,OG0011898
AT2G28390,Solyc03g115810.3,OG0007328
AT3G52180,Solyc11g007830.2,OG0005622
AT3G52180,Solyc03g111160.3,OG0005622
AT3G08590,Solyc07g044840.3,OG0005042
AT1G09780,Solyc07g044840.3,OG0005042
AT1G45130,Solyc04g080840.3,OG0010465
AT1G52245,Solyc12g044240.3,OG0008983
AT5G09900,Solyc04g051370.4,OG0003073
AT5G09900,Solyc04g012040.3,OG0003073
AT5G64760,Solyc04g051370.4,OG0003073
AT5G64760,Solyc04g012040.3,OG0003073
AT3G24330,Solyc05g006210.3,OG0005685
AT3G24330,Solyc11g012030.2,OG0005685
AT4G28670,Solyc02g067780.3,OG0008083
AT4G36720,Solyc10g051300.2,OG0008399
AT4G23890,Solyc08g082400.1,OG0008380
AT1G63970,Solyc08g081570.3,OG0009243
AT3G02250,Solyc12g038670.2,OG0001753
AT3G02250,Solyc03g114730.3,OG0001753
AT3G02250,Solyc06g069380.4,OG0001753
AT5G15740,Solyc12g038670.2,OG0001753
AT5G15740,Solyc03g114730.3,OG0001753
AT5G15740,Solyc06g069380.4,OG0001753
AT1G77350,Solyc11g005000.2,OG0010511
AT1G20696,Solyc03g032130.4,OG0002564
AT1G20696,Solyc02g082700.3,OG0002564
AT1G20693,Solyc03g032130.4,OG0002564
AT1G20693,Solyc02g082700.3,OG0002564
AT3G05170,Solyc01g098580.3,OG0005484
AT3G05170,Solyc10g045430.2,OG0005484
AT3G12490,Solyc03g097270.3,OG0011281
AT1G53860,Solyc03g123590.4,OG0009236
AT3G20480,Solyc07g064710.3,OG0011127
AT2G22690,Solyc02g091720.2,OG0003421
AT4G37880,Solyc02g091720.2,OG0003421
AT4G35540,Solyc05g023840.1,OG0004141
AT4G35540,Solyc03g006177.2,OG0004141
AT2G46225,Solyc01g095280.4,OG0006400
AT5G50320,Solyc03g110910.4,OG0013628
AT3G47180,Solyc12g010500.3,OG0010637
AT5G02240,Solyc09g010930.4,OG0012788
AT2G20560,Solyc02g077670.3,OG0001929
AT4G28480,Solyc02g077670.3,OG0001929
AT2G20550,Solyc02g077670.3,OG0001929
AT3G17830,Solyc03g118500.3,OG0011843
AT2G38630,Solyc06g048480.3,OG0002037
AT2G38630,Solyc03g095260.3,OG0002037
AT3G54190,Solyc06g048480.3,OG0002037
AT3G54190,Solyc03g095260.3,OG0002037
AT1G70600,Solyc03g112360.1,OG0002667
AT1G23290,Solyc03g112360.1,OG0002667
AT1G12960,Solyc03g112360.1,OG0002667
AT4G14713,Solyc06g084120.4,OG0002340
AT4G14713,Solyc09g065630.3,OG0002340
AT4G14720,Solyc06g084120.4,OG0002340
AT4G14720,Solyc09g065630.3,OG0002340
AT3G59680,Solyc06g053440.3,OG0011974
AT5G13950,Solyc02g094530.1,OG0013672
AT2G20850,Solyc12g010740.3,OG0001968
AT2G20850,Solyc07g054500.4,OG0001968
AT4G03390,Solyc12g010740.3,OG0001968
AT4G03390,Solyc07g054500.4,OG0001968
AT3G54830,Solyc03g063050.1,OG0001280
AT3G54830,Solyc11g008440.3,OG0001280
AT3G54830,Solyc03g063030.4,OG0001280
AT2G39130,Solyc03g063050.1,OG0001280
AT2G39130,Solyc11g008440.3,OG0001280
AT2G39130,Solyc03g063030.4,OG0001280
AT3G02580,Solyc02g063240.4,OG0001688
AT3G02580,Solyc02g086180.4,OG0001688
AT3G02580,Solyc02g086190.3,OG0001688
AT3G02590,Solyc02g063240.4,OG0001688
AT3G02590,Solyc02g086180.4,OG0001688
AT3G02590,Solyc02g086190.3,OG0001688
AT4G23500,Solyc08g081480.3,OG0007938
AT1G78710,Solyc10g007450.2,OG0004506
AT1G78710,Solyc12g044450.2,OG0004506
AT3G17740,Solyc03g098160.3,OG0005682
AT3G17712,Solyc03g098160.3,OG0005682
AT5G19760,Solyc01g005620.3,OG0013658
AT1G17770,Solyc10g077070.2,OG0000701
AT1G17770,Solyc09g082050.4,OG0000701
AT2G24740,Solyc10g077070.2,OG0000701
