Orthogroup,Real NCBI Gene,Species
OG0001554,Solyc05g015497.1,Tomato
OG0001554,Solyc07g015920.3,Tomato
OG0001555,AT1G09250,Athaliana
OG0001555,AT1G23965,Athaliana
OG0001555,AT1G23995,Athaliana
OG0001555,AT1G70270,Athaliana
OG0001555,AT3G05800,Athaliana
OG0001556,AT1G21750,Athaliana
OG0001556,AT1G77510,Athaliana
OG0001556,AT3G62510,Athaliana
OG0001556,Solyc06g060290.4,Tomato
OG0001556,Solyc07g021490.3,Tomato
OG0001557,AT1G09590,Athaliana
OG0001557,AT1G09690,Athaliana
OG0001557,AT1G57660,Athaliana
OG0001557,AT1G57860,Athaliana
OG0001557,Solyc10g078960.2,Tomato
OG0001558,AT1G66860,Athaliana
OG0001558,AT5G38200,Athaliana
OG0001558,Solyc02g086300.4,Tomato
OG0001558,Solyc03g034320.3,Tomato
OG0001558,Solyc05g016180.3,Tomato
OG0001559,AT1G55120,Athaliana
OG0001559,AT3G13784,Athaliana
OG0001559,AT3G13790,Athaliana
OG0001559,AT5G11920,Athaliana
OG0001559,Solyc06g064620.3,Tomato
OG0001560,AT1G07540,Athaliana
OG0001560,Solyc06g005590.4,Tomato
OG0001560,Solyc06g076270.3,Tomato
OG0001560,Solyc12g027690.1,Tomato
OG0001560,Solyc12g027705.1,Tomato
OG0001561,AT1G22030,Athaliana
OG0001561,AT1G77855,Athaliana
OG0001561,Solyc01g104010.2,Tomato
OG0001561,Solyc11g013330.3,Tomato
OG0001561,Solyc11g017410.1,Tomato
OG0001562,AT1G21850,Athaliana
OG0001562,AT1G21860,Athaliana
OG0001562,AT1G41830,Athaliana
OG0001562,AT1G76160,Athaliana
OG0001562,Solyc04g082140.3,Tomato
OG0001563,AT1G52710,Athaliana
OG0001563,AT1G80230,Athaliana
OG0001563,AT3G15640,Athaliana
OG0001563,Solyc06g067940.4,Tomato
OG0001563,Solyc12g042900.2,Tomato
OG0001564,AT1G55680,Athaliana
OG0001564,AT3G13340,Athaliana
OG0001564,Solyc01g065647.1,Tomato
OG0001564,Solyc07g066130.1,Tomato
OG0001564,Solyc10g005730.3,Tomato
OG0001565,AT1G12020,Athaliana
OG0001565,AT1G24270,Athaliana
OG0001565,AT1G62422,Athaliana
OG0001565,AT5G13090,Athaliana
OG0001565,Solyc11g012060.2,Tomato
OG0001566,AT1G29820,Athaliana
OG0001566,AT1G29830,Athaliana
OG0001566,Solyc00g500373.1,Tomato
OG0001566,Solyc02g021490.1,Tomato
OG0001566,Solyc10g007740.3,Tomato
OG0001567,AT1G67650,Athaliana
OG0001567,AT1G67680,Athaliana
OG0001567,Solyc01g047580.1,Tomato
OG0001567,Solyc10g044443.1,Tomato
OG0001567,Solyc11g062270.2,Tomato
OG0001568,AT1G09720,Athaliana
OG0001568,AT1G58215,Athaliana
OG0001568,Solyc04g014380.3,Tomato
OG0001568,Solyc05g051390.3,Tomato
OG0001568,Solyc11g010630.4,Tomato
OG0001569,AT1G12970,Athaliana
OG0001569,AT3G11330,Athaliana
OG0001569,AT3G26500,Athaliana
OG0001569,AT5G05850,Athaliana
OG0001569,Solyc03g112270.3,Tomato
OG0001570,AT1G10570,Athaliana
OG0001570,AT1G60220,Athaliana
OG0001570,Solyc04g026200.3,Tomato
OG0001570,Solyc04g026220.4,Tomato
OG0001570,Solyc05g005630.4,Tomato
OG0001571,AT1G30840,Athaliana
OG0001571,Solyc02g082170.3,Tomato
OG0001571,Solyc10g005150.3,Tomato
OG0001571,Solyc10g005160.1,Tomato
OG0001571,Solyc10g005170.1,Tomato
OG0001572,AT1G24764,Athaliana
OG0001572,AT1G68060,Athaliana
OG0001572,Solyc01g005330.3,Tomato
OG0001572,Solyc04g008040.4,Tomato
OG0001572,Solyc05g017980.3,Tomato
OG0001573,AT1G31180,Athaliana
OG0001573,AT1G80555,Athaliana
OG0001573,AT1G80560,Athaliana
OG0001573,AT5G14200,Athaliana
OG0001573,Solyc05g009030.4,Tomato
OG0001574,AT1G51913,Athaliana
OG0001574,AT1G51915,Athaliana
OG0001574,AT1G51920,Athaliana
OG0001574,AT3G21351,Athaliana
OG0001574,AT3G21352,Athaliana
OG0001575,AT1G45201,Athaliana
OG0001575,AT1G56630,Athaliana
OG0001575,AT5G42930,Athaliana
OG0001575,Solyc04g078800.3,Tomato
OG0001575,Solyc12g088800.3,Tomato
OG0001576,AT1G17640,Athaliana
OG0001576,Solyc03g121710.2,Tomato
OG0001576,Solyc06g062720.2,Tomato
OG0001576,Solyc06g062730.2,Tomato
OG0001576,Solyc06g062740.2,Tomato
OG0001577,AT1G03770,Athaliana
OG0001577,AT1G28327,Athaliana
OG0001577,AT5G44280,Athaliana
OG0001577,Solyc02g077890.4,Tomato
OG0001577,Solyc07g053800.3,Tomato
OG0001578,AT1G18970,Athaliana
OG0001578,AT1G18980,Athaliana
OG0001578,AT1G74820,Athaliana
OG0001578,Solyc03g113570.1,Tomato
OG0001578,Solyc03g113580.1,Tomato
OG0001579,AT1G09640,Athaliana
OG0001579,AT1G57720,Athaliana
OG0001579,Solyc06g011280.3,Tomato
OG0001579,Solyc11g028090.3,Tomato
OG0001579,Solyc11g028100.2,Tomato
OG0001580,AT1G24090,Athaliana
OG0001580,AT5G51080,Athaliana
OG0001580,Solyc01g008060.3,Tomato
OG0001580,Solyc04g005010.4,Tomato
OG0001580,Solyc05g006090.4,Tomato
OG0001581,AT1G08310,Athaliana
OG0001581,AT3G44510,Athaliana
OG0001581,Solyc01g009500.4,Tomato
OG0001581,Solyc06g074330.3,Tomato
OG0001581,Solyc06g074340.3,Tomato
OG0001582,AT1G09480,Athaliana
OG0001582,AT1G09490,Athaliana
OG0001582,AT1G09500,Athaliana
OG0001582,AT1G09510,Athaliana
OG0001582,AT1G66800,Athaliana
OG0001583,AT1G22885,Athaliana
OG0001583,AT1G22890,Athaliana
OG0001583,AT5G36907,Athaliana
OG0001583,AT5G44568,Athaliana
OG0001583,AT5G44570,Athaliana
OG0001584,AT1G20200,Athaliana
OG0001584,AT1G75990,Athaliana
OG0001584,Solyc01g111700.2,Tomato
OG0001584,Solyc01g111710.4,Tomato
OG0001584,Solyc04g056480.2,Tomato
OG0001585,AT1G49750,Athaliana
OG0001585,AT3G19320,Athaliana
OG0001585,Solyc02g064940.1,Tomato
OG0001585,Solyc10g050110.1,Tomato
OG0001585,Solyc12g070110.1,Tomato
OG0001586,AT1G44890,Athaliana
OG0001586,AT5G62050,Athaliana
OG0001586,Solyc08g008320.3,Tomato
OG0001586,Solyc08g082290.4,Tomato
OG0001586,Solyc08g082300.3,Tomato
OG0001587,AT1G27570,Athaliana
OG0001587,AT1G27595,Athaliana
OG0001587,AT1G67635,Athaliana
OG0001587,AT3G43950,Athaliana
OG0001587,Solyc04g076910.3,Tomato
OG0001588,AT1G06000,Athaliana
OG0001588,AT1G51210,Athaliana
OG0001588,AT1G73880,Athaliana
OG0001588,AT5G03490,Athaliana
OG0001588,Solyc03g114710.4,Tomato
OG0001589,AT1G14820,Athaliana
OG0001589,Solyc01g005253.1,Tomato
OG0001589,Solyc01g005257.1,Tomato
OG0001589,Solyc01g005280.3,Tomato
OG0001589,Solyc01g005290.4,Tomato
OG0001590,AT1G35190,Athaliana
OG0001590,AT3G46480,Athaliana
OG0001590,AT3G46490,Athaliana
OG0001590,AT3G46500,Athaliana
OG0001590,Solyc05g018130.3,Tomato
OG0001591,AT1G07780,Athaliana
OG0001591,AT1G29410,Athaliana
OG0001591,AT5G05590,Athaliana
OG0001591,Solyc02g076760.3,Tomato
OG0001591,Solyc06g051410.4,Tomato
OG0001592,AT1G13220,Athaliana
OG0001592,AT1G67230,Athaliana
OG0001592,AT1G68790,Athaliana
OG0001592,Solyc02g089800.3,Tomato
OG0001592,Solyc03g045050.4,Tomato
OG0001593,AT1G18790,Athaliana
OG0001593,AT1G74480,Athaliana
OG0001593,AT5G66990,Athaliana
OG0001593,Solyc02g005607.1,Tomato
OG0001593,Solyc03g116010.3,Tomato
OG0001594,AT1G76740,Athaliana
OG0001594,AT1G76840,Athaliana
OG0001594,AT3G03130,Athaliana
OG0001594,AT5G17160,Athaliana
OG0001594,Solyc06g072810.4,Tomato
OG0001595,AT1G53730,Athaliana
OG0001595,AT3G14350,Athaliana
OG0001595,Solyc03g123740.4,Tomato
OG0001595,Solyc06g063150.4,Tomato
OG0001595,Solyc12g055720.2,Tomato
OG0001596,AT1G49720,Athaliana
OG0001596,AT3G19290,Athaliana
OG0001596,Solyc01g108080.4,Tomato
OG0001596,Solyc10g050210.3,Tomato
OG0001596,Solyc11g044560.3,Tomato
OG0001597,AT1G23320,Athaliana
OG0001597,AT1G70560,Athaliana
OG0001597,Solyc01g017610.1,Tomato
OG0001597,Solyc01g017620.1,Tomato
OG0001597,Solyc05g031600.3,Tomato
OG0001598,AT1G07070,Athaliana
OG0001598,AT1G41880,Athaliana
OG0001598,AT1G74270,Athaliana
OG0001598,AT3G55750,Athaliana
OG0001598,Solyc05g052800.3,Tomato
OG0001599,AT1G03780,Athaliana
OG0001599,AT5G44270,Athaliana
OG0001599,Solyc07g053790.2,Tomato
OG0001599,Solyc10g008210.3,Tomato
OG0001599,Solyc12g005480.2,Tomato
OG0001600,AT1G18330,Athaliana
OG0001600,AT3G10113,Athaliana
OG0001600,AT5G17300,Athaliana
OG0001600,AT5G37260,Athaliana
OG0001600,Solyc02g036370.3,Tomato
OG0001601,AT1G49480,Athaliana
OG0001601,AT3G18990,Athaliana
OG0001601,Solyc01g016300.1,Tomato
OG0001601,Solyc02g021260.3,Tomato
OG0001601,Solyc02g065310.1,Tomato
OG0001602,AT1G19840,Athaliana
OG0001602,AT1G75590,Athaliana
OG0001602,AT5G10990,Athaliana
OG0001602,Solyc04g081250.1,Tomato
OG0001602,Solyc12g089270.1,Tomato
OG0001603,AT1G48770,Athaliana
OG0001603,AT3G18295,Athaliana
OG0001603,Solyc04g007340.4,Tomato
OG0001603,Solyc04g007350.3,Tomato
OG0001603,Solyc05g009200.3,Tomato
OG0001604,AT1G04370,Athaliana
OG0001604,AT5G43410,Athaliana
OG0001604,Solyc03g005500.1,Tomato
OG0001604,Solyc09g066340.1,Tomato
OG0001604,Solyc09g089910.1,Tomato
OG0001605,AT1G13060,Athaliana
OG0001605,AT3G26340,Athaliana
OG0001605,Solyc03g063420.2,Tomato
OG0001605,Solyc03g063450.2,Tomato
OG0001605,Solyc05g056160.3,Tomato
OG0001606,AT1G10960,Athaliana
OG0001606,AT1G60950,Athaliana
OG0001606,Solyc01g103920.3,Tomato
OG0001606,Solyc10g044520.3,Tomato
OG0001606,Solyc10g075160.1,Tomato
OG0001607,AT1G55365,Athaliana
OG0001607,AT3G13500,Athaliana
OG0001607,AT5G56520,Athaliana
OG0001607,Solyc06g064610.1,Tomato
OG0001607,Solyc11g042440.1,Tomato
OG0001608,AT1G15670,Athaliana
OG0001608,AT1G80440,Athaliana
OG0001608,Solyc03g120320.1,Tomato
OG0001608,Solyc03g120330.1,Tomato
OG0001608,Solyc06g066770.1,Tomato
OG0001609,AT1G25280,Athaliana
OG0001609,AT1G76900,Athaliana
OG0001609,Solyc01g104670.3,Tomato
OG0001609,Solyc04g071440.3,Tomato
OG0001609,Solyc10g046970.2,Tomato
OG0001610,AT1G12260,Athaliana
OG0001610,AT1G62700,Athaliana
OG0001610,Solyc03g083880.4,Tomato
OG0001610,Solyc06g034340.3,Tomato
OG0001610,Solyc08g079120.3,Tomato
OG0001611,AT1G11560,Athaliana
OG0001611,AT1G61790,Athaliana
OG0001611,Solyc02g080180.1,Tomato
OG0001611,Solyc03g031790.1,Tomato
OG0001611,Solyc10g008090.1,Tomato
OG0001612,AT1G12350,Athaliana
OG0001612,AT5G02080,Athaliana
OG0001612,Solyc04g072480.3,Tomato
OG0001612,Solyc10g011840.3,Tomato
OG0001612,Solyc12g056840.2,Tomato
OG0001613,AT1G19400,Athaliana
OG0001613,AT1G75180,Athaliana
OG0001613,Solyc01g109610.4,Tomato
OG0001613,Solyc04g080300.4,Tomato
OG0001613,Solyc12g089140.2,Tomato
OG0001614,AT1G12640,Athaliana
OG0001614,AT1G63050,Athaliana
OG0001614,Solyc08g007860.4,Tomato
OG0001614,Solyc08g080340.3,Tomato
OG0001614,Solyc12g056420.2,Tomato
OG0001615,AT1G31820,Athaliana
OG0001615,AT1G31830,Athaliana
OG0001615,Solyc08g005540.2,Tomato
OG0001615,Solyc08g075710.3,Tomato
OG0001615,Solyc08g078100.1,Tomato
OG0001616,AT1G71330,Athaliana
OG0001616,AT3G13080,Athaliana
OG0001616,AT3G13090,Athaliana
OG0001616,AT3G13100,Athaliana
OG0001616,Solyc07g065320.4,Tomato
OG0001617,AT1G52190,Athaliana
OG0001617,AT3G16180,Athaliana
OG0001617,Solyc03g120560.3,Tomato
OG0001617,Solyc03g120570.3,Tomato
OG0001617,Solyc12g044310.2,Tomato
OG0001618,AT1G09890,Athaliana
OG0001618,AT1G09910,Athaliana
OG0001618,Solyc04g076640.3,Tomato
OG0001618,Solyc04g076650.2,Tomato
OG0001618,Solyc04g076660.3,Tomato
OG0001619,AT1G58440,Athaliana
OG0001619,AT5G24140,Athaliana
OG0001619,AT5G24150,Athaliana
OG0001619,AT5G24155,Athaliana
OG0001619,AT5G24160,Athaliana
OG0001620,AT1G06450,Athaliana
OG0001620,AT1G27820,Athaliana
OG0001620,AT1G27890,Athaliana
OG0001620,AT1G61470,Athaliana
OG0001620,AT3G44240,Athaliana
OG0001621,AT1G26150,Athaliana
OG0001621,AT1G68690,Athaliana
OG0001621,Solyc01g010030.3,Tomato
OG0001621,Solyc04g006930.3,Tomato
OG0001621,Solyc05g010140.3,Tomato
OG0001622,AT1G26260,Athaliana
OG0001622,AT1G68920,Athaliana
OG0001622,Solyc01g010130.4,Tomato
OG0001622,Solyc04g005220.3,Tomato
OG0001622,Solyc05g010610.3,Tomato
OG0001623,AT1G11780,Athaliana
OG0001623,AT3G14140,Athaliana
OG0001623,AT3G14160,Athaliana
OG0001623,AT5G01780,Athaliana
OG0001623,Solyc04g045590.3,Tomato
OG0001624,AT1G23550,Athaliana
OG0001624,AT1G70440,Athaliana
OG0001624,Solyc01g080820.1,Tomato
OG0001624,Solyc05g005280.4,Tomato
OG0001624,Solyc05g005290.4,Tomato
OG0001625,AT1G19360,Athaliana
OG0001625,AT1G75110,Athaliana
OG0001625,AT1G75120,Athaliana
OG0001625,Solyc04g080080.3,Tomato
OG0001625,Solyc12g089080.3,Tomato
OG0001626,AT1G05970,Athaliana
OG0001626,Solyc04g040010.3,Tomato
OG0001626,Solyc04g040020.1,Tomato
OG0001626,Solyc04g040053.1,Tomato
OG0001626,Solyc10g079580.2,Tomato
OG0001627,AT1G07710,Athaliana
OG0001627,AT5G60070,Athaliana
OG0001627,Solyc06g005240.4,Tomato
OG0001627,Solyc06g075600.3,Tomato
OG0001627,Solyc11g072960.1,Tomato
OG0001628,AT1G15760,Athaliana
OG0001628,AT1G80520,Athaliana
OG0001628,Solyc03g117310.1,Tomato
OG0001628,Solyc03g117340.1,Tomato
OG0001628,Solyc06g068310.1,Tomato
OG0001629,AT1G17580,Athaliana
OG0001629,AT5G20450,Athaliana
OG0001629,AT5G20470,Athaliana
OG0001629,AT5G20490,Athaliana
OG0001629,Solyc07g041150.4,Tomato
OG0001630,AT1G78660,Athaliana
OG0001630,AT1G78670,Athaliana
OG0001630,AT1G78680,Athaliana
OG0001630,Solyc07g062270.3,Tomato
OG0001630,Solyc10g007410.4,Tomato
OG0001631,AT1G32870,Athaliana
OG0001631,AT1G34180,Athaliana
OG0001631,AT1G34190,Athaliana
OG0001631,Solyc04g072220.3,Tomato
OG0001631,Solyc12g056790.2,Tomato
OG0001632,AT1G80930,Athaliana
OG0001632,Solyc03g116050.1,Tomato
OG0001632,Solyc03g122110.1,Tomato
OG0001632,Solyc04g079920.4,Tomato
OG0001632,Solyc08g005190.4,Tomato
OG0001633,AT1G48560,Athaliana
OG0001633,AT3G05430,Athaliana
OG0001633,AT5G27650,Athaliana
OG0001633,Solyc01g099360.3,Tomato
OG0001633,Solyc11g044430.1,Tomato
OG0001634,AT1G17530,Athaliana
OG0001634,AT1G72750,Athaliana
OG0001634,Solyc03g121860.1,Tomato
OG0001634,Solyc10g024350.3,Tomato
OG0001634,Solyc12g049220.3,Tomato
OG0001635,AT1G50700,Athaliana
OG0001635,AT3G20410,Athaliana
OG0001635,Solyc07g064610.3,Tomato
OG0001635,Solyc12g005030.3,Tomato
OG0001635,Solyc12g005040.2,Tomato
OG0001636,AT1G69010,Athaliana
OG0001636,AT5G38860,Athaliana
OG0001636,Solyc03g046570.4,Tomato
OG0001636,Solyc04g005280.4,Tomato
OG0001636,Solyc05g011810.4,Tomato
OG0001637,AT1G31280,Athaliana
OG0001637,AT1G31290,Athaliana
OG0001637,Solyc02g069260.3,Tomato
OG0001637,Solyc02g069270.2,Tomato
OG0001637,Solyc02g069280.2,Tomato
OG0001638,AT1G50630,Athaliana
OG0001638,AT3G20300,Athaliana
OG0001638,Solyc07g064900.3,Tomato
OG0001638,Solyc10g006120.2,Tomato
OG0001638,Solyc12g014450.2,Tomato
OG0001639,AT1G10290,Athaliana
OG0001639,AT1G59610,Athaliana
OG0001639,Solyc01g103120.3,Tomato
OG0001639,Solyc01g103130.2,Tomato
OG0001639,Solyc11g039650.2,Tomato
OG0001640,AT1G22985,Athaliana
OG0001640,AT1G71130,Athaliana
OG0001640,Solyc01g008880.3,Tomato
OG0001640,Solyc01g008890.4,Tomato
OG0001640,Solyc01g014720.3,Tomato
OG0001641,AT1G26500,Athaliana
OG0001641,AT3G62470,Athaliana
OG0001641,AT3G62540,Athaliana
OG0001641,AT5G14820,Athaliana
OG0001641,Solyc01g097130.4,Tomato
OG0001642,AT1G24140,Athaliana
OG0001642,AT1G70170,Athaliana
OG0001642,Solyc04g005040.1,Tomato
OG0001642,Solyc04g005050.1,Tomato
OG0001642,Solyc05g006360.2,Tomato
OG0001643,AT1G23710,Athaliana
OG0001643,AT1G70420,Athaliana
OG0001643,Solyc04g024780.1,Tomato
OG0001643,Solyc04g028460.1,Tomato
OG0001643,Solyc05g005260.3,Tomato
OG0001644,AT1G11320,Athaliana
OG0001644,Solyc04g015380.1,Tomato
OG0001644,Solyc04g015390.2,Tomato
OG0001644,Solyc04g015400.3,Tomato
OG0001644,Solyc04g015430.4,Tomato
OG0001645,AT1G48630,Athaliana
OG0001645,AT3G18130,Athaliana
OG0001645,Solyc03g119040.3,Tomato
OG0001645,Solyc06g069010.3,Tomato
OG0001645,Solyc12g040510.2,Tomato
OG0001646,AT1G06900,Athaliana
OG0001646,AT5G01440,Athaliana
OG0001646,Solyc02g043860.3,Tomato
OG0001646,Solyc09g055740.1,Tomato
OG0001646,Solyc09g055750.1,Tomato
OG0001647,AT1G34370,Athaliana
OG0001647,Solyc04g056320.3,Tomato
OG0001647,Solyc06g065440.1,Tomato
OG0001647,Solyc06g065445.1,Tomato
OG0001647,Solyc11g017140.3,Tomato
OG0001648,AT1G09360,Athaliana
OG0001648,AT1G09370,Athaliana
OG0001648,AT1G56620,Athaliana
OG0001648,AT3G49330,Athaliana
OG0001648,AT5G24370,Athaliana
OG0001649,AT1G50680,Athaliana
OG0001649,AT1G51120,Athaliana
OG0001649,Solyc03g083110.1,Tomato
OG0001649,Solyc12g098460.2,Tomato
OG0001649,Solyc12g150121.1,Tomato
OG0001650,AT1G49290,Athaliana
OG0001650,AT5G13620,Athaliana
OG0001650,Solyc12g020130.1,Tomato
OG0001650,Solyc12g038130.1,Tomato
OG0001650,Solyc12g038140.1,Tomato
OG0001651,AT1G12740,Athaliana
OG0001651,Solyc08g007863.1,Tomato
OG0001651,Solyc08g007867.1,Tomato
OG0001651,Solyc08g007900.3,Tomato
OG0001651,Solyc08g080430.2,Tomato
OG0001652,AT1G53910,Athaliana
OG0001652,AT3G14230,Athaliana
OG0001652,Solyc03g123500.4,Tomato
OG0001652,Solyc06g063070.3,Tomato
OG0001652,Solyc12g049560.2,Tomato
OG0001653,AT1G26560,Athaliana
OG0001653,Solyc01g010160.3,Tomato
OG0001653,Solyc01g010170.2,Tomato
OG0001653,Solyc01g010390.3,Tomato
OG0001653,Solyc01g074060.1,Tomato
OG0001654,AT1G53540,Athaliana
OG0001654,AT3G46230,Athaliana
OG0001654,AT5G59720,Athaliana
OG0001654,Solyc09g015000.4,Tomato
OG0001654,Solyc09g015020.1,Tomato
OG0001655,AT1G15490,Athaliana
OG0001655,AT1G52750,Athaliana
OG0001655,AT1G80280,Athaliana
OG0001655,Solyc03g119990.4,Tomato
OG0001655,Solyc06g067890.3,Tomato
OG0001656,AT1G74870,Athaliana
OG0001656,AT3G48070,Athaliana
OG0001656,AT5G62910,Athaliana
OG0001656,Solyc03g113700.3,Tomato
OG0001656,Solyc06g071270.3,Tomato
OG0001657,AT1G52540,Athaliana
OG0001657,AT3G15890,Athaliana
OG0001657,Solyc03g006890.3,Tomato
OG0001657,Solyc03g116760.3,Tomato
OG0001657,Solyc07g006610.3,Tomato
OG0001658,AT1G22880,Athaliana
OG0001658,AT1G71380,Athaliana
OG0001658,Solyc03g097707.1,Tomato
OG0001658,Solyc04g071410.2,Tomato
OG0001658,Solyc11g040340.3,Tomato
OG0001659,AT1G74800,Athaliana
OG0001659,AT5G62620,Athaliana
OG0001659,Solyc03g113520.3,Tomato
OG0001659,Solyc05g006680.4,Tomato
OG0001659,Solyc06g071160.3,Tomato
OG0001660,AT1G69330,Athaliana
OG0001660,AT3G29270,Athaliana
OG0001660,Solyc01g011030.3,Tomato
OG0001660,Solyc02g088570.2,Tomato
OG0001660,Solyc05g012560.3,Tomato
OG0001661,AT1G58250,Athaliana
OG0001661,AT5G49680,Athaliana
OG0001661,Solyc04g076540.4,Tomato
OG0001661,Solyc04g076550.3,Tomato
OG0001661,Solyc12g088010.2,Tomato
OG0001662,AT1G48635,Athaliana
OG0001662,AT3G18160,Athaliana
OG0001662,Solyc03g119030.4,Tomato
OG0001662,Solyc12g040480.2,Tomato
OG0001662,Solyc12g040500.2,Tomato
OG0001663,AT1G15740,Athaliana
OG0001663,Solyc03g117420.4,Tomato
OG0001663,Solyc07g007400.3,Tomato
OG0001663,Solyc07g007420.3,Tomato
OG0001663,Solyc12g009870.2,Tomato
OG0001664,AT1G51980,Athaliana
OG0001664,AT3G16480,Athaliana
OG0001664,Solyc05g026150.1,Tomato
OG0001664,Solyc05g150135.1,Tomato
OG0001664,Solyc12g008630.2,Tomato
OG0001665,AT1G49950,Athaliana
OG0001665,AT3G49850,Athaliana
OG0001665,AT5G67580,Athaliana
OG0001665,Solyc01g106940.4,Tomato
OG0001665,Solyc11g044320.2,Tomato
OG0001666,AT1G09320,Athaliana
OG0001666,AT3G06520,Athaliana
OG0001666,Solyc01g058160.3,Tomato
OG0001666,Solyc01g058170.4,Tomato
OG0001666,Solyc01g100780.3,Tomato
OG0001667,AT1G13280,Athaliana
OG0001667,AT3G25760,Athaliana
OG0001667,AT3G25770,Athaliana
OG0001667,AT3G25780,Athaliana
OG0001667,Solyc02g085730.3,Tomato
OG0001668,AT1G79730,Athaliana
OG0001668,Solyc03g121000.3,Tomato
OG0001668,Solyc03g121020.3,Tomato
OG0001668,Solyc08g066290.3,Tomato
OG0001668,Solyc12g017780.2,Tomato
OG0001669,AT1G09970,Athaliana
OG0001669,Solyc01g106500.4,Tomato
OG0001669,Solyc04g076980.3,Tomato
OG0001669,Solyc04g076990.3,Tomato
OG0001669,Solyc05g023990.2,Tomato
OG0001670,AT3G44540,Athaliana
OG0001670,AT3G44550,Athaliana
OG0001670,AT3G44560,Athaliana
OG0001670,AT5G22420,Athaliana
OG0001670,AT5G22500,Athaliana
OG0001671,AT3G48360,Athaliana
OG0001671,AT5G63160,Athaliana
OG0001671,Solyc03g111710.3,Tomato
OG0001671,Solyc06g071820.3,Tomato
OG0001671,Solyc06g071830.2,Tomato
OG0001672,AT3G27970,Athaliana
OG0001672,AT5G40310,Athaliana
OG0001672,Solyc02g067720.1,Tomato
OG0001672,Solyc02g067730.2,Tomato
OG0001672,Solyc02g086850.3,Tomato
OG0001673,AT3G09035,Athaliana
OG0001673,AT3G09190,Athaliana
OG0001673,AT3G54080,Athaliana
OG0001673,AT5G01090,Athaliana
OG0001673,Solyc09g011840.1,Tomato
OG0001674,AT3G26820,Athaliana
OG0001674,AT3G26840,Athaliana
OG0001674,AT5G41120,Athaliana
OG0001674,AT5G41130,Athaliana
OG0001674,Solyc02g094430.4,Tomato
OG0001675,AT3G48100,Athaliana
OG0001675,AT5G62920,Athaliana
OG0001675,Solyc03g044662.1,Tomato
OG0001675,Solyc03g113720.3,Tomato
OG0001675,Solyc05g006420.3,Tomato
OG0001676,AT3G06770,Athaliana
OG0001676,AT3G16850,Athaliana
OG0001676,AT5G49215,Athaliana
OG0001676,Solyc06g009790.4,Tomato
OG0001676,Solyc09g075460.3,Tomato
OG0001677,AT3G59310,Athaliana
OG0001677,AT3G59320,Athaliana
OG0001677,AT3G59330,Athaliana
OG0001677,AT3G59340,Athaliana
OG0001677,Solyc06g073520.3,Tomato
OG0001678,AT3G57400,Athaliana
OG0001678,AT5G52500,Athaliana
OG0001678,Solyc04g015850.3,Tomato
OG0001678,Solyc10g017860.1,Tomato
OG0001678,Solyc10g079390.1,Tomato
OG0001679,AT3G57440,Athaliana
OG0001679,Solyc03g121390.1,Tomato
OG0001679,Solyc04g015730.3,Tomato
OG0001679,Solyc10g080140.2,Tomato
OG0001679,Solyc10g080170.1,Tomato
OG0001680,AT3G04090,Athaliana
OG0001680,AT5G18290,Athaliana
OG0001680,Solyc10g078490.2,Tomato
OG0001680,Solyc10g078500.1,Tomato
OG0001680,Solyc12g019690.2,Tomato
OG0001681,AT3G46600,Athaliana
OG0001681,AT5G59450,Athaliana
OG0001681,Solyc01g100200.3,Tomato
OG0001681,Solyc06g076290.1,Tomato
OG0001681,Solyc06g082530.3,Tomato
OG0001682,AT3G03980,Athaliana
OG0001682,AT3G04000,Athaliana
OG0001682,Solyc06g071060.1,Tomato
OG0001682,Solyc06g071070.1,Tomato
OG0001682,Solyc08g008430.4,Tomato
OG0001683,AT3G02640,Athaliana
OG0001683,AT5G16250,Athaliana
OG0001683,AT5G36710,Athaliana
OG0001683,AT5G36800,Athaliana
OG0001683,Solyc08g014350.1,Tomato
OG0001684,AT3G01320,Athaliana
OG0001684,AT5G15020,Athaliana
OG0001684,Solyc02g067570.3,Tomato
OG0001684,Solyc02g087360.4,Tomato
OG0001684,Solyc07g049250.1,Tomato
OG0001685,AT3G09770,Athaliana
OG0001685,Solyc04g054680.3,Tomato
OG0001685,Solyc09g007700.3,Tomato
OG0001685,Solyc10g084100.2,Tomato
OG0001685,Solyc10g086080.2,Tomato
OG0001686,AT3G11850,Athaliana
OG0001686,AT3G54740,Athaliana
OG0001686,AT5G06560,Athaliana
OG0001686,Solyc10g081620.2,Tomato
OG0001686,Solyc11g045480.3,Tomato
OG0001687,AT3G10560,Athaliana
OG0001687,AT3G10570,Athaliana
OG0001687,AT5G04630,Athaliana
OG0001687,AT5G04660,Athaliana
OG0001687,Solyc05g055400.4,Tomato
OG0001688,AT3G02580,Athaliana
OG0001688,AT3G02590,Athaliana
OG0001688,Solyc02g063240.4,Tomato
OG0001688,Solyc02g086180.4,Tomato
OG0001688,Solyc02g086190.3,Tomato
OG0001689,AT3G01620,Athaliana
OG0001689,AT3G27540,Athaliana
OG0001689,AT5G14480,Athaliana
OG0001689,Solyc02g093430.3,Tomato
OG0001689,Solyc12g035470.2,Tomato
OG0001690,AT3G06760,Athaliana
OG0001690,AT5G49230,Athaliana
OG0001690,Solyc01g065550.3,Tomato
OG0001690,Solyc09g075510.4,Tomato
OG0001690,Solyc12g099390.2,Tomato
