"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"905","SRR9140719","2019-05-31 21:13:48","2019-05-29 02:31:43",34168670,5193637840,34168670,152,2303,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/140/SRR9140719.sralite.1","SRX5913890","J024-0.5DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832155","SAMN11493001","simple",28377,"Anolis carolinensis","J024",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","339B777875A93A224477D1FA4F2C83FB","16E2E1B5F17D2FAEC677EC6B4B2C2B53"
"912","SRR9140720","2019-05-31 21:13:48","2019-05-29 02:28:49",20693810,3145459120,20693810,152,1385,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140720.sralite.1","SRX5913889","K014-3DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832154","SAMN11493012","simple",28377,"Anolis carolinensis","K014",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","2841C6DACBAB56E7ECF73BCD3B5C4FEE","4844759876477B929474A2C67BD57FFC"
"910","SRR9140721","2019-05-31 21:13:48","2019-05-29 02:28:54",19301811,2933875272,19301811,152,1306,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140721.sralite.1","SRX5913888","K012-3DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832153","SAMN11493011","simple",28377,"Anolis carolinensis","K012",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","F5AA0F01177B4F510619B609436FB2CB","18375B4C730E7CC5A9D8AC355330A336"
"919","SRR9140722","2019-05-31 21:13:48","2019-05-29 02:26:53",19200020,2918403040,19200020,152,1296,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140722.sralite.1","SRX5913887","K080-4DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832152","SAMN11493014","simple",28377,"Anolis carolinensis","K080",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","2A85637CBCD172D4140DAD429094D2D9","A718BEE1567193FFE60CCF46938E10AE"
"918","SRR9140723","2019-05-31 21:13:48","2019-05-29 02:27:35",15743714,2393044528,15743714,152,1060,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140723.sralite.1","SRX5913886","K040-4DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832151","SAMN11493013","simple",28377,"Anolis carolinensis","K040",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","7B7ACCBE033870C761EFA3E7F1986BBB","5A92FB886D317677D36E9C43E4DD28EA"
"908","SRR9140724","2019-05-31 21:13:48","2019-05-29 02:27:53",20234598,3075658896,20234598,152,1346,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140724.sralite.1","SRX5913885","K010-5DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832150","SAMN11493016","simple",28377,"Anolis carolinensis","K010",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","387CCC3C0A9E831143F72053D55E5B78","8A850C5AF8E25E0A14EC08A4CFB8843D"
"920","SRR9140725","2019-05-31 21:13:48","2019-05-29 02:29:42",23614710,3589435920,23614710,152,1591,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/140/SRR9140725.sralite.1","SRX5913884","K120-4DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832148","SAMN11493015","simple",28377,"Anolis carolinensis","K120",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","29B2CD0882D7F5200C75F5FD91C2BF96","2362457D46A357AA37C7F7459DFE315A"
"917","SRR9140726","2019-05-31 21:13:48","2019-05-29 02:30:40",22736403,3455933256,22736403,152,1515,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/140/SRR9140726.sralite.1","SRX5913883","K030-5DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832149","SAMN11493018","simple",28377,"Anolis carolinensis","K030",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","4994CCA26A4159D5FED53C87D5B49342","9AD47F032FE5D2A70B30CE60A9B05843"
"914","SRR9140727","2019-05-31 21:13:48","2019-05-29 02:28:42",22644334,3441938768,22644334,152,1517,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140727.sralite.1","SRX5913882","K020-5DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832147","SAMN11493017","simple",28377,"Anolis carolinensis","K020",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","15D5A321BBEC0DC5219F1A7EB0129C32","646B6ECFB85F1C14F8CE7500DD2FF57C"
"911","SRR9140728","2019-05-31 21:13:48","2019-05-29 02:26:43",17541971,2666379592,17541971,152,1167,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140728.sralite.1","SRX5913881","K013-2DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832146","SAMN11493007","simple",28377,"Anolis carolinensis","K013",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","7B804546FCA8812BB978B9F069861A8E","E1290697617F94CF47633CCDD5816537"
"907","SRR9140729","2019-05-31 21:13:47","2019-05-29 02:28:56",28796954,4377137008,28796954,152,1923,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140729.sralite.1","SRX5913880","K001-1DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832144","SAMN11493004","simple",28377,"Anolis carolinensis","K001",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","764AEB8576A7AF8D5954C4947B40D84B","87F26D875774BF54FD68B7139D627174"
"909","SRR9140730","2019-05-31 21:13:47","2019-05-29 02:27:53",22685409,3448182168,22685409,152,1517,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140730.sralite.1","SRX5913879","K011-1DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832145","SAMN11493006","simple",28377,"Anolis carolinensis","K011",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","D08DFB2CF86A7BEEBA929CF503B58375","6DA4A509A73B52F5C1E1E0DC9E48AED0"
"906","SRR9140731","2019-05-31 21:13:47","2019-05-29 02:27:39",21157580,3215952160,21157580,152,1434,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140731.sralite.1","SRX5913878","J050-0.5DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832143","SAMN11493003","simple",28377,"Anolis carolinensis","J050",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","594102819F70F6A85397C222DA2046E2","A0708873FD19906DCBCD6B034F3B25C7"
"913","SRR9140732","2019-05-31 21:13:47","2019-05-29 02:29:43",22139578,3365215856,22139578,152,1489,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/140/SRR9140732.sralite.1","SRX5913877","K015-2DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832142","SAMN11493008","simple",28377,"Anolis carolinensis","K015",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","B6DE0F6D728F46B362699EB446CDCD3A","D48A8B96D5803C2C73F103717AB3B701"
"921","SRR9140733","2019-05-31 21:13:47","2019-05-29 02:29:10",18074896,2747384192,18074896,152,1209,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140733.sralite.1","SRX5913876","K121-1DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832141","SAMN11493005","simple",28377,"Anolis carolinensis","K121",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","F1D0721B94373BFE07DD3485B878BEAE","37B908383EAFC927053F41687A943232"
"850","SRR6396191","2019-07-02 15:53:50","2017-12-20 10:58:14",36306654,2759305704,0,76,1050,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396191.sralite.1","SRX3489497","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773437","SAMN08213310","simple",28377,"Anolis carolinensis","GSM2895546",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","24B8289A22F4538D66E4BA3A14F69946","B71E3300F720A8BFFD312A68456B6E72"
"849","SRR6396190","2019-07-02 15:53:50","2017-12-20 10:59:00",33059346,2512510296,0,76,963,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396190.sralite.1","SRX3489496","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773436","SAMN08213311","simple",28377,"Anolis carolinensis","GSM2895545",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","4BFDE16A43C3CAD2CA0CDE4175EAB344","DF1F48B6E00AC1DA69A734A446F80A09"
"848","SRR6396189","2019-07-02 15:53:50","2017-12-20 11:00:13",39263364,2984015664,0,76,1137,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396189.sralite.1","SRX3489495","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773435","SAMN08213312","simple",28377,"Anolis carolinensis","GSM2895544",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","579E4015E3FE6728C4E1607339CE6568","D34E24725731EFA13A15C9DB7458EC81"
"847","SRR6396188","2019-07-02 15:53:50","2017-12-20 10:52:46",28571353,2171422828,0,76,1135,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396188.sralite.1","SRX3489494","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773434","SAMN08213313","simple",28377,"Anolis carolinensis","GSM2895543",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","92B37A3C0BABD09BFB05082D00961143","C0E2ADF0C5BC3CE8D69ADAA9DE812012"
"846","SRR6396187","2019-07-02 15:53:50","2017-12-20 10:53:18",32702024,2485353824,0,76,1300,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396187.sralite.1","SRX3489493","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773433","SAMN08213314","simple",28377,"Anolis carolinensis","GSM2895542",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","5C7345901E0C5C62B2E8E7B773AB67D9","774D7C3A2513D7A1E2AAD5A82765424E"
"845","SRR6396186","2019-07-02 15:53:50","2017-12-20 10:52:35",27225030,2069102280,0,76,1084,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396186.sralite.1","SRX3489492","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773432","SAMN08213315","simple",28377,"Anolis carolinensis","GSM2895541",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","325D26FB9CEFD90EE95A74BEC9EC3D47","9765AF9DA02A44F449C0293C3AF9C510"
"844","SRR6396185","2019-07-02 15:53:50","2017-12-20 10:56:46",33499667,2545974692,0,76,1332,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396185.sralite.1","SRX3489491","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773431","SAMN08213316","simple",28377,"Anolis carolinensis","GSM2895540",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","15066D1E5FAF121E16DA04E023DADCFA","43BB0CCB26EA5430BCA036D9E5A008EA"
"843","SRR6396184","2019-07-02 15:53:50","2017-12-20 10:52:32",33682965,2559905340,0,76,1337,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396184.sralite.1","SRX3489490","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773429","SAMN08213317","simple",28377,"Anolis carolinensis","GSM2895539",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","3693A19AC46E84B4074AF6FEE186B49C","4A14B0F1B981BC7015579D31CE5DA66D"
"842","SRR6396183","2019-07-02 15:53:50","2017-12-20 10:54:13",31851292,2420698192,0,76,1263,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396183.sralite.1","SRX3489489","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773430","SAMN08213318","simple",28377,"Anolis carolinensis","GSM2895538",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","A7D36F35512A33AA12490863BCF390EE","F5E76E4BDDB99856FB403AB81E702604"
"841","SRR6396182","2019-07-02 15:53:50","2017-12-20 10:58:02",41713227,3170205252,0,76,1047,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396182.sralite.1","SRX3489488","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773428","SAMN08213319","simple",28377,"Anolis carolinensis","GSM2895537",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","48EBBCB64497ED037D42F51EFE4E1606","3A4D8210F700CC1A8D54C3B8070FF9B6"
"840","SRR6396181","2019-07-02 15:53:50","2017-12-20 10:56:41",41792007,3176192532,0,76,1049,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396181.sralite.1","SRX3489487","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773427","SAMN08213320","simple",28377,"Anolis carolinensis","GSM2895536",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","16A16BBD52E26D2CEF0970E6C8E7C853","179B9F113B6141AC14AAAE304627A3A6"
"839","SRR6396180","2019-07-02 15:53:50","2017-12-20 10:56:35",38607168,2934144768,0,76,970,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396180.sralite.1","SRX3489486","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773425","SAMN08213322","simple",28377,"Anolis carolinensis","GSM2895535",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","B2EA7BD58C93EE6604F2E20388D1EAB0","CCE75D7AFA0199285BDEAE1675BA213E"
"838","SRR6396179","2019-07-02 15:53:50","2017-12-20 10:56:25",36580888,2780147488,0,76,918,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396179.sralite.1","SRX3489485","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773426","SAMN08213323","simple",28377,"Anolis carolinensis","GSM2895534",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","F5A651DC68C5202ED02C20A128DF7279","AA11D559986F1E28D56013025E8D5326"
"837","SRR6396178","2019-07-02 15:53:50","2017-12-20 10:58:30",42739164,3248176464,0,76,1073,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396178.sralite.1","SRX3489484","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773424","SAMN08213324","simple",28377,"Anolis carolinensis","GSM2895533",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","E472EC3B0557CC3FED7A30D75E7FED30","01D50F60D6234848B77B24782997C8A1"
"836","SRR6396177","2019-07-02 15:53:50","2017-12-20 10:57:33",39686263,3016155988,0,76,997,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/396/SRR6396177.sralite.1","SRX3489483","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP127233","PRJNA423192",3,423192,"SRS2773423","SAMN08213325","simple",28377,"Anolis carolinensis","GSM2895532",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA640465",NA,"public","7FCBE006E182D371B8480446F330644D","F6174B1A8AF1B726E619FD414ABA1B46"
"835","SRR6337924","2017-12-06 17:56:12","2017-12-01 15:37:18",28023350,2830358350,0,101,1837,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337924.sralite.1","SRX3436886","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727830","SAMN08118508","simple",28377,"Anolis carolinensis","GSM2871955",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","756BD679EBDD24539BA79EE98288DA24","D45DE771CB27D20CDDB2E9E10757EA02"
"834","SRR6337923","2017-12-06 17:56:12","2017-12-01 15:37:14",26611095,2687720595,0,101,1673,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337923.sralite.1","SRX3436885","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727829","SAMN08118509","simple",28377,"Anolis carolinensis","GSM2871954",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","D9239E5A2DBEE93184FBB5540C0E5EC8","2FFA528C34A6372FEA350A271A411C08"
"833","SRR6337922","2017-12-06 17:56:12","2017-12-01 15:34:58",18294723,1847767023,0,101,1107,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337922.sralite.1","SRX3436884","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727828","SAMN08118510","simple",28377,"Anolis carolinensis","GSM2871953",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","7C9B5988F0CF6D10FE820B0A7D2C278C","591B5FF5793AC100CDF91C4FE3D4C6CD"
"832","SRR6337921","2017-12-06 17:56:12","2017-12-01 15:36:59",24763352,2501098552,0,101,1616,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337921.sralite.1","SRX3436883","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727827","SAMN08118511","simple",28377,"Anolis carolinensis","GSM2871952",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","90EB3EFBC61EA3835F96312C2A2715EE","E6AA75289E833AA863761193C3EBF142"
"831","SRR6337920","2017-12-06 17:56:12","2017-12-01 15:34:36",16749158,1691664958,0,101,1050,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337920.sralite.1","SRX3436882","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727826","SAMN08118512","simple",28377,"Anolis carolinensis","GSM2871951",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","D29692C551103FCFA66B1BD8CCEA2EF2","E36610E03774B327DDB9F4A224BB0FD5"
"830","SRR6337919","2017-12-06 17:56:12","2017-12-01 15:36:53",27082741,2735356841,0,101,1633,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337919.sralite.1","SRX3436881","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727825","SAMN08118513","simple",28377,"Anolis carolinensis","GSM2871950",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","FCAE20B27CAD7FB1F0D41D14F4C36936","D096BD7D70897BB4E3B5F8F85E75360E"
"829","SRR6337918","2017-12-06 17:56:12","2017-12-01 15:37:01",30785590,3109344590,0,101,2001,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337918.sralite.1","SRX3436880","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727824","SAMN08118514","simple",28377,"Anolis carolinensis","GSM2871949",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","5C547581C84971EF40703CBA70841C9A","AB30BEABA6B768D41B2B6D2956061461"
"828","SRR6337917","2017-12-06 17:56:12","2017-12-01 15:39:21",21357694,2157127094,0,101,1338,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337917.sralite.1","SRX3436879","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727823","SAMN08118515","simple",28377,"Anolis carolinensis","GSM2871948",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","04D068C3693F4852536646D9E9BF6BB5","AEBB25F13EBC81FACE5E9546D889038C"
"827","SRR6337916","2017-12-06 17:56:12","2017-12-01 15:37:27",27566527,2784219227,0,101,1685,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337916.sralite.1","SRX3436878","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727822","SAMN08118516","simple",28377,"Anolis carolinensis","GSM2871947",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","6F8F2B2D713CE13DDBE5257F2CA18C9E","697B7F54EF7413C7B041AD3C5BDD94F4"
