Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9397470,2020-01-01 00:29:49,2023-06-15 22:41:26,50012,43028315,0,860,1466,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397470/SRR9397470.2,SRX6163358,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,D34D058BF753C45EDF8E4013D93BF5A5,68640D1533B90F7D3330E86246789C37
SRR9397471,2020-01-01 00:29:49,2023-06-15 22:42:24,50012,43431253,0,868,1478,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397471/SRR9397471.2,SRX6163359,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,E64B4E26E35E622B004E91FE9EAC1F09,702490451F273CADDD10ED00B5390D1B
SRR9397472,2020-01-01 00:29:49,2023-06-15 22:40:40,50012,41804680,0,835,1461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397472/SRR9397472.2,SRX6163360,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,C304528A4F6BE00109F3BA544649EB0F,0D28EBA4EDAAF1D0A56A34E2B0C5A18E
SRR9397473,2020-01-01 00:29:49,2023-06-15 22:41:44,50012,45666059,0,913,1432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397473/SRR9397473.2,SRX6163361,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,1DC940C2F3235D92539EF836B9E91419,89685876DD50C2CB6A67A061856A4363
SRR9397474,2020-01-01 00:29:49,2023-06-15 22:41:26,50012,44225468,0,884,1452,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397474/SRR9397474.2,SRX6163362,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,7B59CD1E2F53558B39795FBAACBAA485,CB4A8EE74A14AF2545ABA0C534464723
SRR9397475,2020-01-01 00:29:49,2023-06-15 22:40:44,50012,43956177,0,878,1418,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397475/SRR9397475.2,SRX6163363,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,009448CA0A15072B8C59B5D9FB64EE40,A2E06BC8E2F582AE8BA1763684BD13B7
SRR9397476,2020-01-01 00:29:49,2023-06-15 22:41:34,50012,44651590,0,892,1412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397476/SRR9397476.2,SRX6163364,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,3A90300D8B7F3947BE28AA407C965887,239A57765B0E5886713FAC5ABC58F13E
SRR9397477,2020-01-01 00:29:49,2023-06-15 22:41:34,50012,44995522,0,899,1458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397477/SRR9397477.2,SRX6163365,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,F05793F0E8172A495A07C3B6316DB33D,29CF9AD572C9882D8886A7F5D7653631
SRR9397478,2020-01-01 00:29:49,2023-06-15 22:40:54,50012,44840788,0,896,1424,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397478/SRR9397478.2,SRX6163366,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,BDAE6A7E52C5C4F6E25DCE1A106A3AF0,A4FDC4C9601D248F7EFA1DAE3B90B495
SRR9397479,2020-01-01 00:29:49,2023-06-15 22:42:37,50012,44886332,0,897,1425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397479/SRR9397479.2,SRX6163367,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,D7DBF95A337619961A6B775592829877,7F00C8154BCFC02092817C2FF9A7582A
SRR9397480,2020-01-01 00:29:49,2023-06-15 22:41:01,50012,44423485,0,888,1415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397480/SRR9397480.2,SRX6163368,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,27EE7F810D3F78BE40D76152CBB788B2,8B6CDA715156B086189481A7DE2B5FD8
SRR9397481,2020-01-01 00:29:49,2023-06-15 22:41:02,50012,44740703,0,894,1443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397481/SRR9397481.2,SRX6163369,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,682F310583A19C653CFE5840C0E2288C,AB6F3CD45B88612C73CF434F11C2C626
SRR9397482,2020-01-01 00:29:49,2023-06-15 22:42:15,50012,43942286,0,878,1453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397482/SRR9397482.2,SRX6163370,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,E34717966314A8ECCAFABC7E5535BFFF,A4DC1C6C869FDA91AD44E518951F5828
SRR9397483,2020-01-01 00:29:49,2023-06-15 22:41:14,50012,44033920,0,880,1438,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397483/SRR9397483.2,SRX6163371,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,9B9AC4F17519A485FDFADD6470A8AA81,FC8CAEDBCAFBE7865C4ECB00CF190506
SRR9397484,2020-01-01 00:29:50,2023-06-15 22:41:48,50012,45417754,0,908,1425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397484/SRR9397484.2,SRX6163372,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,41C99B1D55F211DB588F53E87736EAD2,D92E8C8AE56299833F441CED2D7A3F50
SRR9397485,2020-01-01 00:29:50,2023-06-15 22:42:51,50012,44954237,0,898,1430,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397485/SRR9397485.2,SRX6163373,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,301029552E49CB2C98D974B8536CA052,877E94F58C2817A4A15B44413A887A1D
SRR9397486,2020-01-01 00:29:50,2023-06-15 22:41:21,50012,45246865,0,904,1467,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397486/SRR9397486.2,SRX6163374,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,149ECEA350F2191808AAE0762714D2DC,CB542D9DC8C7495E6912343FC68AF8D0
SRR9397487,2020-01-01 00:29:50,2023-06-15 22:41:29,50012,44820765,0,896,1511,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397487/SRR9397487.2,SRX6163375,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,186DD19BBE776D2DA4DF8CB78695C69A,803561EED7C254CB09972C665243F06C
SRR9397488,2020-01-01 00:29:50,2023-06-15 22:41:35,50012,45981755,0,919,1454,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397488/SRR9397488.2,SRX6163376,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,63EB11B521EF42FC3A7EE465992BF9ED,23BDAB193FC167889D02B44132DF7E43
SRR9397489,2020-01-01 00:29:50,2023-06-15 22:41:36,50012,46147044,0,922,1407,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397489/SRR9397489.2,SRX6163377,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,33805CF70FC6F52888559956E37FEB53,358B381CC23DBE8D442E31FAA7434D03
SRR9397490,2020-01-01 00:29:50,2023-06-15 22:42:58,50012,46497695,0,929,1437,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397490/SRR9397490.2,SRX6163378,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,9685FA4D663F836A419818AE74F3E3B0,EC69EDA3D7513F1059614E1F3DF7B1D7
SRR9397491,2020-01-01 00:29:50,2023-06-15 22:41:42,50012,45810943,0,915,1432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397491/SRR9397491.2,SRX6163379,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,2CC9C807ACB5C183C9EA386A3CAEF5F9,406A3A0EF62CAC0428B1BA32A98E0EA5
SRR9397492,2020-01-01 00:29:50,2023-06-15 22:42:00,50012,45554939,0,910,1434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397492/SRR9397492.2,SRX6163380,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,F0259197AFE9019B411040C1823C6B6A,6128E246D924D0E55295F16CA1A565AC
SRR9397493,2020-01-01 00:29:50,2023-06-15 22:41:48,50012,47363038,0,947,1492,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397493/SRR9397493.2,SRX6163381,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,E881F777B45C4EA536368AA7FD9312BE,4A0D849B5DDADC35D0209720D6943FB4
SRR9397494,2020-01-01 00:29:50,2023-06-15 22:42:47,50012,45618961,0,912,1428,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397494/SRR9397494.2,SRX6163382,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,667220DA5D8FA9588FAEF5882577C426,644FBB472DF8EF21E427383D97D14CEF
SRR9397495,2020-01-01 00:29:50,2023-06-15 22:42:46,50012,46092891,0,921,1395,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397495/SRR9397495.2,SRX6163383,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,35089063C9FCC4F99A7C1C4850013036,C50AE97BE7424C1FA66B8826B8DEE895
SRR9397496,2020-01-01 00:29:50,2023-06-15 22:41:55,50012,46100102,0,921,1417,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397496/SRR9397496.2,SRX6163384,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,95A91E0A357C405BB5996971FE519EFB,E41A7EAD3614BBDE7497F7FA55FD818B
SRR9397497,2020-01-01 00:29:50,2023-06-15 22:42:18,50012,46050863,0,920,1456,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397497/SRR9397497.2,SRX6163385,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,0B12B4C5332A9F8D7C888B9EC1BA0DF1,8909A3C16777E0E8216F076BE72847FA
SRR9397498,2020-01-01 00:29:50,2023-06-15 22:42:09,50012,45837992,0,916,1457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397498/SRR9397498.2,SRX6163386,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,F8A8B98D532884F45B85FDF72AD4BF70,6B755303B4D704116CF51E8B4BC6BC39
SRR9397499,2020-01-01 00:29:50,2023-06-15 22:42:10,50012,44300627,0,885,1508,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397499/SRR9397499.2,SRX6163387,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,AE80552C358D31AE9D6928C091CE6AC2,A5A20D0C120F06E51AB786A5530A1365
SRR9397500,2020-01-01 00:29:50,2023-06-15 22:42:47,50012,45962571,0,919,1455,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397500/SRR9397500.2,SRX6163388,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,18A7E8FCDEC32F63C86F0E99E4A92141,BD470E54495E0DB721683D28B3E546C3
SRR9397501,2020-01-01 00:29:50,2023-06-15 22:42:42,50012,46141741,0,922,1432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397501/SRR9397501.2,SRX6163389,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,75E7441DCCBAC4FA3AE0DEA03AE99172,167517B79E52B6F58710B9BFA3AD39BB
SRR9397502,2020-01-01 00:29:50,2023-06-15 22:42:17,50012,44276218,0,885,1468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397502/SRR9397502.2,SRX6163390,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,D286DB9CDDDE028C794E13643B6780A7,20FB8E60B760AD5B089921FF56E5AFC2
SRR9397503,2020-01-01 00:29:50,2023-06-15 22:42:21,50012,44793532,0,895,1427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397503/SRR9397503.2,SRX6163391,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,2FBCE571CCC3416B322407F9B1730A70,4971C520296475F120AB240C7703352D
SRR9397504,2020-01-01 00:29:50,2023-06-15 22:42:27,50012,45580210,0,911,1432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397504/SRR9397504.2,SRX6163392,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,F0E00E52076194A0389FEDC7CE4F9C0E,EF4FECEEB6FAFD1D998F62DEF75D618C
SRR9397505,2020-01-01 00:29:50,2023-06-15 22:43:35,50012,45024683,0,900,1431,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397505/SRR9397505.2,SRX6163393,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,5422635116D249F5685CF34BAF26EBB6,9A220C96759B4951675E8B011EBB9683
SRR9397506,2020-01-01 00:29:50,2023-06-15 22:43:16,50012,45603477,0,911,1450,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397506/SRR9397506.2,SRX6163394,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,C2DFC0BC2AAAC3E8CEBCE8CE1D72739A,84A32D1856B59661B69EB709A663A8E8
SRR9397507,2020-01-01 00:29:50,2023-06-15 22:43:37,50012,45681605,0,913,1434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397507/SRR9397507.2,SRX6163395,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,7230BCB1F80A4166B2C33D1C7A4C5FBD,F3FFDF0CD1FE70BE0368A076F217C574
SRR9397508,2020-01-01 00:29:50,2023-06-15 22:43:40,50012,44877817,0,897,1430,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397508/SRR9397508.2,SRX6163396,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,7E87339172C9131E5D39E2C7564B86B4,8800DD030AC2DE07FDFFB295AA8A1DE3
SRR9397509,2020-01-01 00:29:50,2023-06-15 22:43:24,50012,46035224,0,920,1445,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397509/SRR9397509.2,SRX6163397,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,3693F17657CFA7AA4231C729ABA31726,807C617C6F2AAAFF61718863D9F77E93
SRR9397510,2020-01-01 00:29:50,2023-06-15 22:42:41,50012,44863379,0,897,1433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397510/SRR9397510.2,SRX6163398,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,5A0DB2A0E1C4F1BC5580F5102D255EC4,14E4BD08117EE88B5488AB70D967A6BA
SRR9397511,2020-01-01 00:29:50,2023-06-15 22:42:42,50012,44886304,0,897,1390,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397511/SRR9397511.2,SRX6163399,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,E11CE879E2EE71D8DA03435C7FFFCD89,D37DFA53DB64D1280AAA02A593AF5692
SRR9397512,2020-01-01 00:29:50,2023-06-15 22:43:12,50012,45644880,0,912,1380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397512/SRR9397512.2,SRX6163400,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,007AC0433556D088957EB3711196B2AE,B1F01DADA505B6CC085C9FCBB4ED45BD
SRR9397513,2020-01-01 00:29:50,2023-06-15 22:43:21,50012,45532377,0,910,1406,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397513/SRR9397513.2,SRX6163401,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,7944ED45B67B074501EC3F8E96B7FD6D,82B7A7BAB389E631072B2BC72A13530B
SRR9397514,2020-01-01 00:29:50,2023-06-15 22:42:48,50012,46037440,0,920,1412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397514/SRR9397514.2,SRX6163402,G889P9,WGA,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202322,,,0,SRS5003275,SAMN12110499,simple,28377,Anolis carolinensis,BI ANOLIS CAROLINENSIS,,,,,,,no,,,,,BI,SRA902626,,public,C09B20595241CBE2CA84BAF743A4F887,DA0AF47983EF747D5ABDD6ADE6C33C6E
