,arabidopsis,rice_jp,Group Number,Species 1 Score,Species 2 Score,Total Score
10901,AT5G37770,Os05g0223000,4537,0.8166137897135708,0.7995093197387286,0.8080615547261497
10902,AT5G37770,Os01g0949500,4537,0.7852562670360606,0.5626573203759758,0.6739567937060182
10903,AT5G37770,Os05g0380900,4537,0.8226797444032352,0.6025888163135256,0.7126342803583804
10904,AT1G73630,Os05g0223000,4537,0.6407793020242192,0.6368201370081249,0.6387997195161721
10905,AT1G73630,Os01g0949500,4537,0.6936972161401314,0.5878604428867293,0.6407788295134303
10906,AT1G73630,Os05g0380900,4537,0.5246324679386926,0.218105783017365,0.3713691254780288
10907,AT1G54790,Os05g0401000,4538,0.4626758220752591,0.783565397482874,0.6231206097790666
10908,AT3G66658,Os07g0688800,4539,0.9247955672728898,0.9264425681057831,0.9256190676893364
10909,AT2G02400,Os01g0978400,4540,0.6761584521202914,0.48309064839891663,0.579624550259604
10910,AT2G02400,Os03g0818200,4540,0.595077974887171,0.6006436195634858,0.5978607972253284
10911,AT5G58490,Os01g0978400,4540,0.6621783318686666,0.6373490520949499,0.6497636919818082
10912,AT5G58490,Os03g0818200,4540,0.6211080824781169,0.5990186394774574,0.6100633609777871
10913,AT3G27670,Os01g0169500,4541,0.9518521828499933,0.9029982475704954,0.9274252152102443
10914,AT5G58950,Os01g0747400,4543,0.5131775325081549,0.4783955534313986,0.49578654296977676
10915,AT5G58950,Os01g0201200,4543,0.837052593949685,0.7997196112792736,0.8183861026144793
10916,AT5G58950,Os05g0519200,4543,0.6970284641851736,0.6487239126971484,0.6728761884411609
10917,AT1G50575,Os03g0587100,4545,0.878463865996821,0.857696351760395,0.8680801088786081
10918,AT2G19800,Os06g0561000,4546,0.9877116939988382,0.8491572407200892,0.9184344673594638
10919,AT1G14520,Os06g0561000,4546,0.7808723739730488,0.8194041739684562,0.8001382739707525
10920,AT4G26260,Os06g0561000,4546,0.9918865262714407,0.8470543253146408,0.9194704257930407
10921,AT5G07920,Os12g0576900,4547,0.7959992254643491,0.8562498008602836,0.8261245131623163
10922,AT5G63770,Os12g0576900,4547,0.6265184835272865,0.8488003823482555,0.737659432937771
10923,AT5G63640,Os08g0109000,4548,0.9226060145672282,0.9265700175242951,0.9245880160457617
10924,AT1G55620,Os02g0720700,4549,0.9243104185684283,0.9183750199139716,0.9213427192412
10925,AT1G55620,Os08g0499200,4549,0.9882862122014898,0.974420901704636,0.9813535569530629
10926,AT3G27320,Os01g0902300,4552,0.7259841815988203,0.38786044288672933,0.5569223122427748
10927,AT3G27320,Os12g0256000,4552,0.5419187631261451,0.771814561096065,0.656866662111105
10928,AT5G14310,Os01g0902300,4552,0.8384901661634312,0.8196590728054803,0.8290746194844558
10929,AT5G14310,Os12g0256000,4552,0.7497462544604955,0.6179066433009399,0.6838264488807178
10930,AT1G05310,Os08g0206950,4553,0.7804936175283377,0.8268663374223355,0.8036799774753366
10931,AT1G05310,Os09g0571100,4553,0.750395956526704,0.3335705308622307,0.5419832436944674
10932,AT5G52580,Os02g0709800,4554,0.8728495464497967,0.8579448781264934,0.865397212288145
10933,AT1G11840,Os08g0191700,4555,0.827070021001832,0.708937390473156,0.768003705737494
10934,AT1G67280,Os08g0191700,4555,0.8762455873810269,0.8181870320216664,0.8472163097013466
10935,AT2G46225,Os01g0622700,4556,0.4375195495777291,0.4967532260634061,0.4671363878205676
10936,AT2G46225,Os05g0585400,4556,0.8182671254300907,0.8524964154851044,0.8353817704575975
10937,AT1G79390,Os02g0495900,4557,0.9497564681174314,0.9416217938505655,0.9456891309839985
10938,AT2G46270,Os01g0658900,4559,0.9386861407058913,0.8756093675322606,0.907147754119076
10939,AT2G46270,Os05g0569300,4559,0.9009977466119385,0.8037215230205512,0.8523596348162449
10940,AT4G27600,Os10g0573000,4560,0.9671694764862466,0.9770654771387606,0.9721174768125036
10941,AT5G28650,Os12g0597700,4563,0.5230158375517865,0.6675354468695236,0.5952756422106551
10942,AT3G04670,Os12g0597700,4563,0.7553807885368724,0.8893739047315596,0.822377346634216
10943,AT2G30590,Os12g0597700,4563,0.7142186871620716,0.8309893261111996,0.7726040066366355
10944,AT5G19220,Os07g0243200,4564,0.6325722031070796,0.6458116934841485,0.6391919482956141
10945,AT5G19220,Os05g0580000,4564,0.739890075517226,0.48667834953003025,0.6132842125236281
10946,AT5G19220,Os01g0633100,4564,0.8065895109998958,0.7152716265732038,0.7609305687865497
10947,AT5G19220,Os03g0735000,4564,0.9874286905879024,0.9855153735861081,0.9864720320870053
10948,AT1G27680,Os07g0243200,4564,0.7450288216631663,0.6943826668790823,0.7197057442711243
10949,AT1G27680,Os05g0580000,4564,0.6472474194557397,0.754628007009718,0.7009377132327288
10950,AT1G27680,Os01g0633100,4564,0.6066401537155369,0.7170368010195953,0.6618384773675661
10951,AT1G27680,Os03g0735000,4564,0.6459739041065284,0.39755297116456906,0.5217634376355488
10952,AT4G39210,Os07g0243200,4564,0.48392306562912935,0.48370877807870005,0.4838159218539147
10953,AT4G39210,Os05g0580000,4564,0.7785870682336119,0.7130986139875737,0.7458428411105928
10954,AT4G39210,Os01g0633100,4564,0.8404562951236171,0.7493707184960968,0.794913506809857
10955,AT4G39210,Os03g0735000,4564,0.854091527133218,0.5111358929424884,0.6826137100378532
10956,AT2G21590,Os07g0243200,4564,0.5381473703025158,0.7081025967819021,0.623124983542209
10957,AT2G21590,Os05g0580000,4564,0.8203047499888287,0.8034028994742711,0.8118538247315499
10958,AT2G21590,Os01g0633100,4564,0.8664551588542831,0.7476692687589612,0.8070622138066221
10959,AT2G21590,Os03g0735000,4564,0.8780910675186558,0.5093707184960968,0.6937308930073763
10960,AT4G03415,Os02g0471500,4565,0.6947329447888007,0.7002708300143381,0.6975018874015694
10961,AT4G03415,Os11g0417400,4565,0.7062616100553453,0.7723179862991876,0.7392897981772664
10962,AT4G03415,Os08g0500300,4565,0.8038275679367773,0.6697275768679306,0.736777572402354
10963,AT4G03415,Os07g0566200,4565,0.6810083432810096,0.6486283256332643,0.664818334457137
10964,AT4G03415,Os11g0109000,4565,0.5094444408980358,0.38728338024179987,0.4483639105699178
10965,AT1G16220,Os02g0471500,4565,0.44428130964616064,0.5466241835271627,0.49545274658666166
10966,AT1G16220,Os11g0417400,4565,0.8428948057170945,0.8195252509160427,0.8312100283165686
10967,AT1G16220,Os08g0500300,4565,0.6168793447939075,0.5641484785725664,0.590513911683237
10968,AT1G16220,Os07g0566200,4565,0.4297906838681672,0.4781711008443524,0.4539808923562598
10969,AT1G16220,Os11g0109000,4565,0.6838426330807581,0.5722195670260032,0.6280311000533807
10970,AT3G02750,Os02g0471500,4565,0.8106834851550879,0.792550581487972,0.80161703332153
10971,AT3G02750,Os11g0417400,4565,0.6807402347864387,0.5644989644734746,0.6226195996299566
10972,AT3G02750,Os08g0500300,4565,0.7140622905402386,0.6774765015134618,0.6957693960268503
10973,AT3G02750,Os07g0566200,4565,0.7408093046414687,0.8789867771228294,0.809898040882149
10974,AT3G02750,Os11g0109000,4565,0.5465455497181669,0.3394402846370347,0.4429929171776008
10975,AT1G03590,Os02g0471500,4565,0.7854812866654325,0.8818989963358292,0.8336901415006308
10976,AT1G03590,Os11g0417400,4565,0.7000951146802168,0.6494631193245182,0.6747791170023675
10977,AT1G03590,Os08g0500300,4565,0.9393627954779034,0.6726907758483353,0.8060267856631194
10978,AT1G03590,Os07g0566200,4565,0.6594958283594952,0.8595571132706707,0.759526470815083
10979,AT1G03590,Os11g0109000,4565,0.5676495183622401,0.36476023578142425,0.46620487707183217
10980,AT1G79630,Os02g0471500,4565,0.6150073729836006,0.7033997132388083,0.6592035431112044
10981,AT1G79630,Os11g0417400,4565,0.6368023593547523,0.7312219212999841,0.6840121403273682
10982,AT1G79630,Os08g0500300,4565,0.7130680548728718,0.6752652541022782,0.6941666544875751
10983,AT1G79630,Os07g0566200,4565,0.6716229500871352,0.630919228931018,0.6512710895090766
10984,AT1G79630,Os11g0109000,4565,0.5960498681799902,0.4292071584090064,0.5126285132944983
10985,AT5G36250,Os02g0471500,4565,0.3828887200798367,0.6943444320535288,0.5386165760666828
10986,AT5G36250,Os11g0417400,4565,0.5607042316457393,0.6315246136689502,0.5961144226573447
10987,AT5G36250,Os08g0500300,4565,0.603005794122466,0.6853847379321332,0.6441952660272996
10988,AT5G36250,Os07g0566200,4565,0.4395340870161014,0.7834953003026923,0.6115146936593969
10989,AT5G36250,Os11g0109000,4565,0.4528501422464513,0.305885684952118,0.3793679135992847
10990,AT5G01700,Os02g0471500,4565,0.9446994312269794,0.817186554086347,0.8809429926566632
10991,AT5G01700,Os11g0417400,4565,0.5880385310207912,0.5618607615102756,0.5749496462655335
10992,AT5G01700,Os08g0500300,4565,0.697516166303869,0.66177473315278,0.6796454497283245
10993,AT5G01700,Os07g0566200,4565,0.8586238373985816,0.8020264457543412,0.8303251415764614
10994,AT5G01700,Os11g0109000,4565,0.5415408578195119,0.44637742729187685,0.4939591425556944
10995,AT3G57430,Os04g0118700,4566,0.8934268734081058,0.957922574478254,0.92567472394318
10996,AT2G12190,Os10g0515200,4569,0.8211828053085481,0.7810610164091126,0.8011219108588303
10997,AT2G12190,Os10g0514901,4569,0.3798762232450065,0.3352415343493884,0.35755887879719744
10998,AT2G12190,Os10g0513400,4569,0.4456298315384959,0.42511390791779513,0.4353718697281455
10999,AT2G12190,Os10g0515900,4569,0.144912641315519,0.3089246455313048,0.2269186434234119
11000,AT2G12190,Os10g0513900,4569,0.35540015192814695,0.5522383304126175,0.4538192411703822
11001,AT1G64950,Os10g0515200,4569,0.8389242465832125,0.7064457543412458,0.7726850004622292
11002,AT1G64950,Os10g0514901,4569,0.49526022482812326,0.5018108438213584,0.49853553432474085
11003,AT1G64950,Os10g0513400,4569,0.4778970080368713,0.35110403058786044,0.41450051931236587
11004,AT1G64950,Os10g0515900,4569,0.6639004679131584,0.5663724709256014,0.6151364694193799
11005,AT1G64950,Os10g0513900,4569,0.7000951146802168,0.7569412139557112,0.728518164317964
11006,AT1G64930,Os10g0515200,4569,0.39454846061039367,0.35012267006531783,0.3723355653378557
11007,AT1G64930,Os10g0514901,4569,0.4028508869922695,0.5207016798541413,0.4617762834232054
11008,AT1G64930,Os10g0513400,4569,0.5305867107556191,0.4394073602039191,0.48499703547976913
11009,AT1G64930,Os10g0515900,4569,0.5305777738058001,0.5855281185279592,0.5580529461668796
11010,AT1G64930,Os10g0513900,4569,0.5511774431386568,0.7324199458339972,0.641798694486327
11011,AT1G64900,Os10g0515200,4569,0.7841279771214085,0.8268535924804843,0.8054907848009464
11012,AT1G64900,Os10g0514901,4569,0.3408373921980428,0.33080204627121945,0.33581971923463116
11013,AT1G64900,Os10g0513400,4569,0.5181822244068099,0.47604269555520157,0.4971124599810057
11014,AT1G64900,Os10g0515900,4569,0.2934536842575629,0.37889437629440814,0.3361740302759855
11015,AT1G64900,Os10g0513900,4569,0.33912149783278966,0.5026350167277363,0.42087825728026296
11016,AT1G64940,Os10g0515200,4569,0.6766388131730641,0.3969348414847857,0.5367868273289249
11017,AT1G64940,Os10g0514901,4569,0.6844474730774387,0.5137769281149877,0.5991122005962132
11018,AT1G64940,Os10g0513400,4569,0.2875463604271862,0.3876565238171101,0.33760144212214815
11019,AT1G64940,Os10g0515900,4569,0.7336900665802761,0.52588179066433,0.6297859286223031
11020,AT1G64940,Os10g0513900,4569,0.8496358192948746,0.6758196590728054,0.7627277391838401
11021,AT5G44660,Os06g0574000,4570,0.40946125087507634,0.4952174605703361,0.4523393557227062
11022,AT2G34910,Os06g0574000,4570,0.29688547298806917,0.44960968615580693,0.37324757957193805
11023,AT1G30850,Os06g0574000,4570,0.449412395549399,0.5916329456746854,0.5205226706120422
11024,AT1G03140,Os07g0571900,4571,0.8809263148487422,0.8837470129042537,0.882336663876498
11025,AT2G20060,Os11g0585700,4572,0.9775732209263645,0.9788433965270034,0.978208308726684
11026,AT5G56000,Os06g0716700,4573,0.960056799281072,0.931062609526844,0.9455597044039581
11027,AT5G56000,Os09g0482400,4573,0.36292953215067697,0.41663214911581964,0.3897808406332483
11028,AT5G56000,Os09g0482100,4573,0.9188773205038453,0.9368169507726621,0.9278471356382537
11029,AT4G24190,Os06g0716700,4573,0.9478401307348088,0.9761223514417715,0.9619812410882902
11030,AT4G24190,Os09g0482400,4573,0.23384167555042035,0.4235498203317225,0.3286957479410714
11031,AT4G24190,Os09g0482100,4573,0.8593643275264439,0.8533120917635814,0.8563382096450126
11032,AT5G52640,Os06g0716700,4573,0.6497559716202194,0.766315118687271,0.7080355451537452
11033,AT5G52640,Os09g0482400,4573,0.3225543788571627,0.5418936859433912,0.43222403240027696
11034,AT5G52640,Os09g0482100,4573,0.6695165606645119,0.7069300621315915,0.6882233113980517
11035,AT5G56010,Os06g0716700,4573,0.7728277005724612,0.9144941851202805,0.8436609428463708
11036,AT5G56010,Os09g0482400,4573,0.4048636866903993,0.4371231834032535,0.4209934350468264
11037,AT5G56010,Os09g0482100,4573,0.7760946522285278,0.9205416600286761,0.848318156128602
11038,AT5G56030,Os06g0716700,4573,0.8335989593418432,0.9064011470447667,0.870000053193305
11039,AT5G56030,Os09g0482400,4573,0.3793238700964694,0.42889561538597704,0.40410974274122324
11040,AT5G56030,Os09g0482100,4573,0.7930152772192185,0.9489819977696351,0.8709986374944267
11041,AT5G57500,Os02g0785700,4574,0.7712091196607932,0.5445021507089374,0.6578556351848652
11042,AT2G41560,Os12g0586600,4575,0.39417055530376055,0.8142106101640911,0.6041905827339258
11043,AT2G41560,Os12g0136900,4575,0.44056609193567947,0.5931559662259042,0.5168610290807918
11044,AT2G41560,Os03g0203700,4575,0.2797137622643677,0.3951250597419149,0.3374194110031413
11045,AT2G41560,Os01g0939100,4575,0.3284967412050839,0.5386458499283098,0.4335712955666968
11046,AT3G57330,Os12g0586600,4575,0.7102015282184191,0.9233073124103871,0.816754420314403
11047,AT3G57330,Os12g0136900,4575,0.66042271772644,0.8815676278476979,0.770995172787069
11048,AT3G57330,Os03g0203700,4575,0.9457616515483266,0.8794519675003982,0.9126068095243625
11049,AT3G57330,Os01g0939100,4575,0.8179453952366057,0.7872550581487971,0.8026002266927015
11050,AT4G37640,Os12g0586600,4575,0.8421798497315724,0.9355424565875419,0.8888611531595572
11051,AT4G37640,Os12g0136900,4575,0.6969671822435574,0.8974478253942967,0.797207503818927
11052,AT4G37640,Os03g0203700,4575,0.8229015722648146,0.7833869682969571,0.8031442702808859
11053,AT4G37640,Os01g0939100,4575,0.7846641941105501,0.8013637087780787,0.7930139514443144
11054,AT1G27770,Os12g0586600,4575,0.6051804519117625,0.8720280388720726,0.7386042453919175
11055,AT1G27770,Os12g0136900,4575,0.5404918301383738,0.8753672136370878,0.7079295218877308
11056,AT1G27770,Os03g0203700,4575,0.8979102432339842,0.9196431416281663,0.9087766924310752
11057,AT1G27770,Os01g0939100,4575,0.7970269746935371,0.7918432372152302,0.7944351059543837
11058,AT2G01490,Os05g0473900,4576,0.891679203221274,0.8640433328022941,0.8778612680117841
11059,AT1G20020,Os02g0103800,4577,0.9403458599579964,0.9761287239126971,0.9582372919353468
11060,AT1G20020,Os06g0107700,4577,0.9666093212386613,0.9688832244702884,0.9677462728544748
11061,AT5G66190,Os02g0103800,4577,0.995526560118365,0.9877138760554406,0.9916202180869028
11062,AT5G66190,Os06g0107700,4577,0.9890522364716922,0.9774159630396686,0.9832340997556803
11063,AT5G26820,Os12g0562100,4578,0.7183264923110314,0.9205862673251552,0.8194563798180934
11064,AT4G00355,Os04g0165300,4579,0.7733812949640287,0.8097817428707982,0.7915815189174135
11065,AT4G00355,Os02g0821900,4579,0.9323026051208723,0.9478349530030269,0.9400687790619495
11066,AT2G45980,Os04g0165300,4579,0.7248561399327742,0.8169890074876534,0.7709225737102138
11067,AT2G45980,Os02g0821900,4579,0.9103177085660664,0.9228166321491158,0.916567170357591
11068,AT2G13560,Os10g0503500,4580,0.9003210918399265,0.8175561574000318,0.8589386246199792
11069,AT2G13560,Os07g0496200,4580,0.9565345062016049,0.9737454197865222,0.9651399629940636
11070,AT4G00570,Os10g0503500,4580,0.855500692613611,0.8155998088258721,0.8355502507197415
11071,AT4G00570,Os07g0496200,4580,0.8793511774431386,0.9607392066273698,0.9200451920352541
11072,AT2G04740,Os06g0318200,4583,0.7822400464721391,0.6124199458339971,0.6973299961530681
11073,AT3G06850,Os01g0314100,4584,0.9219506382471662,0.8134650310657957,0.8677078346564809
11074,AT5G11010,Os01g0184000,4585,0.9413686442150628,0.9482746534968933,0.9448216488559781
11075,AT2G31260,Os03g0248000,4586,0.9370987681904166,0.889896447347459,0.9134976077689378
11076,AT2G31260,Os10g0163100,4586,0.9554046204030564,0.8993149593754979,0.9273597898892771
11077,AT4G16160,Os03g0305600,4587,0.9387372089905716,0.8915724072008921,0.9151548080957319
11078,AT4G16160,Os01g0303300,4587,0.8262210107690245,0.7430109925123467,0.7846160016406856
11079,AT5G20070,Os06g0141166,4589,0.6944506506595965,0.645148956507886,0.6697998035837412
11080,AT5G38630,Os08g0384000,4590,0.935242861611332,0.9515054962561733,0.9433741789337526
11081,AT5G38630,Os10g0504200,4590,0.8636310827114706,0.782029631989804,0.8228303573506373
11082,AT1G26100,Os08g0384000,4590,0.7433499518043064,0.7697881153417238,0.7565690335730151
11083,AT1G26100,Os10g0504200,4590,0.5820635417132133,0.5803409271945197,0.5812022344538665
11084,AT4G25570,Os08g0384000,4590,0.6328452765737721,0.8033710371196431,0.7181081568467076
11085,AT4G25570,Os10g0504200,4590,0.6848384646320211,0.8211119961765174,0.7529752304042693
11086,AT5G11900,Os01g0195500,4592,0.915312470520478,0.9302851680739207,0.9227988192971994
11087,AT5G54130,Os10g0203000,4593,0.6733768264891192,0.7316106420264457,0.7024937342577824
11088,AT3G19870,Os02g0829400,4594,0.8802895571741365,0.8053457950542545,0.8428176761141954
11089,AT3G05120,Os05g0407500,4595,0.86143259305599,0.7755297116456906,0.8184811523508403
11090,AT3G63010,Os05g0407500,4595,0.822058945567592,0.8401210769475864,0.8310900112575892
11091,AT5G27320,Os05g0407500,4595,0.8140667590151481,0.7821634538792417,0.798115106447195
11092,AT4G32850,Os02g0227400,4596,0.9287874048587217,0.9529074398598056,0.9408474223592637
11093,AT2G25850,Os02g0227400,4596,0.932213235622682,0.9699792894694917,0.9510962625460868
11094,AT1G13340,Os03g0710000,4597,0.8509912566840937,0.9147841325473952,0.8828876946157445
11095,AT5G46750,Os10g0574800,4598,0.8124581080477233,0.7244033774095906,0.768430742728657
11096,AT5G46750,Os03g0854100,4598,0.8423671001087328,0.8433391747650152,0.842853137436874
11097,AT2G35210,Os10g0574800,4598,0.38865677644220026,0.47000796558865704,0.42933237101542865
11098,AT2G35210,Os03g0854100,4598,0.7028240761428125,0.8770941532579257,0.7899591147003691
11099,AT4G17890,Os10g0574800,4598,0.601686530101562,0.6137390473155967,0.6077127887085794
11100,AT4G17890,Os03g0854100,4598,0.7903455407812171,0.8814720407838139,0.8359087907825156
11101,AT4G39700,Os04g0244800,4600,0.6152464363912596,0.6424279114226541,0.6288371739069569
11102,AT4G39700,Os08g0403300,4600,0.5536797890879842,0.1814561096064999,0.3675679493472421
11103,AT4G39700,Os03g0383900,4600,0.3998123240538004,0.49756252987095745,0.44868742696237895
11104,AT4G39700,Os01g0507700,4600,0.5590866437284955,0.46173012585630074,0.5104083847923981
11105,AT4G38580,Os04g0244800,4600,0.7030251575137405,0.5224852636609846,0.6127552105873626
11106,AT4G38580,Os08g0403300,4600,0.5750033513561821,0.35352556953958897,0.4642644604478855
11107,AT4G38580,Os03g0383900,4600,0.6857172646975587,0.517202485263661,0.6014598749806098
11108,AT4G38580,Os01g0507700,4600,0.5555059058343387,0.48405926397960813,0.5197825849069734
11109,AT1G22990,Os04g0244800,4600,0.770301239044257,0.6939429663852159,0.7321221027147364
11110,AT1G22990,Os08g0403300,4600,0.8203864592443171,0.3602421538951729,0.5903143065697449
11111,AT1G22990,Os03g0383900,4600,0.3016731246768335,0.28884498964473476,0.29525905716078416
11112,AT1G22990,Os01g0507700,4600,0.7861196402239344,0.5194137326748447,0.6527666864493895
11113,AT4G08570,Os04g0244800,4600,0.8237285947639404,0.6178556635335352,0.7207921291487378
11114,AT4G08570,Os08g0403300,4600,0.6123498716554706,0.2649036163772503,0.4386267440163605
11115,AT4G08570,Os03g0383900,4600,0.40575738167230196,0.5733184642345068,0.48953792295340437
11116,AT4G08570,Os01g0507700,4600,0.6822765390172334,0.47982157081408316,0.5810490549156583
11117,AT5G66110,Os04g0244800,4600,0.7048316980843009,0.496275290743986,0.6005534944141435
11118,AT5G66110,Os08g0403300,4600,0.7847152623952303,0.6782475704954596,0.7314814164453449
11119,AT5G66110,Os03g0383900,4600,0.31710851372140975,0.33263660984546756,0.32487256178343865
11120,AT5G66110,Os01g0507700,4600,0.7434137871601565,0.5813477776007646,0.6623807823804606
11121,AT1G71050,Os04g0244800,4600,0.3494858062086267,0.37251553289788114,0.36100066955325394
11122,AT1G71050,Os08g0403300,4600,0.5835445219689377,0.7985725665126653,0.6910585442408015
11123,AT1G71050,Os03g0383900,4600,0.43617421945318635,0.6025043810737613,0.5193393002634739
11124,AT1G71050,Os01g0507700,4600,0.6155771035345636,0.6445244543571771,0.6300507789458704
11125,AT5G17450,Os04g0244800,4600,0.6004098229845583,0.6827656523817109,0.6415877376831346
11126,AT5G17450,Os08g0403300,4600,0.6751737917563022,0.5753767723434762,0.6252752820498892
11127,AT5G17450,Os03g0383900,4600,0.3338333769541598,0.40795284371515056,0.3708931103346552
11128,AT5G17450,Os01g0507700,4600,0.6408303703088992,0.6952556953958897,0.6680430328523945
11129,AT3G17690,Os02g0773400,4601,0.33384614402532986,0.579232117253465,0.45653913063939744
11130,AT3G17690,Os06g0207700,4601,0.7690883672831035,0.601612235144177,0.6853503012136403
11131,AT3G17700,Os02g0773400,4601,0.5496760355690603,0.6207742552174605,0.5852251453932604
11132,AT3G17700,Os06g0207700,4601,0.5704097591492024,0.7291508682491636,0.6497803136991831
11133,AT3G52560,Os09g0297100,4602,0.9389159479869521,0.9726493547873187,0.9557826513871355
11134,AT3G52560,Os12g0605400,4602,0.9300286478891421,0.8922032818225266,0.9111159648558343
11135,AT3G52560,Os03g0712300,4602,0.8902592211944729,0.9692846901386012,0.929771955666537
11136,AT2G36060,Os09g0297100,4602,0.9550024576612002,0.943979608093038,0.9494910328771191
11137,AT2G36060,Os12g0605400,4602,0.9122838375262523,0.822622271785885,0.8674530546560686
11138,AT2G36060,Os03g0712300,4602,0.926165899578474,0.9799139716425044,0.9530399356104892
11139,AT1G23260,Os09g0297100,4602,0.9072612717279592,0.9545897721841644,0.9309255219560618
11140,AT1G23260,Os12g0605400,4602,0.8724786630323071,0.8619722797514736,0.8672254713918903
11141,AT1G23260,Os03g0712300,4602,0.9317663881317306,0.9733630715309861,0.9525647298313584
11142,AT1G70660,Os09g0297100,4602,0.8201140950593562,0.7373203759757846,0.7787172355175704
11143,AT1G70660,Os12g0605400,4602,0.8048468057851855,0.6821602676437788,0.7435035367144822
11144,AT1G70660,Os03g0712300,4602,0.8523615889896778,0.8750613350326589,0.8637114620111683
11145,AT1G64200,Os05g0480700,4604,0.525661458410911,0.7518050023896766,0.6387332304002938
11146,AT1G64200,Os01g0659200,4604,0.7285997289125222,0.9342424725187192,0.8314211007156207
11147,AT4G11150,Os05g0480700,4604,0.8084364806291613,0.7457447825394297,0.7770906315842955
11148,AT4G11150,Os01g0659200,4604,0.971079037391205,0.9569093516010833,0.9639941944961441
11149,AT3G04030,Os03g0325500,4605,0.7552999304194621,0.7545196750039828,0.7549098027117225
11150,AT3G04030,Os07g0685300,4605,0.7419328069044321,0.7157814242472519,0.728857115575842
11151,AT3G04030,Os05g0488600,4605,0.7480226998525403,0.7757718655408634,0.7618972826967019
11152,AT4G25690,Os02g0104200,4607,0.8244187258888542,0.9210769475864267,0.8727478367376404
11153,AT4G25690,Os06g0106900,4607,0.8207247866303231,0.8221061016409112,0.8214154441356172
11154,AT4G25670,Os02g0104200,4607,0.7199706073650397,0.8879400987732994,0.8039553530691695
11155,AT4G25670,Os06g0106900,4607,0.6686824453480694,0.8390377568902342,0.7538601011191518
11156,AT5G52550,Os02g0104200,4607,0.8396152643102909,0.887978333598853,0.863796798954572
11157,AT5G52550,Os06g0106900,4607,0.8918852495643237,0.8815421379639956,0.8867136937641596
11158,AT1G18390,Os01g0136400,4608,0.8962866973501944,0.9297562529870957,0.9130214751686451
11159,AT1G18390,Os01g0689900,4608,0.8440837392198043,0.7761159789708459,0.8100998590953251
11160,AT1G66880,Os01g0136400,4608,0.6510950955296101,0.8888704795284372,0.7699827875290237
11161,AT1G66880,Os01g0689900,4608,0.6648579982509113,0.7810100366417079,0.7229340174463096
11162,AT1G25390,Os01g0136400,4608,0.8811981470724042,0.8565046996973077,0.8688514233848559
11163,AT1G25390,Os01g0689900,4608,0.8617751761323861,0.7800159311773139,0.82089555365485
11164,AT1G73020,Os01g0706700,4610,0.749601560987235,0.70580213477776,0.7277018478824975
11165,AT4G34860,Os04g0432400,4611,0.5364978647073468,0.19754659869364347,0.36702223170049514
11166,AT4G34860,Os02g0550600,4611,0.7782678914543608,0.718081886251394,0.7481748888528774
11167,AT1G22650,Os04g0432400,4611,0.42183892637442844,0.7437501991397164,0.5827945627570724
11168,AT1G22650,Os02g0550600,4611,0.7027719439355349,0.7655950294726781,0.7341834867041065
11169,AT4G09510,Os04g0432400,4611,0.31615577103534565,0.46436195634857413,0.3902588636919599
11170,AT4G09510,Os02g0550600,4611,0.5856271504535502,0.6167277361797037,0.6011774433166269
11171,AT5G13610,Os07g0694800,4612,0.9001934211282261,0.624285486697467,0.7622394539128465
11172,AT5G13610,Os01g0764300,4612,0.884170746809828,0.7443109765811694,0.8142408616954987
11173,AT1G69380,Os07g0694800,4612,0.9290495553867465,0.6620614943444321,0.7955555248655892
11174,AT1G69380,Os01g0764300,4612,0.8448992358907905,0.6817396845626892,0.7633194602267399
11175,AT5G58230,Os03g0640100,4613,0.9751016578041914,0.9142329138123307,0.9446672858082611
11176,AT5G58230,Os09g0540600,4613,0.9323830376692435,0.8602134777760077,0.8962982577226255
11177,AT2G16780,Os03g0640100,4613,0.9482848503805652,0.9411374860602199,0.9447111682203926
11178,AT2G16780,Os09g0540600,4613,0.9213697365089294,0.9418129679783336,0.9315913522436314
11179,AT4G35050,Os03g0640100,4613,0.9725784589719528,0.9230524135733631,0.947815436272658
11180,AT4G35050,Os09g0540600,4613,0.9583091290942402,0.9113780468376612,0.9348435879659507
11181,AT2G36500,Os12g0169400,4615,0.6255418025827785,0.4646168551855982,0.5450793288841883
11182,AT2G36500,Os11g0170300,4615,0.7553807885368724,0.6743221284052892,0.7148514584710808
11183,AT3G52950,Os12g0169400,4615,0.5760608904181003,0.6861048271467262,0.6310828587824132
11184,AT3G52950,Os11g0170300,4615,0.6990035300951785,0.6344941851202803,0.6667488576077294
11185,AT5G64510,Os01g0767600,4616,0.9499754233879977,0.9246519037756891,0.9373136635818433
11186,AT5G46580,Os03g0215900,4617,0.9842620313686938,0.9626828102596782,0.9734724208141861
11187,AT4G16390,Os03g0215900,4617,0.9663970686804594,0.9524677393659392,0.9594324040231993
11188,AT1G52930,Os02g0591800,4619,0.9651778133837208,0.9840624502150709,0.9746201317993959
11189,AT3G15460,Os02g0591800,4619,0.9511595692390187,0.9782762466146249,0.9647179079268218
11190,AT4G10650,Os10g0572000,4621,0.7937016846150409,0.682701927672455,0.7382018061437479
11191,AT3G26120,Os01g0907900,4622,0.9010743490389588,0.6421793850565557,0.7716268670477573
11192,AT3G47590,Os03g0196800,4623,0.5496096467989761,0.21164250438107374,0.3806260755900249
