,arabidopsis,brome,Group Number,Species 1 Score,Species 2 Score,Total Score
10662,AT3G22260,LOC100841273,4362,0.8499564622465481,0.8937718819259307,0.8718641720862395
10663,AT3G22260,LOC100835946,4362,0.7924949205954306,0.5243632158802557,0.6584290682378431
10664,AT5G03330,LOC100840439,4362,0.6467554007546543,0.803012880223557,0.7248841404891057
10665,AT5G03330,LOC100845748,4362,0.8658871335572417,0.7963318665082068,0.8311095000327242
10666,AT5G03330,LOC100833552,4362,0.7166977650619895,0.7297144509041853,0.7232061079830874
10667,AT5G03330,LOC100831130,4362,0.6829953974374922,0.8736710243150355,0.7783332108762638
10668,AT5G03330,LOC100839638,4362,0.8236430733507484,0.9066970738444737,0.8651700735976111
10669,AT5G03330,LOC100841273,4362,0.7845005597711158,0.8545851668647416,0.8195428633179287
10670,AT5G03330,LOC100835946,4362,0.714044035327777,0.5241319500208781,0.6190879926743276
10671,AT3G02070,LOC100840439,4362,0.48216610689555084,0.7381556547714644,0.6101608808335076
10672,AT3G02070,LOC100845748,4362,0.8578430153004104,0.8313236758423537,0.844583345571382
10673,AT3G02070,LOC100833552,4362,0.7867230584235188,0.7981306009700319,0.7924268296967754
10674,AT3G02070,LOC100831130,4362,0.6283949081560725,0.8760222272187068,0.7522085676873896
10675,AT3G02070,LOC100839638,4362,0.8369200149272298,0.9035043201747341,0.870212167550982
10676,AT3G02070,LOC100841273,4362,0.8486461831902807,0.9106992580220344,0.8796727206061576
10677,AT3G02070,LOC100835946,4362,0.720777874528341,0.576751357080911,0.648764615804626
10678,AT1G74160,LOC100845831,4363,0.7162997056018576,0.9648797096328654,0.8405897076173615
10679,AT1G74160,LOC100840496,4363,0.7128498569473815,0.776545787428131,0.7446978221877563
10680,AT3G02170,LOC100845831,4363,0.670763361943857,0.820267882953779,0.745515622448818
10681,AT3G02170,LOC100840496,4363,0.5848571547041506,0.7283589760061671,0.6566080653551588
10682,AT1G18620,LOC100845831,4363,0.5011817390222665,0.8183792117688625,0.6597804753955645
10683,AT1G18620,LOC100840496,4363,0.47330099100219764,0.7236372980438762,0.5984691445230369
10684,AT5G15580,LOC100845831,4363,0.976442225104994,0.9182025503485048,0.9473223877267494
10685,AT5G15580,LOC100840496,4363,0.9383540952144012,0.8491247229627726,0.8937394090885868
10686,AT1G42550,LOC100830146,4364,0.9563876103993034,0.9324154077309893,0.9444015090651463
10687,AT2G19160,LOC100845873,4366,0.8686652568727453,0.8133812995856486,0.841023278229197
10688,AT2G19160,LOC100843748,4366,0.869701870050172,0.9428002441139627,0.9062510570820673
10689,AT2G19160,LOC100832202,4366,0.9197329684454949,0.9517168278032955,0.9357248981243952
10690,AT2G19160,LOC100826766,4366,0.91372061201642,0.8970160280088652,0.9053683200126426
10691,AT5G57270,LOC100845873,4366,0.7349264926077963,0.7874666752320689,0.7611965839199326
10692,AT5G57270,LOC100843748,4366,0.8329302059865563,0.9020460604503261,0.8674881332184412
10693,AT5G57270,LOC100832202,4366,0.7897702404481856,0.8687630488549128,0.8292666446515492
10694,AT5G57270,LOC100826766,4366,0.8519670310937882,0.8473067163459994,0.8496368737198938
10695,AT4G31350,LOC100845873,4366,0.8344653149230833,0.8171200976455851,0.8257927062843342
10696,AT4G31350,LOC100843748,4366,0.8941327694157648,0.8636173834837632,0.8788750764497639
10697,AT4G31350,LOC100832202,4366,0.8397810672969275,0.8392445315260335,0.8395127994114805
10698,AT4G31350,LOC100826766,4366,0.9090765849815483,0.8283750361352905,0.8687258105584195
10699,AT4G30060,LOC100845873,4366,0.5010988099680723,0.7461985674364823,0.6236486887022773
10700,AT4G30060,LOC100843748,4366,0.5499191441721607,0.8794333986445252,0.714676271408343
10701,AT4G30060,LOC100832202,4366,0.7945598540448647,0.9047313140397649,0.8496455840423148
10702,AT4G30060,LOC100826766,4366,0.6418542936517809,0.846837760575595,0.7443460271136879
10703,AT4G32600,LOC100842792,4367,0.6654807811916905,0.7768348697523528,0.7211578254720217
10704,AT4G32600,LOC100827580,4367,0.6519135879255298,0.6332637394404651,0.6425886636829974
10705,AT1G80400,LOC100842792,4367,0.8802421528382468,0.8770886197925032,0.878665386315375
10706,AT1G80400,LOC100827580,4367,0.8078865530538624,0.6878553303568561,0.7478709417053593
10707,AT4G00340,LOC100823236,4368,0.49441472820002486,0.5283654000578164,0.5113900641289206
10708,AT2G19130,LOC100823236,4368,0.90127296098188,0.8792149808884463,0.8902439709351632
10709,AT5G23810,LOC100821568,4369,0.6419206368951362,0.5380528699450744,0.5899867534201053
10710,AT5G23810,LOC100835486,4369,0.642517726085334,0.5581537275559696,0.6003357268206517
10711,AT3G51960,LOC100829391,4370,0.7607579715553344,0.7109305238814121,0.7358442477183733
10712,AT3G51960,LOC100823248,4370,0.793987643570925,0.6604695981755694,0.7272286208732472
10713,AT3G51960,LOC100844010,4370,0.6902185180578015,0.7984646516557993,0.7443415848568005
10714,AT1G32380,LOC100845512,4372,0.9074511755193432,0.921183310313815,0.9143172429165791
10715,AT2G44530,LOC100845512,4372,0.8022390844632417,0.8646131114894163,0.833426097976329
10716,AT2G35390,LOC100845512,4372,0.6180121905709666,0.7921498088844634,0.705080999727715
10717,AT1G60080,LOC100834643,4373,0.9736036820500062,0.9780297433591366,0.9758167127045714
10718,AT1G04945,LOC100824581,4374,0.9770452377990629,0.9678283493399288,0.9724367935694959
10719,AT5G21010,LOC106865736,4375,0.8711199568768918,0.8410946584010536,0.8561073076389727
10720,AT5G21010,LOC100826375,4375,0.928034166770328,0.9271705264510326,0.9276023466106803
10721,AT3G03740,LOC106865736,4375,0.7956545175602272,0.8223621237914752,0.8090083206758512
10722,AT3G03740,LOC100826375,4375,0.8343243355309533,0.9066521054829281,0.8704882205069406
10723,AT1G48540,LOC100825962,4376,0.690508769747481,0.927125558089487,0.808817163918484
10724,AT3G17920,LOC100825962,4376,0.8945722934029938,0.9581473035043202,0.926359798453657
10725,AT5G08040,LOC100831900,4377,0.9325123356968115,0.9413484084412038,0.9369303720690076
10726,AT1G78690,LOC100829051,4378,0.8017580959489157,0.8120579449458774,0.8069080204473965
10727,AT1G15480,LOC100825102,4380,0.9805448438860555,0.9839527189798607,0.9822487814329581
10728,AT1G80270,LOC100825102,4380,0.9903636439026412,0.9827899656313237,0.9865768047669825
10729,AT5G62290,LOC100839422,4381,0.8407347514201601,0.9055921369607811,0.8731634441904705
10730,AT5G62290,LOC100838940,4381,0.898005556246631,0.9414897375774902,0.9197476469120607
10731,AT4G32680,LOC100844156,4382,0.843819712236182,0.9279478367006071,0.8858837744683945
10732,AT4G26860,LOC100833669,4383,0.8307003358626694,0.8314200366170944,0.8310601862398819
10733,AT4G26860,LOC100822956,4383,0.6711863001202472,0.7010888767545691,0.6861375884374081
10734,AT1G11930,LOC100833669,4383,0.8139652527262927,0.7530466064947162,0.7835059296105045
10735,AT1G11930,LOC100822956,4383,0.7788696769913339,0.5791218321395304,0.6789957545654322
10736,AT1G48200,LOC100843927,4385,0.9306713106937016,0.9484277133588155,0.9395495120262585
10737,AT1G09150,LOC100837868,4386,0.9284405191358793,0.8966627051681495,0.9125516121520144
10738,AT1G05910,LOC100831484,4388,0.9601608823651366,0.9371599267658112,0.9486604045654738
10739,AT1G16900,LOC100845981,4389,0.929999585354729,0.8797096328654482,0.9048546091100886
10740,AT2G26790,LOC100845529,4390,0.9679562134593855,0.9795715157549867,0.9737638646071861
10741,AT2G36650,LOC100824764,4391,0.22749927437077583,0.2910802042848425,0.2592897393278092
10742,AT4G21660,LOC100838398,4392,0.9700543185304972,0.9464041370892623,0.9582292278098797
10743,AT3G08000,LOC100841323,4393,0.7003773271965833,0.7897472135675971,0.7450622703820902
10744,AT5G17610,LOC100840793,4394,0.7849400837583448,0.8725982076895897,0.8287691457239672
10745,AT1G79720,LOC100830764,4395,0.8184434216527761,0.7927087013779591,0.8055760615153675
10746,AT1G12250,LOC100832459,4396,0.962192644192893,0.9586676516879196,0.9604301479404063
10747,AT1G51580,LOC100835469,4398,0.7531865489074097,0.90611890919603,0.8296527290517198
10748,AT5G42660,LOC100835411,4399,0.8506116017746818,0.9396074904442232,0.8951095461094525
10749,AT5G42660,LOC100839040,4399,0.5445702201766389,0.498262294028844,0.5214162571027414
10750,AT3G53780,LOC100824334,4400,0.68627938798358,0.7130311887707577,0.6996552883771688
10751,AT3G53780,LOC100836172,4400,0.5635775593979351,0.3948093662673048,0.47919346283261993
10752,AT3G53780,LOC100842800,4400,0.6650993075423975,0.8079979443034723,0.7365486259229349
10753,AT3G53780,LOC100837307,4400,0.8784923497947505,0.9185044807760254,0.898498415285388
10754,AT2G29050,LOC100824334,4400,0.6898702160301862,0.572267369029647,0.6310687925299165
10755,AT2G29050,LOC100836172,4400,0.8042293817639009,0.6786496643433013,0.7414395230536011
10756,AT2G29050,LOC100842800,4400,0.8428245635858523,0.8557993126264735,0.8493119381061629
10757,AT2G29050,LOC100837307,4400,0.40306837500518305,0.30455144059358236,0.3538099077993827
10758,AT1G12750,LOC100824334,4400,0.4861467014968694,0.5558410689621944,0.5209938852295319
10759,AT1G12750,LOC100836172,4400,0.6423352821661069,0.6638936177046864,0.6531144499353967
10760,AT1G12750,LOC100842800,4400,0.6791309035120454,0.8203064272636752,0.7497186653878603
10761,AT1G12750,LOC100837307,4400,0.4829207612887175,0.4395528860052035,0.4612368236469605
10762,AT1G63120,LOC100824334,4400,0.7121034954596343,0.6523624449940577,0.6822329702268459
10763,AT1G63120,LOC100836172,4400,0.8224074304432558,0.6656923521665115,0.7440498913048836
10764,AT1G63120,LOC100842800,4400,0.888020898121657,0.9041659974946199,0.8960934478081384
10765,AT1G63120,LOC100837307,4400,0.5896836256582494,0.6291138020749687,0.609398713866609
10766,AT5G07250,LOC100824334,4400,0.6715097234316042,0.6628657694407863,0.6671877464361953
10767,AT5G07250,LOC100836172,4400,0.760807728987851,0.6307969036071049,0.695802316297478
10768,AT5G07250,LOC100842800,4400,0.7639341543309698,0.8700478591847879,0.8169910067578788
10769,AT5G07250,LOC100837307,4400,0.6761703362773148,0.6168117431664151,0.646491039721865
10770,AT1G72390,LOC100843036,4401,0.8548409835385827,0.8393794366106704,0.8471102100746266
10771,AT1G72390,LOC100825324,4401,0.9784467388149438,0.9830983201104937,0.9807725294627188
10772,AT3G54660,LOC100834653,4402,0.9586432806733839,0.9714772106767738,0.9650602456750789
10773,AT3G54660,LOC100836968,4402,0.30935854376580835,0.5844537950085118,0.4469061693871601
10774,AT5G27390,LOC100839022,4403,0.9861591408549986,0.9825137314104005,0.9843364361326996
10775,AT2G19480,LOC100821844,4404,0.9770701165153212,0.9822246490861786,0.9796473828007499
10776,AT2G19480,LOC100827771,4404,0.9726334121159348,0.9871197764430026,0.9798765942794687
10777,AT5G56950,LOC100821844,4404,0.9833644317286561,0.9709504384415251,0.9771574350850906
10778,AT5G56950,LOC100827771,4404,0.9931168885018866,0.9782610092185141,0.9856889488602003
10779,AT4G26110,LOC100821844,4404,0.9929510303934984,0.9859120547329201,0.9894315425632092
10780,AT4G26110,LOC100827771,4404,0.9735705104283285,0.9835223075193524,0.9785464089738405
10781,AT2G41950,LOC100836190,4405,0.9759551814533777,0.974714932708059,0.9753350570807183
10782,AT5G50380,LOC100823695,4406,0.9331260106978481,0.9417980920566601,0.937462051377254
10783,AT5G50380,LOC100833952,4406,0.8812538872994153,0.9150676131436096,0.8981607502215125
10784,AT5G50380,LOC100823665,4406,0.8723721855952233,0.9390421738990782,0.9057071797471508
10785,AT2G27170,LOC100829877,4407,0.9745656590786581,0.9883146500497865,0.9814401545642223
10786,AT1G42990,LOC100823661,4408,0.8518140730604967,0.8657565926830051,0.858785332871751
10787,AT3G11700,LOC100837295,4409,0.8379151635775594,0.6241094658401054,0.7310123147088323
10788,AT3G11700,LOC100825043,4409,0.8386615250653067,0.6315228214434845,0.7350921732543956
10789,AT2G35860,LOC100837295,4409,0.7423083302234939,0.7792310410175698,0.7607696856205318
10790,AT2G35860,LOC100825043,4409,0.7526640958659866,0.8306876947290656,0.791675895297526
10791,AT3G52370,LOC100837295,4409,0.8539560120602538,0.7925159798284779,0.8232359959443658
10792,AT3G52370,LOC100825043,4409,0.864938188237106,0.8715189670124948,0.8682285776248004
10793,AT5G06390,LOC100837295,4409,0.869852063781657,0.7793980663604535,0.8246250650710553
10794,AT5G06390,LOC100825043,4409,0.8701008509442394,0.810818102977548,0.8404594769608937
10795,AT1G27752,LOC100834200,4410,0.9428204171331426,0.9471621751838885,0.9449912961585155
10796,AT1G27750,LOC100834200,4410,0.9646556371024588,0.9640959753316417,0.9643758062170502
10797,AT5G27710,LOC100836840,4411,0.8919388352153622,0.8725532393280442,0.8822460372717031
10798,AT3G04550,LOC100844485,4412,0.9849400837583447,0.9835365831896844,0.9842383334740146
10799,AT5G28500,LOC100844485,4412,0.9831073516606542,0.9907600723776485,0.9869337120191514
10800,AT5G57280,LOC100841945,4413,0.9588671891197081,0.9961391449587255,0.9775031670392168
10801,AT5G41960,LOC100846877,4414,0.6747273707343368,0.8336234863328301,0.7541754285335834
10802,AT2G17020,LOC100845935,4415,0.7295020110295642,0.9020332123470273,0.8157676116882957
10803,AT1G28200,LOC100822513,4416,0.8753410457353733,0.8994635916872772,0.8874023187113252
10804,AT1G28200,LOC100824228,4416,0.8087241365012232,0.7972569299457167,0.8029905332234699
10805,AT2G22475,LOC100822513,4416,0.8264543682879296,0.8430604182057624,0.834757393246846
10806,AT2G22475,LOC100824228,4416,0.8162126300949537,0.849593678733177,0.8329031544140654
10807,AT2G39190,LOC100835126,4417,0.9909275614711615,0.9828927504577137,0.9869101559644375
10808,AT1G21190,LOC100822834,4418,0.9210598333126011,0.9262904313750683,0.9236751323438347
10809,AT1G76860,LOC100822834,4418,0.9193183231745242,0.9179648604374779,0.9186415918060011
10810,AT3G56160,LOC100844596,4421,0.9256043454824397,0.9782674332701635,0.9519358893763017
10811,AT1G75000,LOC104584344,4422,0.7917568520131028,0.8694118780714998,0.8305843650423013
10812,AT4G36830,LOC104584344,4422,0.7332835759008168,0.7716442360196576,0.7524639059602372
10813,AT5G14390,LOC100837435,4423,0.6645519757847161,0.6455786464523174,0.6550653111185167
10814,AT5G14390,LOC100843541,4423,0.6922834515072356,0.523547361320785,0.6079154064140103
10815,AT5G14390,LOC100822551,4423,0.5949827922212547,0.8509555776828446,0.7229691849520496
10816,AT4G24760,LOC100837435,4423,0.6584566903014472,0.7272476150708252,0.6928521526861362
10817,AT4G24760,LOC100843541,4423,0.5485176431562798,0.50827739055022,0.52839751685325
10818,AT4G24760,LOC100822551,4423,0.7437409296346975,0.7798027816143641,0.7617718556245308
10819,AT1G13610,LOC100837435,4423,0.40898950947464446,0.6212571869077826,0.5151233481912135
10820,AT1G13610,LOC100843541,4423,0.5907285317410955,0.4755468473966531,0.5331376895688743
10821,AT1G13610,LOC100822551,4423,0.6988514325994112,0.5197186265377574,0.6092850295685843
10822,AT3G30380,LOC100837435,4423,0.806435294605465,0.6476664632383644,0.7270508789219148
10823,AT3G30380,LOC100843541,4423,0.5823692830783265,0.4046188931359008,0.49349408810711365
10824,AT3G30380,LOC100822551,4423,0.7802462992909566,0.9278450518742171,0.8540456755825868
10825,AT3G01690,LOC100837435,4423,0.5482356843720197,0.6704076060771529,0.6093216452245863
10826,AT3G01690,LOC100843541,4423,0.6034166770327984,0.6586772877653936,0.6310469823990961
10827,AT3G01690,LOC100822551,4423,0.48627109507816063,0.7142132142742427,0.6002421546762017
10828,AT5G67330,LOC100845842,4424,0.7308952191400258,0.821604085696849,0.7762496524184374
10829,AT5G67330,LOC100828548,4424,0.5006012356429075,0.8120129765843318,0.6563071061136196
10830,AT1G47240,LOC100845842,4424,0.6094870837998093,0.5991712973372306,0.60432919056852
10831,AT1G47240,LOC100828548,4424,0.8407679230418377,0.8742427649118298,0.8575053439768338
10832,AT2G23150,LOC100845842,4424,0.6910809802214205,0.6294799730189831,0.6602804766202017
10833,AT2G23150,LOC100828548,4424,0.8641124517974872,0.8374136768059616,0.8507630643017243
10834,AT5G42620,LOC100831389,4425,0.8674461997760916,0.8910545080782449,0.8792503539271683
10835,AT5G14530,LOC100832902,4426,0.8246548078119169,0.8785404554652619,0.8515976316385894
10836,AT5G14530,LOC100820899,4426,0.892192229547622,0.8705039668518936,0.8813480981997578
10837,AT5G66240,LOC100832902,4426,0.6813451092590289,0.8733690938875148,0.7773571015732719
10838,AT5G66240,LOC100820899,4426,0.8001907368246466,0.9091767577811326,0.8546837473028897
10839,AT5G20580,LOC100833978,4427,0.9038852261889954,0.9057013458388206,0.904793286013908
10840,AT5G20580,LOC100843973,4427,0.8778952606045528,0.8619920984164713,0.869943679510512
10841,AT2G06005,LOC100833978,4427,0.8273168304515488,0.9056563774772749,0.8664866039644119
10842,AT2G06005,LOC100843973,4427,0.8452212132520629,0.8934185590852151,0.869319886168639
10843,AT2G01950,LOC100835156,4428,0.4736769360478777,0.46707994732277647,0.47037844168532705
10844,AT2G01950,LOC100827955,4428,0.5291011872676259,0.6977804901551409,0.6134408387113834
10845,AT2G01950,LOC100825302,4428,0.8758690273804094,0.8039957601259113,0.8399323937531604
10846,AT1G55610,LOC100835156,4428,0.6433967740597918,0.7501814794590949,0.6967891267594433
10847,AT1G55610,LOC100827955,4428,0.8203342040884024,0.8014711078277069,0.8109026559580547
10848,AT1G55610,LOC100825302,4428,0.566463490483891,0.7978864870073555,0.6821749887456232
10849,AT3G13380,LOC100835156,4428,0.5897333830907658,0.7830918960588443,0.6864126395748051
10850,AT3G13380,LOC100827955,4428,0.7702201766388855,0.8226769023222947,0.7964485394805901
10851,AT3G13380,LOC100825302,4428,0.506024795787204,0.7621816079401278,0.6341032018636659
10852,AT4G39400,LOC100835156,4428,0.5700626114359166,0.6215013008704591,0.5957819561531879
10853,AT4G39400,LOC100827955,4428,0.8246465149064975,0.822098737673851,0.8233726262901743
10854,AT4G39400,LOC100825302,4428,0.8132852344819007,0.8263193396074904,0.8198022870446955
10855,AT2G41600,LOC100843704,4429,0.6463241696728449,0.8389597319029112,0.7426419507878781
10856,AT3G04880,LOC100821107,4430,0.8118008044118257,0.7714515144701763,0.791626159441001
10857,AT2G31955,LOC100846904,4431,0.8725878011361281,0.8572383001959336,0.8649130506660309
10858,AT3G55580,LOC100821086,4433,0.8171368283322508,0.9668968618507693,0.89201684509151
10859,AT3G53830,LOC100821086,4433,0.7587510884438363,0.9575691388558764,0.8581601136498563
10860,AT3G09250,LOC100842754,4434,0.864046108554132,0.900555680467671,0.8823008945109014
10861,AT3G09250,LOC100845596,4434,0.8804909400008293,0.947269242711378,0.9138800913561036
10862,AT3G01800,LOC100834456,4435,0.8148691794170088,0.7346995149841005,0.7747843472005547
10863,AT3G01800,LOC100835288,4435,0.9583696147945433,0.9848071178492275,0.9715883663218854
10864,AT3G54090,LOC100827047,4436,0.9936310486378903,0.9885073715992677,0.991069210118579
10865,AT3G09660,LOC100830613,4437,0.9063565120039805,0.9093951755372114,0.9078758437705959
10866,AT2G06000,LOC100828567,4438,0.9512128374175893,0.7824173706356599,0.8668151040266245
10867,AT1G15060,LOC100829006,4439,0.6195961355060745,0.8700799794430347,0.7448380574745546
10868,AT1G15060,LOC100824080,4439,0.8675291288302858,0.7322904956155848,0.7999098122229353
10869,AT1G73750,LOC100829006,4439,0.21371646556371024,0.6172678508335208,0.4154921581986155
10870,AT1G73750,LOC100824080,4439,0.49861923124766766,0.6965727684450583,0.597595999846363
10871,AT5G53440,LOC100828979,4440,0.9739188124559439,0.9596248353836765,0.9667718239198102
10872,AT5G53440,LOC100838094,4440,0.9917900236347804,0.9867728776539364,0.9892814506443584
10873,AT4G11860,LOC100832934,4441,0.8741800389766554,0.9785822118009829,0.9263811253888192
10874,AT3G14170,LOC100833519,4442,0.8888888888888888,0.6271351941669611,0.758012041527925
10875,AT1G14710,LOC100828230,4444,0.8917692913712318,0.943609674621784,0.9176894829965079
10876,AT1G14710,LOC100841736,4444,0.6288095534270431,0.7368901165965374,0.6828498350117902
10877,AT4G02940,LOC100828230,4444,0.7774847617862918,0.8302251630103107,0.8038549623983012
10878,AT4G02940,LOC100841736,4444,0.8110295642078201,0.8894549192175506,0.8502422417126854
10879,AT2G48080,LOC100828230,4444,0.6300488820702778,0.8299103844794912,0.7299796332748845
10880,AT2G48080,LOC100841736,4444,0.5031858578319581,0.8401695949635435,0.6716777263977508
10881,AT2G35480,LOC100821833,4445,0.8839242028444665,0.9320399576012591,0.9079820802228629
10882,AT1G32260,LOC100821833,4445,0.7112742049176929,0.8146853820704718,0.7629797934940823
10883,AT1G13730,LOC100824546,4446,0.9628975411535432,0.9713872739536826,0.9671424075536129
10884,AT1G13730,LOC100844531,4446,0.9723597462370942,0.9432820479876658,0.95782089711238
10885,AT2G41475,LOC104582503,4448,0.9022764025376291,0.9672630327947837,0.9347697176662064
10886,AT5G62200,LOC104582503,4448,0.7059501596384293,0.9519802139209199,0.8289651867796746
10887,AT4G11990,LOC100828451,4449,0.9517675406467545,0.9753573378729965,0.9635624392598755
10888,AT4G22860,LOC100828451,4449,0.9295683542729196,0.9750361352905277,0.9523022447817237
10889,AT5G64816,LOC100828533,4450,0.9175933988472861,0.8860630199466804,0.9018282093969832
10890,AT4G02560,LOC100832034,4451,0.9674503462288012,0.983702180965535,0.9755762635971681
10891,AT4G22305,LOC100836922,4452,0.5190280714848448,0.6968168824077345,0.6079224769462896
10892,AT4G22305,LOC100831492,4452,0.7099390471451672,0.8338483281405583,0.7718936876428628
10893,AT4G22300,LOC100836922,4452,0.8878467471078493,0.9066264092763305,0.8972365781920899
10894,AT4G22300,LOC100831492,4452,0.684396898453373,0.7248257475990108,0.7046113230261919
10895,AT3G13800,LOC100825955,4453,0.6921590579259443,0.7958179423762567,0.7439885001511005
10896,AT1G50920,LOC100839587,4454,0.9945349753286064,0.9922012012976584,0.9933680883131324
10897,AT1G53250,LOC100825588,4455,0.8616743376041797,0.9463848649343141,0.9040296012692468
10898,AT3G12260,LOC100845666,4456,0.9688933117717792,0.9970642083962354,0.9829787600840073
10899,AT5G38600,LOC100833249,4457,0.9039266907160923,0.933768027494941,0.9188473591055166
10900,AT1G67210,LOC100833249,4457,0.8248621304474023,0.8402531076349853,0.8325576190411939
10901,AT4G02780,LOC100825198,4458,0.571316683022119,0.7001830854720071,0.635749884247063
10902,AT3G07760,LOC100846852,4460,0.8145125844839739,0.8380239617126521,0.8262682730983131
10903,AT3G07760,LOC100829221,4460,0.8937181241447941,0.8794526707994732,0.8865853974721336
10904,AT5G18110,LOC100825140,4461,0.9104366214703321,0.8896283686120836,0.9000324950412079
10905,AT1G20270,LOC100835020,4462,0.7595555002695195,0.8048180387370315,0.7821867695032755
10906,AT1G20270,LOC100835342,4462,0.7846581249740846,0.8463109883403462,0.8154845566572154
10907,AT5G66060,LOC100835020,4462,0.85275946427831,0.8213599717341727,0.8370597180062413
10908,AT5G66060,LOC100835342,4462,0.8638387859186466,0.855638711335239,0.8597387486269428
10909,AT5G67170,LOC100838441,4465,0.8075631297425053,0.850962001734494,0.8292625657384997
10910,AT1G29630,LOC100842034,4466,0.9056800478619113,0.9256801464683776,0.9156800971651444
10911,AT4G12760,LOC100831542,4467,0.7590413401335158,0.6687951691131596,0.7139182546233377
10912,AT5G63010,LOC100836424,4468,0.814653563876104,0.7959528474608937,0.8053032056684988
10913,AT3G03420,LOC100840889,4469,0.9822448894970353,0.9426781871326246,0.96246153831483
10914,AT3G03420,LOC100837076,4469,0.9771862171911929,0.8964121671538239,0.9367991921725084
10915,AT5G32440,LOC100825830,4471,0.7593481776340341,0.7727941412648958,0.7660711594494649
10916,AT5G32440,LOC100830187,4471,0.8383381017539495,0.7650724311823467,0.8017052664681481
10917,AT5G32440,LOC100823885,4471,0.8313886470124807,0.8752770372273793,0.85333284211993
10918,AT4G18930,LOC100828082,4472,0.6345482439772774,0.6110814890951723,0.6228148665362249
10919,AT2G25080,LOC100823240,4473,0.9600116100675872,0.9751067998586709,0.967559204963129
10920,AT4G31870,LOC100823240,4473,0.8409171953393872,0.9142196383258921,0.8775684168326396
10921,AT1G80670,LOC100830773,4474,0.9211510552722146,0.8615359907493656,0.8913435230107901
10922,AT1G80670,LOC100846303,4474,0.8776630592528092,0.7729675906594289,0.825315324956119
10923,AT4G32690,LOC100825579,4477,0.7494630343740929,0.7358494202293386,0.7426562273017158
10924,AT4G22990,LOC100833029,4479,0.6641207447029067,0.6714675745992997,0.6677941596511032
10925,AT4G22990,LOC100826685,4479,0.6257245926110213,0.7508645702844785,0.6882945814477499
10926,AT4G22990,LOC100823997,4479,0.573578803333748,0.741264895769762,0.657421849551755
10927,AT1G63010,LOC100833029,4479,0.6207571422647924,0.5739440465101339,0.5973505943874631
10928,AT1G63010,LOC100826685,4479,0.7583198573620269,0.7651045514405935,0.7617122044013103
10929,AT1G63010,LOC100823997,4479,0.5188622133764564,0.569511450872065,0.5441868321242607
10930,AT4G11810,LOC100833029,4479,0.6291182337954325,0.6677352005910127,0.6484267171932225
10931,AT4G11810,LOC100826685,4479,0.7179076078192883,0.7126486008058617,0.715278104312575
10932,AT4G11810,LOC100823997,4479,0.6013646436584613,0.6955384961295089,0.6484515698939851
10933,AT2G43090,LOC100844678,4480,0.9076419123439896,0.8787396010663926,0.8931907567051911
10934,AT5G45520,LOC100830451,4481,0.26092244751281946,0.40358462082035135,0.33225353416658543
10935,AT5G45520,LOC100838112,4481,0.24164604958236005,0.7583143288472038,0.49998018921478193
10936,AT5G45520,LOC100836124,4481,0.5569146706104039,0.7312883435582822,0.644101507084343
10937,AT5G45500,LOC100830451,4481,0.7630882779781897,0.8338740243471557,0.7984811511626727
10938,AT5G45500,LOC100838112,4481,0.7450595015963842,0.9164552082998747,0.8307573549481295
10939,AT5G45500,LOC100836124,4481,0.7448770576771572,0.8979282433430765,0.8214026505101168
10940,AT1G03750,LOC100834578,4482,0.8647924700418792,0.9141040053962034,0.8894482377190414
10941,AT2G44270,LOC100837997,4483,0.8889745822448896,0.875649632223043,0.8823121072339664
10942,AT1G76170,LOC100837997,4483,0.8914292822490358,0.8541868756624804,0.8728080789557582
10943,AT4G09630,LOC100845938,4484,0.8378819919558818,0.952956669771625,0.8954193308637534
10944,AT4G09630,LOC100822345,4484,0.7270556039308372,0.6426364307969036,0.6848460173638704
10945,AT2G02910,LOC100845938,4484,0.8169341128664428,0.9014229274403366,0.8591785201533897
10946,AT2G02910,LOC100822345,4484,0.8374673466849111,0.673182796389683,0.755325071537297
10947,AT1G34550,LOC100845938,4484,0.9006675788862628,0.9668840137474706,0.9337757963168667
10948,AT1G34550,LOC100822345,4484,0.7013475971306548,0.6433366524266855,0.6723421247786701
10949,AT3G23600,LOC100821523,4485,0.6273251233569681,0.3757492050236084,0.5015371641902883
10950,AT3G23600,LOC100820927,4485,0.5843844590952441,0.39736613882375615,0.4908752989595001
10951,AT3G23600,LOC100844464,4485,0.6097026993407141,0.6888831786207561,0.6492929389807351
10952,AT3G23600,LOC100822628,4485,0.637326367292781,0.600873671024315,0.6191000191585481
10953,AT3G23600,LOC100845080,4485,0.6180038976655471,0.6717309607169242,0.6448674291912356
10954,AT3G23570,LOC100821523,4485,0.49892606874818596,0.2701891883210741,0.38455762853463005
10955,AT3G23570,LOC100820927,4485,0.6090724385288386,0.3564513538688851,0.4827618961988619
10956,AT3G23570,LOC100844464,4485,0.8079943608243149,0.6283557639803423,0.7181750624023286
10957,AT3G23570,LOC100822628,4485,0.6704233528216611,0.6640028265827258,0.6672130897021935
10958,AT3G23570,LOC100845080,4485,0.7894597172119252,0.6544566858317541,0.7219582015218396
10959,AT3G26570,LOC100827190,4486,0.9876684496413318,0.9734365464298333,0.9805524980355826
10960,AT3G61080,LOC100846855,4487,0.9794667661815317,0.9751517682202165,0.9773092672008741
