,arabidopsis,grape,Group Number,Species 1 Score,Species 2 Score,Total Score
14986,AT4G18710,LOC100248790,4489,0.7961928547497945,0.9409164483945968,0.8685546515721956
14987,AT5G10750,LOC100247353,4490,0.7936933369881928,0.8282292003884753,0.8109612686883341
14988,AT5G10750,LOC100257058,4490,0.9045100288666214,0.9194031607757733,0.9119565948211974
14989,AT5G25020,LOC100247353,4490,0.23750494928882526,0.5735189381676917,0.4055119437282585
14990,AT5G25020,LOC100257058,4490,0.6204550300003047,0.5285970746637629,0.5745260523320338
14991,AT1G06050,LOC100247353,4490,0.9097432461243261,0.9013508343388563,0.9055470402315913
14992,AT1G06050,LOC100257058,4490,0.8303353333536382,0.9038818093528356,0.8671085713532369
14993,AT5G65165,LOC100262907,4491,0.9554168062619925,0.8949292209894346,0.9251730136257136
14994,AT5G40650,LOC100262907,4491,0.951646209606189,0.9641131286971364,0.9578796691516627
14995,AT3G27380,LOC100262907,4491,0.9525355587366369,0.9733953324111951,0.9629654455739161
14996,AT5G51970,LOC100257330,4492,0.3255626960679804,0.6377821595691456,0.481672427818563
14997,AT5G51970,LOC100265888,4492,0.9079036335394268,0.8361693987462845,0.8720365161428556
14998,AT5G51970,LOC100232980,4492,0.33789175524624615,0.713864445687042,0.5258781004666441
14999,AT1G67620,LOC100249470,4493,0.8707228838194635,0.8741516819211866,0.8724372828703251
15000,AT4G37930,LOC100261289,4494,0.9929400298480188,0.994991023867683,0.9939655268578509
15001,AT4G37930,LOC100245411,4494,0.37255200560411783,0.6305011919126519,0.5015265987583848
15002,AT4G37930,LOC100243424,4494,0.9951816769713397,0.9925306807145589,0.9938561788429493
15003,AT5G26780,LOC100261289,4494,0.6533304906648798,0.34802083639895226,0.5006756635319161
15004,AT5G26780,LOC100245411,4494,0.8041421740322238,0.7999175961623356,0.8020298850972797
15005,AT5G26780,LOC100243424,4494,0.6335150610666098,0.29449365784749404,0.46400435945705193
15006,AT1G12010,LOC100232928,4496,0.6606584838424756,0.5139350775478972,0.5872967806951864
15007,AT1G05010,LOC100232928,4496,0.5685803916791033,0.5899173018629154,0.5792488467710093
15008,AT1G62380,LOC100232928,4496,0.6320896658849329,0.5464904794137556,0.5892900726493442
15009,AT5G14850,LOC100267398,4497,0.9178631255139647,0.8985079019394332,0.908185513726699
15010,AT5G05480,LOC100251909,4498,0.7376420065178326,0.7798169457606169,0.7587294761392247
15011,AT2G45320,LOC100259142,4499,0.830518076325648,0.8623502751699579,0.8464341757478029
15012,AT5G57230,LOC100267538,4500,0.9502208144245119,0.9676107138068938,0.9589157641157029
15013,AT5G07030,LOC100252287,4501,0.8422440836962812,0.8175873333529533,0.8299157085246173
15014,AT5G07030,LOC100244589,4501,0.8396125848993391,0.9052591306395126,0.8724358577694258
15015,AT3G54400,LOC100252287,4501,0.89092681143971,0.9143412107478148,0.9026340110937624
15016,AT3G54400,LOC100244589,4501,0.8881369354003594,0.8971246946643515,0.8926308150323554
15017,AT1G09750,LOC100252287,4501,0.9125148478664757,0.9186909561788164,0.915602902022646
15018,AT1G09750,LOC100244589,4501,0.9088173483994761,0.8846110833161659,0.896714215857821
15019,AT5G55140,LOC100261459,4502,0.8815399141108031,0.9479325465728833,0.9147362303418431
15020,AT5G55140,LOC100260125,4502,0.9109858983339932,0.9541010624209071,0.9325434803774502
15021,AT1G05970,LOC100255901,4503,0.8709773703286328,0.8670649518820448,0.8690211611053388
15022,AT1G24610,LOC100249103,4504,0.9361861541741541,0.938361929426999,0.9372740418005765
15023,AT2G25570,LOC100250962,4505,0.8737306977735815,0.8671120397892815,0.8704213687814315
15024,AT4G18240,LOC100257130,4506,0.8885328785063809,0.9818417257718002,0.9351873021390905
15025,AT3G15650,LOC100259338,4507,0.4465202692413121,0.6001530356985196,0.5233366524699159
15026,AT3G15650,LOC100257724,4507,0.49646392349160906,0.3215927484622855,0.4090283359769473
15027,AT3G15650,LOC100246445,4507,0.5379892181646514,0.7709526472232849,0.6544709326939682
15028,AT5G20060,LOC100259338,4507,0.6947095909603144,0.7396097589687749,0.7171596749645446
15029,AT5G20060,LOC100257724,4507,0.7789967410836658,0.7715294740869361,0.7752631075853009
15030,AT5G20060,LOC100246445,4507,0.7643894861876771,0.8208422849406987,0.7926158855641878
15031,AT1G52700,LOC100259338,4507,0.8225139341516157,0.6987197975219989,0.7606168658368073
15032,AT1G52700,LOC100257724,4507,0.7002467030122134,0.5941316695606109,0.6471891862864121
15033,AT1G52700,LOC100246445,4507,0.790667925562696,0.8478942876482533,0.8192811066054746
15034,AT5G53280,LOC100253508,4508,0.7227667285962294,0.7568733629594749,0.7398200457778521
15035,AT4G33380,LOC100248838,4509,0.7957908202113727,0.8929750728391066,0.8443829465252397
15036,AT2G13690,LOC100260878,4510,0.6913775774373344,0.7772565408046147,0.7343170591209746
15037,AT5G27280,LOC100243759,4511,0.8014924009380806,0.9362253156361282,0.8688588582871044
15038,AT3G23700,LOC100244532,4512,0.9643102975664728,0.9770681891756674,0.9706892433710701
15039,AT2G25710,LOC100248922,4513,0.8972862668656534,0.8106654109891404,0.8539758389273968
15040,AT1G37150,LOC100248922,4513,0.7107605153351811,0.7828600017657965,0.7468102585504888
15041,AT5G28050,LOC100248555,4514,0.8608716839764871,0.8310721327878984,0.8459719083821927
15042,AT1G61770,LOC100241937,4515,0.9637255200560412,0.9533182259630948,0.9585218730095679
15043,AT2G27090,LOC100264970,4516,0.978667803734048,0.9308102063038936,0.9547390050189708
15044,AT3G45400,LOC100244988,4517,0.6834769896141077,0.8024250272226964,0.7429510084184021
15045,AT3G45400,LOC100250123,4517,0.6522827642920234,0.8312722563936549,0.7417775103428391
15046,AT1G74680,LOC100244988,4517,0.7759936649103036,0.8258924629918479,0.8009430639510757
15047,AT1G74680,LOC100250123,4517,0.587055706149301,0.6996556696783307,0.6433556879138158
15048,AT1G08550,LOC100257865,4518,0.8891542046112143,0.9553959798699198,0.922275092240567
15049,AT1G12800,LOC100265091,4519,0.9660889958273687,0.980346684717031,0.9732178402721998
15050,AT2G35500,LOC100266016,4520,0.9631651082752108,0.987521704582242,0.9753434064287264
15051,AT4G35520,LOC100253902,4521,0.8249444156793471,0.860466758880485,0.8427055872799161
15052,AT2G26710,LOC100245678,4522,0.7537355709195017,0.7365137290679538,0.7451246499937277
15053,AT2G26710,LOC100263507,4522,0.7283525721073311,0.7976985785338003,0.7630255753205657
15054,AT2G26710,LOC100260384,4522,0.6482015045838029,0.3898878719208923,0.5190446882523476
15055,AT2G26710,LOC100254391,4522,0.7413638717144336,0.7099796933400042,0.725671782527219
15056,AT2G26710,LOC100852998,4522,0.761313312825511,0.7750904970717207,0.7682019049486158
15057,AT4G27750,LOC100241859,4523,0.9556360978284044,0.8501603931840254,0.9028982455062149
15058,AT5G13030,LOC100246701,4524,0.9292723783997807,0.8173813237587921,0.8733268510792864
15059,AT3G14400,LOC100253154,4525,0.9604787865866659,0.9435415992230495,0.9520101929048577
15060,AT4G39680,LOC100252593,4526,0.9274936801388847,0.9688042614556049,0.9481489707972448
15061,AT4G39680,LOC100248897,4526,0.9414613346328389,0.952929750728391,0.9471955426806149
15062,AT2G26590,LOC100250036,4527,0.9835409496543112,0.8759057064657583,0.9297233280600348
15063,AT1G01630,LOC100252364,4529,0.7560746809612281,0.6802495659083552,0.7181621234347917
15064,AT1G01630,LOC100247551,4529,0.5735997319769743,0.605927190323435,0.5897634611502047
15065,AT1G53030,LOC100252052,4530,0.7531812505710718,0.890832573059831,0.8220069118154514
15066,AT3G15352,LOC100252052,4530,0.8880090153199525,0.9402925336237088,0.9141507744718307
15067,AT3G27640,LOC100249087,4531,0.9887673986537935,0.9972630153918597,0.9930152070228266
15068,AT1G18270,LOC100262718,4532,0.7984405933055159,0.8412666647046706,0.8198536290050933
15069,AT4G15240,LOC100246569,4533,0.7501538086681083,0.8589128579416698,0.8045333333048891
15070,AT4G15240,LOC100241450,4533,0.7450430968842323,0.8679419641543306,0.8064925305192814
15071,AT1G05280,LOC100246569,4533,0.570870770261627,0.6990847288030843,0.6349777495323556
15072,AT1G05280,LOC100241450,4533,0.5535345536502909,0.6901262544512787,0.6218304040507848
15073,AT2G16460,LOC100247201,4534,0.8004324917004233,0.8520556814503075,0.8262440865753654
15074,AT2G16460,LOC100242062,4534,0.9655834069381415,0.763395038111775,0.8644892225249583
15075,AT3G26760,LOC100242999,4535,0.7387628300794932,0.6636451926189706,0.7012040113492319
15076,AT3G26770,LOC100242999,4535,0.6556025949502026,0.6182818799846964,0.6369422374674495
15077,AT3G47750,LOC100253652,4536,0.7566716413364603,0.564831219282498,0.6607514303094791
15078,AT3G47780,LOC100253652,4536,0.6469405780769348,0.7289031460608023,0.6879218620688685
15079,AT3G47740,LOC100253652,4536,0.24323089574513446,0.558533211689573,0.40088205371735375
15080,AT3G47790,LOC100253652,4536,0.2662913184035226,0.6727037287736543,0.46949752358858843
15081,AT1G80830,LOC100248879,4537,0.4002375658636128,0.5336694886711073,0.46695352726736006
15082,AT1G80830,LOC100256746,4537,0.5934699844668474,0.7878454339444951,0.6906577092056713
15083,AT1G15960,LOC100248879,4537,0.6757530533304906,0.652572994431201,0.6641630238808458
15084,AT1G15960,LOC100256746,4537,0.7164133646026863,0.6373289384619912,0.6768711515323388
15085,AT5G53330,LOC100260370,4539,0.9260987421192093,0.8693546013714353,0.8977266717453223
15086,AT5G56960,LOC100252681,4540,0.9795388785672952,0.9368198004649931,0.9581793395161442
15087,AT5G06800,LOC100265807,4541,0.5616117930131271,0.5546308013773212,0.5581212971952242
15088,AT3G07700,LOC100263071,4543,0.6721469253494959,0.655116395420701,0.6636316603850985
15089,AT3G07700,LOC100252764,4543,0.826741388237444,0.8091997998763942,0.8179705940569191
15090,AT4G29930,LOC100244514,4544,0.3879085066853471,0.5768342211365843,0.4823713639109657
15091,AT5G57150,LOC100244514,4544,0.46196205037614596,0.4953059242473292,0.47863398731173756
15092,AT4G25910,LOC100266735,4545,0.8818079371364177,0.9357720945289737,0.9087900158326957
15093,AT4G25910,LOC100254178,4545,0.5964182377486066,0.6722740516201183,0.6343461446843625
15094,AT5G49940,LOC100266735,4545,0.9762312307739165,0.9697460196003413,0.9729886251871289
15095,AT5G49940,LOC100254178,4545,0.8833429781013005,0.8870655404808853,0.8852042592910929
15096,AT1G70180,LOC100243328,4546,0.8189504461974233,0.8685953088672416,0.8437728775323324
15097,AT1G70180,LOC100267308,4546,0.6134986141991289,0.8195061655728538,0.7165023898859914
15098,AT1G70180,LOC100250700,4546,0.8601407120884476,0.8639218340739869,0.8620312730812172
15099,AT5G35080,LOC100253925,4547,0.8348064447354796,0.8774125194973366,0.8561094821164081
15100,AT2G43250,LOC100266921,4548,0.9589559284865836,0.9603402101297861,0.9596480693081848
15101,AT5G11930,LOC100268063,4549,0.5667651448238052,0.5688742393177485,0.5678196920707769
15102,AT4G33040,LOC100268063,4549,0.6618706788901411,0.608146861950682,0.6350087704204115
15103,AT1G33350,LOC100243058,4550,0.8244205524929187,0.8481885870684834,0.836304569780701
15104,AT1G62050,LOC100252180,4551,0.736649103036579,0.7491627181494452,0.7429059105930121
15105,AT2G43360,LOC100255986,4552,0.9387506472146925,0.7721004149621825,0.8554255310884376
15106,AT1G05640,LOC100264458,4553,0.743240032893735,0.799170075634951,0.7712050542643429
15107,AT2G31820,LOC100264458,4553,0.9177352054335577,0.8889137408399306,0.9033244731367441
15108,AT3G52140,LOC100264871,4555,0.982371394633448,0.9721416168810147,0.9772565057572313
15109,AT2G26210,LOC100242638,4556,0.9375871836262297,0.9272786132611319,0.9324328984436808
15110,AT4G14000,LOC100257747,4557,0.6435781073919532,0.3306512846169693,0.4871146960044612
15111,AT4G14000,LOC100252020,4557,0.7869947918252977,0.8612731392919156,0.8241339655586066
15112,AT2G43320,LOC100257747,4557,0.8362318399171565,0.8278760410841991,0.8320539405006778
15113,AT2G43320,LOC100252020,4557,0.37144336490725793,0.6217840430854351,0.4966137039963465
15114,AT4G14310,LOC100258054,4558,0.9917948405567569,0.9985049589452308,0.9951498997509939
15115,AT4G31010,LOC100265780,4559,0.911722961654433,0.8260808146207952,0.868901888137614
15116,AT4G31010,LOC100264400,4559,0.9278957146773064,0.8404131963860032,0.8841544555316547
15117,AT4G31010,LOC100259402,4559,0.9161270672798709,0.8103769975573147,0.8632520324185928
15118,AT4G31010,LOC100253421,4559,0.8498766484938933,0.7469495865093145,0.7984131175016039
15119,AT2G20020,LOC100265780,4559,0.8659275728687601,0.8447805997822184,0.8553540863254893
15120,AT2G20020,LOC100264400,4559,0.8059817866171229,0.8089290444097824,0.8074554155134527
15121,AT2G20020,LOC100259402,4559,0.9267566168184449,0.9468436387180317,0.9368001277682383
15122,AT2G20020,LOC100253421,4559,0.9117107787896324,0.9494864475116983,0.9305986131506654
15123,AT5G54890,LOC100265780,4559,0.8568086985654676,0.8062862356161158,0.8315474670907916
15124,AT5G54890,LOC100264400,4559,0.7796911643773032,0.7433297036404838,0.7615104340088935
15125,AT5G54890,LOC100259402,4559,0.7992507538147595,0.6325318579122399,0.7158913058634997
15126,AT5G54890,LOC100253421,4559,0.746407577741906,0.5110038553224051,0.6287057165321556
15127,AT1G23400,LOC100265780,4559,0.7299546188286175,0.6593307631183967,0.6946426909735071
15128,AT1G23400,LOC100264400,4559,0.560222946425852,0.6160040024721152,0.5881134744489835
15129,AT1G23400,LOC100259402,4559,0.7608381810982853,0.9039230112716679,0.8323805961849766
15130,AT1G23400,LOC100253421,4559,0.7548137544543599,0.9627828953176962,0.858798324886028
15131,AT3G11830,LOC100245611,4560,0.9744403496482198,0.9828776597310103,0.9786590046896151
15132,AT5G40610,LOC100261224,4561,0.8055310206194987,0.8053739074134024,0.8054524640164505
15133,AT5G15860,LOC100249158,4562,0.7823896689306491,0.8849406986668237,0.8336651837987363
15134,AT5G15860,LOC100263542,4562,0.8407821399202022,0.8590600076517849,0.8499210737859936
15135,AT1G26120,LOC100249158,4562,0.8464288977553072,0.878383707584096,0.8624063026697015
15136,AT1G26120,LOC100263542,4562,0.8607803124904821,0.9004855940433797,0.8806329532669309
15137,AT1G27090,LOC100248339,4563,0.8325830719093595,0.8554224668177404,0.8440027693635499
15138,AT2G17730,LOC100264312,4564,0.8112630585082082,0.727113805585803,0.7691884320470056
15139,AT4G35840,LOC100264312,4564,0.7620503761459507,0.5798640336678537,0.6709572049069021
15140,AT5G66070,LOC100264312,4564,0.9102427435811531,0.9144530445275023,0.9123478940543277
15141,AT2G02220,LOC100254716,4565,0.8877470837267384,0.9429530003825892,0.9153500420546639
15142,AT2G02220,LOC100260504,4565,0.5846069503243688,0.6475705582860002,0.6160887543051845
15143,AT5G53890,LOC100254716,4565,0.6717814394054762,0.9386562288472291,0.8052188341263526
15144,AT5G53890,LOC100260504,4565,0.890055736606463,0.947803054827982,0.9189293957172224
15145,AT1G68490,LOC100251510,4566,0.7305150306094478,0.6079401983578092,0.6692276144836284
15146,AT1G68490,LOC100262793,4566,0.7288947095909603,0.7441001141227752,0.7364974118568677
15147,AT1G68490,LOC100266248,4566,0.8076569305272134,0.7951617175314164,0.801409324029315
15148,AT3G02555,LOC100251510,4566,0.7830109950354825,0.6983725242061273,0.7406917596208049
15149,AT3G02555,LOC100262793,4566,0.6840495842597387,0.7466572490852194,0.7153534166724791
15150,AT3G02555,LOC100266248,4566,0.8592330886607986,0.8685894228788369,0.8639112557698178
15151,AT5G16110,LOC100251510,4566,0.8455700057868607,0.8478589717178258,0.8467144887523432
15152,AT5G16110,LOC100262793,4566,0.7493010081320622,0.8222595001487847,0.7857802541404235
15153,AT5G16110,LOC100266248,4566,0.8842688758261505,0.8797315989287502,0.8820002373774504
15154,AT5G64980,LOC100853547,4567,0.8295068985471934,0.9293740251331705,0.8794404618401819
15155,AT4G19140,LOC100266685,4568,0.7092011086406969,0.8488301598045852,0.7790156342226411
15156,AT2G37090,LOC100249957,4569,0.9220357567081899,0.7075723240825215,0.8148040403953557
15157,AT1G54740,LOC104881448,4570,0.5596442603478208,0.6198887548191531,0.5897665075834869
15158,AT3G24140,LOC100258890,4571,0.842889775530716,0.915583154301186,0.879236464915951
15159,AT5G13220,LOC100262641,4572,0.8559274713448868,0.825372534016108,0.8406500026804974
15160,AT3G01960,LOC100263446,4573,0.8699418268205769,0.7737367197386621,0.8218392732796195
15161,AT4G12730,LOC100242544,4574,0.9750434014558523,0.9552305181958791,0.9651369598258657
15162,AT4G12730,LOC100266865,4574,0.9618310845795388,0.89781335530769,0.9298222199436144
15163,AT5G55730,LOC100242544,4574,0.9091523771814942,0.9207190061835577,0.914935691682526
15164,AT5G55730,LOC100266865,4574,0.9015868181402856,0.899814591365255,0.9007007047527703
15165,AT1G76580,LOC100240978,4575,0.9079097249718272,0.9631772565408045,0.9355434907563158
15166,AT1G20980,LOC100240978,4575,0.9734596290317667,0.9666558756879249,0.9700577523598458
15167,AT3G56400,LOC100255013,4577,0.9822617488502421,0.9479678625033109,0.9651148056767764
15168,AT3G56400,LOC100258754,4577,0.9614168671763166,0.9219341357897526,0.9416755014830346
15169,AT2G40750,LOC100255013,4577,0.9125879450552797,0.9316283586921333,0.9221081518737065
15170,AT2G40750,LOC100258754,4577,0.8875399750251272,0.9537479031166309,0.920643939070879
15171,AT2G33585,LOC100259899,4578,0.9123808363536686,0.8725448070867301,0.8924628217201993
15172,AT1G47710,LOC100266122,4579,0.9772302256875705,0.8210306365696459,0.8991304311286081
15173,AT2G25240,LOC100266122,4579,0.6016159699953444,0.7223461549780746,0.6619810624867095
15174,AT2G26390,LOC100266122,4579,0.7390125788079067,0.7319226581123636,0.7354676184601352
15175,AT2G46150,LOC100258567,4580,0.7191666920476351,0.5351802256949554,0.6271734588712952
15176,AT2G46150,LOC100246818,4580,0.7729784058721408,0.570456916199875,0.6717176610360079
15177,AT5G53220,LOC100255280,4581,0.9069472786525752,0.8644456870419965,0.8856964828472859
15178,AT2G28940,LOC100264398,4582,0.8448207596016203,0.8005650548868419,0.822692907244231
15179,AT2G28940,LOC100254696,4582,0.6723723083483081,0.7534300597427823,0.7129011840455453
15180,AT2G28940,LOC104881112,4582,0.842073523589072,0.7991798856156253,0.8206267046023485
15181,AT2G28940,LOC100249929,4582,0.8538482624189079,0.8799140645692928,0.8668811634941003
15182,AT2G28940,LOC100258611,4582,0.6839216641793318,0.4908973189322817,0.5874094915558068
15183,AT2G39110,LOC100264398,4582,0.7790089239484665,0.8554813267017864,0.8172451253251265
15184,AT2G39110,LOC100254696,4582,0.6028873389577559,0.6559934076929869,0.6294403733253714
15185,AT2G39110,LOC104881112,4582,0.7837602412207231,0.8937938792260579,0.8387770602233905
15186,AT2G39110,LOC100249929,4582,0.7920628635823713,0.7970687777745077,0.7945658206784395
15187,AT2G39110,LOC100258611,4582,0.644887765358024,0.6816033432414138,0.6632455542997189
15188,AT3G09830,LOC100264398,4582,0.8792008040690769,0.9350540039436123,0.9071274040063446
15189,AT3G09830,LOC100254696,4582,0.6317059056437121,0.6395067541716942,0.6356063299077032
15190,AT3G09830,LOC104881112,4582,0.8257058447293881,0.8706946447315499,0.8482002447304691
15191,AT3G09830,LOC100249929,4582,0.8918100691377577,0.9408458165337414,0.9163279428357496
15192,AT3G09830,LOC100258611,4582,0.6096366460573204,0.5779628594131669,0.5937997527352437
15193,AT5G47070,LOC100264398,4582,0.9126184022172814,0.9451308160922922,0.9288746091547868
15194,AT5G47070,LOC100254696,4582,0.5923369780403862,0.6021012978604432,0.5972191379504147
15195,AT5G47070,LOC104881112,4582,0.8515639752687845,0.8228807989248261,0.8372223870968053
15196,AT5G47070,LOC100249929,4582,0.8904090396856821,0.9182200771064482,0.9043145583960651
15197,AT5G47070,LOC100258611,4582,0.6185971431182042,0.49340474999264256,0.5560009465554234
15198,AT4G17660,LOC100264398,4582,0.764426034782079,0.8658818682127196,0.8151539514973993
15199,AT4G17660,LOC100254696,4582,0.49908933085615076,0.6949351069778392,0.597012218916995
15200,AT4G17660,LOC104881112,4582,0.69333292723784,0.8454437544758037,0.7693883408568218
15201,AT4G17660,LOC100249929,4582,0.722888557244236,0.8903675799758675,0.8066280686100518
15202,AT4G17660,LOC100258611,4582,0.5448055310206195,0.6035374790311663,0.5741715050258929
15203,AT5G03320,LOC100264398,4582,0.7945968994609083,0.8384708202124842,0.8165338598366962
15204,AT5G03320,LOC100254696,4582,0.7047360886912557,0.7647488154448336,0.7347424520680447
15205,AT5G03320,LOC104881112,4582,0.7868790546096914,0.8572288112592418,0.8220539329344666
15206,AT5G03320,LOC100249929,4582,0.8358358968111351,0.8935931016215899,0.8647144992163625
15207,AT5G03320,LOC100258611,4582,0.669777358145768,0.5415521351422938,0.6056647466440309
15208,AT4G10250,LOC100263588,4583,0.9932628757652362,0.9244206388913414,0.9588417573282888
15209,AT4G03560,TPC1,4585,0.8711174732738404,0.9480208363989523,0.9095691548363963
15210,AT3G51790,LOC100267347,4586,0.9270063655468583,0.8970952647223286,0.9120508151345934
15211,AT3G51790,LOC100266094,4586,0.9467547893887247,0.908884899496748,0.9278198444427364
15212,AT1G29170,LOC100249697,4587,0.7721073310388937,0.8130492362930044,0.7925782836659491
15213,AT2G34150,LOC100249697,4587,0.8017604239636951,0.7878630919097089,0.794811757936702
15214,AT3G50120,LOC100242175,4588,0.6247616727073371,0.4972836163512758,0.5610226445293065
15215,AT3G50200,LOC100242175,4588,0.6045503000030458,0.6305659377851026,0.6175581188940742
15216,AT3G11200,LOC100259069,4589,0.9447994395882191,0.9578445510462344,0.9513219953172267
15217,AT3G11200,LOC100251933,4589,0.6271068741814637,0.8750633561251884,0.751085115153326
15218,AT5G05610,LOC100259069,4589,0.9176499253799532,0.8462108949645369,0.881930410172245
15219,AT5G05610,LOC100251933,4589,0.7667164133646026,0.9038916193335099,0.8353040163490563
15220,AT4G27840,LOC100262242,4591,0.5967106265038223,0.8241619824008947,0.7104363044523585
15221,AT5G52990,LOC100262242,4591,0.7273535771936771,0.7989934959828129,0.763173536588245
15222,AT5G64670,LOC100251266,4592,0.8697834495781682,0.987239177138821,0.9285113133584946
15223,AT4G11880,LOC100268115,4593,0.5478558157950842,0.5220577415462492,0.5349567786706667
15224,AT4G11880,LOC100246102,4593,0.5866277830231779,0.787942552753171,0.6872851678881744
15225,AT4G11880,MADS8,4593,0.4824795175585539,0.6446393360605079,0.563559426809531
15226,AT4G22950,LOC100268115,4593,0.7120518990040507,0.6656523146649401,0.6888521068344955
15227,AT4G22950,LOC100246102,4593,0.6538482624189078,0.8700373760263692,0.7619428192226385
15228,AT4G22950,MADS8,4593,0.810666098132976,0.773842667529945,0.7922543828314605
15229,AT5G62165,LOC100268115,4593,0.6957207687387689,0.6280761646899556,0.6618984667143623
15230,AT5G62165,LOC100246102,4593,0.7497761398592879,0.8318078813384737,0.7907920105988808
15231,AT5G62165,MADS8,4593,0.5968933694758323,0.7012743164895965,0.6490838429827144
15232,AT2G45660,LOC100268115,4593,0.6702463984405933,0.5939727478736866,0.63210957315714
15233,AT2G45660,LOC100246102,4593,0.6224956598544148,0.8112437093498925,0.7168696846021536
15234,AT2G45660,MADS8,4593,0.5078792678098255,0.6914035139350776,0.5996413908724516
15235,AT1G79110,LOC100245970,4594,0.7519203240642037,0.6295358898142971,0.6907281069392504
15236,AT1G79110,LOC100255881,4594,0.743666433161758,0.7239824597545543,0.7338244464581561
15237,AT4G19700,LOC100245970,4594,0.7713824505832546,0.696182936519615,0.7337826935514349
15238,AT4G19700,LOC100255881,4594,0.5675204824414462,0.7075075782100709,0.6375140303257585
15239,AT3G12920,LOC100245970,4594,0.5165839247098956,0.4901615703817064,0.503372747545801
15240,AT3G12920,LOC100255881,4594,0.7675692139006487,0.6360811089202155,0.701825161410432
15241,AT5G45100,LOC100245970,4594,0.7082630280510462,0.5597869272197534,0.6340249776353999
15242,AT5G45100,LOC100255881,4594,0.7212986933877502,0.7320992377645016,0.7266989655761259
15243,AT1G01880,LOC100259113,4595,0.7291261840221729,0.9246887783631066,0.8269074811926398
15244,AT1G31280,LOC100251084,4596,0.8662260530563762,0.8688484063686394,0.8675372297125078
15245,AT1G31280,LOC100240850,4596,0.8554746748697956,0.8930515906883664,0.874263132779081
15246,AT1G31280,LOC100249360,4596,0.8934913044802485,0.7927661202507431,0.8431287123654958
15247,AT1G31290,LOC100251084,4596,0.8532404728305194,0.7208216839812825,0.7870310784059009
15248,AT1G31290,LOC100240850,4596,0.7224709557119023,0.6670472939168309,0.6947591248143666
15249,AT1G31290,LOC100249360,4596,0.9300466671404447,0.6925924835928072,0.811319575366626
15250,AT4G36660,LOC100264357,4597,0.8206743215667164,0.7947482268459931,0.8077112742063548
15251,AT5G65650,LOC100264357,4597,0.690074010903664,0.7048397539656847,0.6974568824346743
15252,AT3G44280,LOC100243239,4598,0.9061675753053331,0.9721887047882516,0.9391781400467923
15253,AT5G22280,LOC100243239,4598,0.8872719519995127,0.9592454162865299,0.9232586841430213
15254,AT5G06265,LOC100243239,4598,0.7602290378582524,0.8843638718031726,0.8222964548307125
15255,AT3G49650,LOC100854756,4599,0.6655986355191423,0.9306512846169692,0.7981249600680558
15256,AT1G63830,LOC100246828,4600,0.6296470014924009,0.7853321168957297,0.7074895591940653
15257,AT4G23470,LOC100246828,4600,0.7457009715834678,0.8828982606904264,0.8142996161369471
15258,AT4G37830,LOC100250749,4601,0.9769317454999543,0.9935842726389829,0.9852580090694686
15259,AT2G39410,LOC100260284,4603,0.6985289190753206,0.5125754142264339,0.6055521666508772
15260,AT2G39410,LOC100246971,4603,0.46280875947979166,0.6233144000706318,0.5430615797752117
15261,AT2G39420,LOC100260284,4603,0.6359699083239424,0.6636510786073752,0.6498104934656588
15262,AT2G39420,LOC100246971,4603,0.49806597021289556,0.6020483239648018,0.5500571470888487
15263,AT2G47630,LOC100260284,4603,0.39113087442512107,0.4619088260396127,0.4265198502323669
15264,AT2G47630,LOC100246971,4603,0.583833338409527,0.7663027163836488,0.6750680273965879
15265,AT3G62860,LOC100260284,4603,0.698297444644108,0.5900291356426027,0.6441632901433554
15266,AT3G62860,LOC100246971,4603,0.5663448359881826,0.7793519526766531,0.6728483943324179
15267,AT2G39400,LOC100260284,4603,0.6871196661895045,0.7349068542334972,0.7110132602115009
15268,AT2G39400,LOC100246971,4603,0.43802881247525355,0.5703169604755879,0.5041728864754207
15269,AT4G11010,LOC100263310,4604,0.887314592026315,0.9030813149298096,0.8951979534780623
15270,AT5G13120,LOC100248997,4605,0.9781622148448208,0.9929544718796903,0.9855583433622556
15271,AT1G30480,LOC100265303,4607,0.8160204672128651,0.9403160775773272,0.8781682723950961
15272,AT5G06150,LOC100253549,4608,0.9793013127036824,0.9946084346213839,0.9869548736625331
15273,AT5G06150,LOC100261859,4608,0.9807510736149606,0.9909885517525532,0.9858698126837568
15274,AT2G26760,LOC100253549,4608,0.9789723753540645,0.9945319167721238,0.9867521460630941
15275,AT2G26760,LOC100261859,4608,0.9791855754880759,0.9908002001236058,0.9849928878058409
15276,AT1G34460,LOC100253549,4608,0.4756982304388877,0.5474263515700875,0.5115622910044876
15277,AT1G34460,LOC100261859,4608,0.34836901897481193,0.5900644515730303,0.46921673527392116
15278,AT3G11520,LOC100253549,4608,0.9788992781652606,0.9938197121751671,0.9863594951702138
15279,AT3G11520,LOC100261859,4608,0.979240398379679,0.9828070278701552,0.9810237131249171
15280,AT5G14320,LOC100254016,4609,0.9951512198093382,0.995879808116778,0.995515513963058
15281,AT5G03670,LOC100244201,4612,0.6050315231626717,0.6509903175490744,0.628010920355873
15282,AT3G25540,LOC100251278,4613,0.827703834556696,0.8662212935440516,0.8469625640503738
15283,AT1G13580,LOC100251278,4613,0.7979898273078915,0.8625981406816629,0.8302939839947772
15284,AT3G44716,LOC100854742,4614,0.5996649712179819,0.7625003678742753,0.6810826695461286
